subject,target,ttype,mode,window,r
rtbpd020,CEN,orig,best,fb,-0.028878639815890266
rtbpd020,CEN,orig,frontal,fb,0.15286935532575646
rtbpd020,CEN,orig,all,fb,0.16140487566594408
rtbpd020,CEN,orig,epoc,fb,0.18584697050949073
rtbpd020,CEN,orig,epoc_afproxy,fb,0.14998021754693688
rtbpd020,DMN,orig,best,fb,0.6249428489206481
rtbpd020,DMN,orig,frontal,fb,0.5503114931863703
rtbpd020,DMN,orig,all,fb,0.5604978996856125
rtbpd020,DMN,orig,epoc,fb,0.49753896731458486
rtbpd020,DMN,orig,epoc_afproxy,fb,0.4862625756342094
rtbpd020,PDA,orig,best,fb,0.7405595905731401
rtbpd020,PDA,orig,frontal,fb,0.6111558687192583
rtbpd020,PDA,orig,all,fb,0.6946094696568405
rtbpd020,PDA,orig,epoc,fb,0.5335417577051805
rtbpd020,PDA,orig,epoc_afproxy,fb,0.5567290659722376
rtbpd020,CEN,clean,best,fb,0.09058431151140277
rtbpd020,CEN,clean,frontal,fb,0.047226323635574136
rtbpd020,CEN,clean,all,fb,0.06696687273709973
rtbpd020,CEN,clean,epoc,fb,0.060258270908058874
rtbpd020,CEN,clean,epoc_afproxy,fb,0.03311579179883918
rtbpd020,DMN,clean,best,fb,0.3285023731547917
rtbpd020,DMN,clean,frontal,fb,0.34602534663062673
rtbpd020,DMN,clean,all,fb,0.335624670828561
rtbpd020,DMN,clean,epoc,fb,0.2730544177701541
rtbpd020,DMN,clean,epoc_afproxy,fb,0.23509452985856505
rtbpd020,PDA,clean,best,fb,0.4766306480132766
rtbpd020,PDA,clean,frontal,fb,0.41641251801770085
rtbpd020,PDA,clean,all,fb,0.3785400768544436
rtbpd020,PDA,clean,epoc,fb,0.3397010085584579
rtbpd020,PDA,clean,epoc_afproxy,fb,0.3304048438491012
