subject,target,ttype,mode,window,r
rtbpd004,CEN,orig,best,fb,0.05149656579738639
rtbpd004,CEN,orig,frontal,fb,0.06427680839319878
rtbpd004,CEN,orig,all,fb,0.17708014409335382
rtbpd004,CEN,orig,epoc,fb,0.19870923052683828
rtbpd004,CEN,orig,epoc_afproxy,fb,0.19984440395872527
rtbpd004,DMN,orig,best,fb,0.028463287019175533
rtbpd004,DMN,orig,frontal,fb,0.14233806240918737
rtbpd004,DMN,orig,all,fb,0.12055678136766856
rtbpd004,DMN,orig,epoc,fb,0.13281085340765186
rtbpd004,DMN,orig,epoc_afproxy,fb,0.11612765596088576
rtbpd004,PDA,orig,best,fb,-0.025303877117315864
rtbpd004,PDA,orig,frontal,fb,0.19056947121101514
rtbpd004,PDA,orig,all,fb,0.14903687779206803
rtbpd004,PDA,orig,epoc,fb,0.20264207534418943
rtbpd004,PDA,orig,epoc_afproxy,fb,0.22881724420456961
rtbpd004,CEN,clean,best,fb,-0.06608816335447636
rtbpd004,CEN,clean,frontal,fb,-0.060639333929830314
rtbpd004,CEN,clean,all,fb,0.01804872481061011
rtbpd004,CEN,clean,epoc,fb,0.012241437179700977
rtbpd004,CEN,clean,epoc_afproxy,fb,0.010268123467018705
rtbpd004,DMN,clean,best,fb,-0.039953333282022115
rtbpd004,DMN,clean,frontal,fb,-0.0025793657361932107
rtbpd004,DMN,clean,all,fb,0.043749602012266756
rtbpd004,DMN,clean,epoc,fb,-0.018924482724532028
rtbpd004,DMN,clean,epoc_afproxy,fb,-0.01401905634488848
rtbpd004,PDA,clean,best,fb,-0.06754348873532239
rtbpd004,PDA,clean,frontal,fb,-0.04061497446077476
rtbpd004,PDA,clean,all,fb,-0.012934807740687705
rtbpd004,PDA,clean,epoc,fb,-0.02842097128397565
rtbpd004,PDA,clean,epoc_afproxy,fb,-0.04570269381287042
