subject,target,ttype,mode,window,r
rtbpd026,CEN,orig,best,fb,-0.1143889349713827
rtbpd026,CEN,orig,frontal,fb,-0.18116906441084973
rtbpd026,CEN,orig,all,fb,-0.0975395948866938
rtbpd026,CEN,orig,epoc,fb,-0.12482440120704809
rtbpd026,CEN,orig,epoc_afproxy,fb,-0.09623379713139522
rtbpd026,DMN,orig,best,fb,-0.15613711028352362
rtbpd026,DMN,orig,frontal,fb,-0.028662698464400373
rtbpd026,DMN,orig,all,fb,-0.03878102221595684
rtbpd026,DMN,orig,epoc,fb,-0.031481010439626186
rtbpd026,DMN,orig,epoc_afproxy,fb,-0.023631001368927762
rtbpd026,PDA,orig,best,fb,0.05434919984951227
rtbpd026,PDA,orig,frontal,fb,0.004544522762426836
rtbpd026,PDA,orig,all,fb,0.11688270057953924
rtbpd026,PDA,orig,epoc,fb,-0.05680739301241426
rtbpd026,PDA,orig,epoc_afproxy,fb,-0.024038149174128845
rtbpd026,CEN,clean,best,fb,-0.13044724769907198
rtbpd026,CEN,clean,frontal,fb,-0.13768634457829182
rtbpd026,CEN,clean,all,fb,-0.13488103796309828
rtbpd026,CEN,clean,epoc,fb,-0.12471074503328167
rtbpd026,CEN,clean,epoc_afproxy,fb,-0.12471403564861819
rtbpd026,DMN,clean,best,fb,-0.07446087682511125
rtbpd026,DMN,clean,frontal,fb,-0.02309654017710283
rtbpd026,DMN,clean,all,fb,-0.08178511387976208
rtbpd026,DMN,clean,epoc,fb,-0.031702540306467304
rtbpd026,DMN,clean,epoc_afproxy,fb,-0.029833920615419764
rtbpd026,PDA,clean,best,fb,0.035345407216053004
rtbpd026,PDA,clean,frontal,fb,-0.019527748538739766
rtbpd026,PDA,clean,all,fb,-0.020960595692653135
rtbpd026,PDA,clean,epoc,fb,-0.059572958309007114
rtbpd026,PDA,clean,epoc_afproxy,fb,-0.0544835515121435
