subject,target,ttype,mode,window,r
rtbpd018,CEN,orig,best,fb,0.33598824126979887
rtbpd018,CEN,orig,frontal,fb,0.42919714543565246
rtbpd018,CEN,orig,all,fb,0.3760294455839319
rtbpd018,CEN,orig,epoc,fb,0.4265106250172374
rtbpd018,CEN,orig,epoc_afproxy,fb,0.4483258605900816
rtbpd018,DMN,orig,best,fb,0.269339141137371
rtbpd018,DMN,orig,frontal,fb,0.3192557041934135
rtbpd018,DMN,orig,all,fb,0.2340082243114097
rtbpd018,DMN,orig,epoc,fb,0.280038520403049
rtbpd018,DMN,orig,epoc_afproxy,fb,0.2838017220471977
rtbpd018,PDA,orig,best,fb,0.3262839415859368
rtbpd018,PDA,orig,frontal,fb,0.27890764342598034
rtbpd018,PDA,orig,all,fb,0.31636216384368915
rtbpd018,PDA,orig,epoc,fb,0.24793792417221946
rtbpd018,PDA,orig,epoc_afproxy,fb,0.2544301722802646
rtbpd018,CEN,clean,best,fb,0.11583485559097616
rtbpd018,CEN,clean,frontal,fb,-0.01947448939906761
rtbpd018,CEN,clean,all,fb,0.046650069912103555
rtbpd018,CEN,clean,epoc,fb,0.031160510855247323
rtbpd018,CEN,clean,epoc_afproxy,fb,0.016053578093254393
rtbpd018,DMN,clean,best,fb,0.07249355209018156
rtbpd018,DMN,clean,frontal,fb,0.03665568402636514
rtbpd018,DMN,clean,all,fb,0.06108639167929827
rtbpd018,DMN,clean,epoc,fb,0.039903525422275224
rtbpd018,DMN,clean,epoc_afproxy,fb,0.04861470177814192
rtbpd018,PDA,clean,best,fb,-0.024407028713361
rtbpd018,PDA,clean,frontal,fb,-0.03620282183882735
rtbpd018,PDA,clean,all,fb,-0.019130003215802802
rtbpd018,PDA,clean,epoc,fb,-0.03617983611441159
rtbpd018,PDA,clean,epoc_afproxy,fb,-0.03547022155175683
