subject,target,ttype,mode,window,r
rtbpd013,CEN,orig,best,fb,0.2646514801691643
rtbpd013,CEN,orig,frontal,fb,0.20591621702976626
rtbpd013,CEN,orig,all,fb,0.19436516637906198
rtbpd013,CEN,orig,epoc,fb,0.25388650615596864
rtbpd013,CEN,orig,epoc_afproxy,fb,0.2658345422554373
rtbpd013,DMN,orig,best,fb,0.168111774211726
rtbpd013,DMN,orig,frontal,fb,0.21571420166368246
rtbpd013,DMN,orig,all,fb,0.2757721033640958
rtbpd013,DMN,orig,epoc,fb,0.25618183971155084
rtbpd013,DMN,orig,epoc_afproxy,fb,0.22225111577073473
rtbpd013,PDA,orig,best,fb,0.20298748814095116
rtbpd013,PDA,orig,frontal,fb,0.12419019737811428
rtbpd013,PDA,orig,all,fb,0.11938389766492734
rtbpd013,PDA,orig,epoc,fb,0.13552028624868392
rtbpd013,PDA,orig,epoc_afproxy,fb,0.1376034565980547
rtbpd013,CEN,clean,best,fb,0.0966295388864517
rtbpd013,CEN,clean,frontal,fb,0.020808178907381607
rtbpd013,CEN,clean,all,fb,0.06496312031235248
rtbpd013,CEN,clean,epoc,fb,0.028123357876969343
rtbpd013,CEN,clean,epoc_afproxy,fb,0.028522478458562463
rtbpd013,DMN,clean,best,fb,0.05848949923327915
rtbpd013,DMN,clean,frontal,fb,0.07227897428667053
rtbpd013,DMN,clean,all,fb,0.06183103822571255
rtbpd013,DMN,clean,epoc,fb,0.045971214601501345
rtbpd013,DMN,clean,epoc_afproxy,fb,0.044911543898549504
rtbpd013,PDA,clean,best,fb,0.024560894836226133
rtbpd013,PDA,clean,frontal,fb,0.05778542409171937
rtbpd013,PDA,clean,all,fb,0.052750773217345115
rtbpd013,PDA,clean,epoc,fb,0.050478061045391244
rtbpd013,PDA,clean,epoc_afproxy,fb,0.06712303836223231
