subject,target,ttype,mode,window,r
rtbpd024,CEN,orig,best,fb,0.10492672483013454
rtbpd024,CEN,orig,frontal,fb,0.18743868805542413
rtbpd024,CEN,orig,all,fb,0.2131370403598886
rtbpd024,CEN,orig,epoc,fb,0.25240439873233367
rtbpd024,CEN,orig,epoc_afproxy,fb,0.2694846217915697
rtbpd024,DMN,orig,best,fb,0.02151191518064269
rtbpd024,DMN,orig,frontal,fb,0.1692455479602885
rtbpd024,DMN,orig,all,fb,0.09416941646482423
rtbpd024,DMN,orig,epoc,fb,0.22190500410742922
rtbpd024,DMN,orig,epoc_afproxy,fb,0.1959047819483611
rtbpd024,PDA,orig,best,fb,0.12313682957325885
rtbpd024,PDA,orig,frontal,fb,0.20707995518928446
rtbpd024,PDA,orig,all,fb,0.12849390331360672
rtbpd024,PDA,orig,epoc,fb,0.14556142921717
rtbpd024,PDA,orig,epoc_afproxy,fb,0.12316627268790083
rtbpd024,CEN,clean,best,fb,-0.04032383948426857
rtbpd024,CEN,clean,frontal,fb,0.045659690673764845
rtbpd024,CEN,clean,all,fb,0.07120685111823113
rtbpd024,CEN,clean,epoc,fb,0.13696807466572652
rtbpd024,CEN,clean,epoc_afproxy,fb,0.12629491704092818
rtbpd024,DMN,clean,best,fb,0.0888853109186974
rtbpd024,DMN,clean,frontal,fb,0.054791853071272024
rtbpd024,DMN,clean,all,fb,0.056578224836896354
rtbpd024,DMN,clean,epoc,fb,0.06902349776834743
rtbpd024,DMN,clean,epoc_afproxy,fb,0.06606377063600656
rtbpd024,PDA,clean,best,fb,0.08094951317508539
rtbpd024,PDA,clean,frontal,fb,0.08733674610470758
rtbpd024,PDA,clean,all,fb,0.08934531375113922
rtbpd024,PDA,clean,epoc,fb,0.1543363833504049
rtbpd024,PDA,clean,epoc_afproxy,fb,0.1384019811508518
