subject,target,ttype,mode,window,r
rtbpd002,CEN,orig,best,fb,0.5608244969240442
rtbpd002,CEN,orig,frontal,fb,0.23583068662815976
rtbpd002,CEN,orig,all,fb,0.4760478440688574
rtbpd002,CEN,orig,epoc,fb,0.31448918742891135
rtbpd002,CEN,orig,epoc_afproxy,fb,0.3532401367261769
rtbpd002,DMN,orig,best,fb,0.3210134463667005
rtbpd002,DMN,orig,frontal,fb,0.13242524586151128
rtbpd002,DMN,orig,all,fb,0.32853248857744793
rtbpd002,DMN,orig,epoc,fb,0.20102043631885613
rtbpd002,DMN,orig,epoc_afproxy,fb,0.19584025557482043
rtbpd002,PDA,orig,best,fb,0.2477084202036075
rtbpd002,PDA,orig,frontal,fb,0.26720259116319595
rtbpd002,PDA,orig,all,fb,0.4301595477235835
rtbpd002,PDA,orig,epoc,fb,0.39993167510864397
rtbpd002,PDA,orig,epoc_afproxy,fb,0.36171039318927906
rtbpd002,CEN,clean,best,fb,0.329528144349673
rtbpd002,CEN,clean,frontal,fb,0.24482272674497013
rtbpd002,CEN,clean,all,fb,0.3415532047491539
rtbpd002,CEN,clean,epoc,fb,0.32900033113621446
rtbpd002,CEN,clean,epoc_afproxy,fb,0.31570671161613123
rtbpd002,DMN,clean,best,fb,0.03188211274472091
rtbpd002,DMN,clean,frontal,fb,0.02354717275139715
rtbpd002,DMN,clean,all,fb,0.16598353731688723
rtbpd002,DMN,clean,epoc,fb,0.07645342970760867
rtbpd002,DMN,clean,epoc_afproxy,fb,-0.013057516812458375
rtbpd002,PDA,clean,best,fb,0.1224477055259347
rtbpd002,PDA,clean,frontal,fb,0.12330818711498821
rtbpd002,PDA,clean,all,fb,0.1756055070155245
rtbpd002,PDA,clean,epoc,fb,0.17015064496944068
rtbpd002,PDA,clean,epoc_afproxy,fb,0.1598785451324687
