target,efp_within,bp_within,efp_nf1,efp_nf1_p,efp_nf2,efp_nf2_p,bp_nf1,bp_nf1_p,bp_nf2,bp_nf2_p
DMN,0.1419403470229806,0.1771125079301052,0.0970154485786024,0.0003999600039996,0.0874318580467244,0.0085991400859914,0.1178240140696181,0.0001999800019998,0.225417310091849,0.0003999600039996
PDA,0.16889741856215085,0.144948399002904,0.0672083797720431,0.0317968203179682,0.1527197018892178,0.0040995900409959,0.0510826312421553,0.0303969603039696,0.0133088894794622,0.3112688731126887
GSR_CEN,0.1712187147869502,0.2073373879619393,0.0979363571752954,0.0095990400959904,0.1174861304366946,0.006999300069993,-0.0063694672847057,0.5948405159484051,0.014687561385937,0.3276672332766723
GSR_DMN,0.11688902417774555,0.1891029597301586,0.0448677147979333,0.0023997600239976,0.0281102940655927,0.1522847715228477,0.0534969744139715,0.0311968803119688,0.0688478256765871,0.0420957904209579
GSR_PDA,0.14056679743267836,,0.0641249684554645,0.0273972602739726,0.1362928849130775,0.0041995800419958,0.0466429918020151,0.0450954904509549,0.0345409237634585,0.1110888911108889
