cohort,subject,run,nvox,denoise,smooth_tr,window,r_halfhalf,reliability,ceiling
dmnelf,dmnelf004,1,2000,raw,1,fb,0.9913293515467878,0.995645798899877,0.9978205243929777
dmnelf,dmnelf004,1,2000,raw,1,full,0.9916916986867433,0.9958285203886048,0.9979120804903631
dmnelf,dmnelf004,1,2000,raw,3,fb,0.9956400973463626,0.9978152861032233,0.9989070457771451
dmnelf,dmnelf004,1,2000,raw,3,full,0.9950996308361703,0.9975437972680212,0.9987711435899724
dmnelf,dmnelf004,1,2000,raw,5,fb,0.9964040350824286,0.9981987789774113,0.9990989835734051
dmnelf,dmnelf004,1,2000,raw,5,full,0.9966482942193997,0.998321333912285,0.999160314420206
dmnelf,dmnelf004,1,2000,gsr,1,fb,0.9906195376495904,0.9952876668931496,0.9976410511266813
dmnelf,dmnelf004,1,2000,gsr,1,full,0.9913127412989478,0.9956374212242596,0.9978163263969274
dmnelf,dmnelf004,1,2000,gsr,3,fb,0.9951459990315381,0.9975670948538011,0.9987828066470713
dmnelf,dmnelf004,1,2000,gsr,3,full,0.9953737985537053,0.9976815364371088,0.9988400955293639
dmnelf,dmnelf004,1,2000,gsr,5,fb,0.9963158842111067,0.998154542666303,0.9990768452257829
dmnelf,dmnelf004,1,2000,gsr,5,full,0.9963179343285792,0.998155571510878,0.9990773601232679
dmnelf,dmnelf004,2,2000,raw,1,fb,0.9955642506680406,0.9977771954320818,0.998887979421157
dmnelf,dmnelf004,2,2000,raw,1,full,0.9948802106232664,0.9974335354326193,0.9987159433155252
dmnelf,dmnelf004,2,2000,raw,3,fb,0.9975011477360295,0.9987490108494793,0.9993743096805517
dmnelf,dmnelf004,2,2000,raw,3,full,0.9970796907089821,0.9985377101852249,0.9992685876105707
dmnelf,dmnelf004,2,2000,raw,5,fb,0.9981197286440233,0.999058979635193,0.9995293790755693
dmnelf,dmnelf004,2,2000,raw,5,full,0.9980400468068261,0.9990190621072355,0.9995094107146943
dmnelf,dmnelf004,2,2000,gsr,1,fb,0.9942242912771788,0.9971037817821775,0.9985508408599822
dmnelf,dmnelf004,2,2000,gsr,1,full,0.9945328345418081,0.997258924313749,0.998628521680484
dmnelf,dmnelf004,2,2000,gsr,3,fb,0.9969437844725313,0.9984695535491621,0.9992344837670296
dmnelf,dmnelf004,2,2000,gsr,3,full,0.9969925575060088,0.9984940141701143,0.9992467233722182
dmnelf,dmnelf004,2,2000,gsr,5,fb,0.9972763029741425,0.9986362943265278,0.9993179145429786
dmnelf,dmnelf004,2,2000,gsr,5,full,0.9974158872229748,0.9987062720420143,0.9993529266690594
dmnelf,dmnelf004,3,2000,raw,1,fb,0.9931725148089496,0.9965745638471717,0.9982858127045439
dmnelf,dmnelf004,3,2000,raw,1,full,0.993277541445712,0.9966274347578249,0.998312293201794
dmnelf,dmnelf004,3,2000,raw,3,fb,0.9969700080231046,0.9984827053161931,0.9992410646666765
dmnelf,dmnelf004,3,2000,raw,3,full,0.9970456746444215,0.9985206520846828,0.999260052281028
dmnelf,dmnelf004,3,2000,raw,5,fb,0.9977898920695745,0.998893723539598,0.99944670870417
dmnelf,dmnelf004,3,2000,raw,5,full,0.9979249120184981,0.9989613783936427,0.9994805542848959
dmnelf,dmnelf004,3,2000,gsr,1,fb,0.9929401542499783,0.9964575726295812,0.9982272149313408
dmnelf,dmnelf004,3,2000,gsr,1,full,0.9931862453276719,0.9965814761724848,0.9982892747958804
dmnelf,dmnelf004,3,2000,gsr,3,fb,0.9963410945320297,0.9981671942344963,0.9990831768348901
dmnelf,dmnelf004,3,2000,gsr,3,full,0.9965977018614689,0.9982959520912205,0.9991476127636099
dmnelf,dmnelf004,3,2000,gsr,5,fb,0.9973162534984893,0.9986563237059679,0.999327936017986
dmnelf,dmnelf004,3,2000,gsr,5,full,0.9973949531435725,0.9986957777918045,0.9993476761326884
dmnelf,dmnelf004,4,2000,raw,1,fb,0.9852750466952713,0.992582915234219,0.9962845553526457
dmnelf,dmnelf004,4,2000,raw,1,full,0.9876850130605195,0.9938043568983203,0.9968973652780512
dmnelf,dmnelf004,4,2000,raw,3,fb,0.9915184296090651,0.9957411539532678,0.9978683049146655
dmnelf,dmnelf004,4,2000,raw,3,full,0.9931797035002127,0.9965781828463283,0.998287625309624
dmnelf,dmnelf004,4,2000,raw,5,fb,0.9931675704071096,0.9965720746743361,0.99828456598023
dmnelf,dmnelf004,4,2000,raw,5,full,0.9948028552329647,0.99739465744527,0.9986964791393179
dmnelf,dmnelf004,4,2000,gsr,1,fb,0.9810869453716506,0.990453193045093,0.9952151491235918
dmnelf,dmnelf004,4,2000,gsr,1,full,0.9873201913071341,0.9936196448119787,0.9968047174908327
dmnelf,dmnelf004,4,2000,gsr,3,fb,0.9879030294951288,0.9939147079483331,0.9969527109890083
dmnelf,dmnelf004,4,2000,gsr,3,full,0.9924486428296845,0.9962100116369418,0.998103206906451
dmnelf,dmnelf004,4,2000,gsr,5,fb,0.9897783066259754,0.9948628983741624,0.9974281419601927
dmnelf,dmnelf004,4,2000,gsr,5,full,0.9936954285454652,0.9968377459444072,0.9984176210105705
