cohort,subject,run,nvox,denoise,smooth_tr,window,r_halfhalf,reliability,ceiling
rtbpd,rtbpd028,1,2000,raw,1,fb,0.9879185680948239,0.9939225720313309,0.996956655041397
rtbpd,rtbpd028,1,2000,raw,1,full,0.9900145802652695,0.9949822379022973,0.9974879637881839
rtbpd,rtbpd028,1,2000,raw,3,fb,0.9922611524979156,0.9961155456490323,0.9980558830291179
rtbpd,rtbpd028,1,2000,raw,3,full,0.9934588516840901,0.9967186940877241,0.9983579989601546
rtbpd,rtbpd028,1,2000,raw,5,fb,0.9931341175090069,0.9965552330720353,0.9982761306732899
rtbpd,rtbpd028,1,2000,raw,5,full,0.9943772906086042,0.9971807193062853,0.998589364707178
rtbpd,rtbpd028,1,2000,gsr,1,fb,0.9876893779690655,0.9938065664749324,0.996898473504164
rtbpd,rtbpd028,1,2000,gsr,1,full,0.989666962196015,0.9948066495547675,0.9973999446334292
rtbpd,rtbpd028,1,2000,gsr,3,fb,0.9928302370579931,0.9964022209174267,0.9981994895397546
rtbpd,rtbpd028,1,2000,gsr,3,full,0.9924261059914196,0.9961986575131669,0.9980975190396812
rtbpd,rtbpd028,1,2000,gsr,5,fb,0.9939686769613125,0.9969752167582298,0.9984864629819624
rtbpd,rtbpd028,1,2000,gsr,5,full,0.9938061613479264,0.9968934599701076,0.9984455217837914
rtbpd,rtbpd028,2,2000,raw,1,fb,0.9903000629700213,0.995126394652521,0.9975602210656362
rtbpd,rtbpd028,2,2000,raw,1,full,0.9889091614454307,0.9944236575658845,0.9972079309581751
rtbpd,rtbpd028,2,2000,raw,3,fb,0.9951224420847457,0.9975552588591217,0.9987768814200305
rtbpd,rtbpd028,2,2000,raw,3,full,0.9938965018696361,0.9969389092539955,0.9984682815462871
rtbpd,rtbpd028,2,2000,raw,5,fb,0.9956470649457875,0.9978187851295587,0.9989087972030073
rtbpd,rtbpd028,2,2000,raw,5,full,0.9950672366920337,0.9975275202673645,0.9987629950430504
rtbpd,rtbpd028,2,2000,gsr,1,fb,0.9896008018226986,0.9947732237704294,0.9973831880327788
rtbpd,rtbpd028,2,2000,gsr,1,full,0.9888931912602783,0.994415583104951,0.9972038824157029
rtbpd,rtbpd028,2,2000,gsr,3,fb,0.9943767178003334,0.9971804312848835,0.9985892204930331
rtbpd,rtbpd028,2,2000,gsr,3,full,0.993155650365567,0.9965660736866296,0.998281560325858
rtbpd,rtbpd028,2,2000,gsr,5,fb,0.9958469120433625,0.997919135014025,0.9989590256932588
rtbpd,rtbpd028,2,2000,gsr,5,full,0.9951929388534233,0.9975906785489431,0.998794612795315
rtbpd,rtbpd028,3,2000,raw,1,fb,0.9830712752928202,0.9914633806065896,0.9957225419797372
rtbpd,rtbpd028,3,2000,raw,1,full,0.9845821345103858,0.992231177928336,0.9961080151912924
rtbpd,rtbpd028,3,2000,raw,3,fb,0.9872281136600336,0.9935730144656401,0.996781327305864
rtbpd,rtbpd028,3,2000,raw,3,full,0.9879916084358211,0.9939595360899801,0.996975193317256
rtbpd,rtbpd028,3,2000,raw,5,fb,0.9889132921774224,0.9944257460261428,0.9972089781114802
rtbpd,rtbpd028,3,2000,raw,5,full,0.9906879522053653,0.9953221961361054,0.9976583564207265
rtbpd,rtbpd028,3,2000,gsr,1,fb,0.9816650275007973,0.9907476933564671,0.9953630962399937
rtbpd,rtbpd028,3,2000,gsr,1,full,0.9837937614102051,0.9918306837610608,0.9959069654144712
rtbpd,rtbpd028,3,2000,gsr,3,fb,0.9872669047109843,0.9935926597183142,0.9967911816013996
rtbpd,rtbpd028,3,2000,gsr,3,full,0.9878067439531267,0.9938659751085135,0.9969282697910183
rtbpd,rtbpd028,3,2000,gsr,5,fb,0.9862599105329163,0.9930824312597655,0.996535213256293
rtbpd,rtbpd028,3,2000,gsr,5,full,0.9888492576328869,0.9943933697718325,0.9971927445443195
rtbpd,rtbpd028,4,2000,raw,1,fb,0.990723372734058,0.995340072160201,0.997667315371312
rtbpd,rtbpd028,4,2000,raw,1,full,0.9928345551641545,0.9964043955293342,0.998200578806351
rtbpd,rtbpd028,4,2000,raw,3,fb,0.9941249073098932,0.9970537990531233,0.9985258129127775
rtbpd,rtbpd028,4,2000,raw,3,full,0.9955478846246821,0.9977689759240455,0.9988838650834467
rtbpd,rtbpd028,4,2000,raw,5,fb,0.9949788892848574,0.9974831258906491,0.9987407701153734
rtbpd,rtbpd028,4,2000,raw,5,full,0.9965474835755371,0.9982707566672645,0.9991350042247867
rtbpd,rtbpd028,4,2000,gsr,1,fb,0.990865825388191,0.9954119587089563,0.9977033420355753
rtbpd,rtbpd028,4,2000,gsr,1,full,0.9924812919806034,0.9962264599172609,0.9981114466417369
rtbpd,rtbpd028,4,2000,gsr,3,fb,0.9940419422850871,0.9970120700128879,0.9985049173704094
rtbpd,rtbpd028,4,2000,gsr,3,full,0.9954114290662619,0.9977004386830213,0.9988495575826328
rtbpd,rtbpd028,4,2000,gsr,5,fb,0.9953359686554485,0.9976625333187902,0.998830582891208
rtbpd,rtbpd028,4,2000,gsr,5,full,0.9962137979847435,0.9981033083635236,0.999051204074908
rtbpd,rtbpd028,5,2000,raw,1,fb,0.9867979396717474,0.9933551066947283,0.9966720156073051
rtbpd,rtbpd028,5,2000,raw,1,full,0.9880389706359373,0.993983503572751,0.9969872133446602
rtbpd,rtbpd028,5,2000,raw,3,fb,0.990971874896249,0.9954654682883346,0.997730158052935
rtbpd,rtbpd028,5,2000,raw,3,full,0.9909679500232322,0.9954634880101096,0.9977291656607566
rtbpd,rtbpd028,5,2000,raw,5,fb,0.9935868589822552,0.9967831143203769,0.9983902615312196
rtbpd,rtbpd028,5,2000,raw,5,full,0.9934055765384124,0.9966918806994416,0.9983445701256864
rtbpd,rtbpd028,5,2000,gsr,1,fb,0.9860542143443854,0.9929781445265238,0.9964828872221158
rtbpd,rtbpd028,5,2000,gsr,1,full,0.9877252612882321,0.9938247307357695,0.9969075838490594
rtbpd,rtbpd028,5,2000,gsr,3,fb,0.9910265899375373,0.9954930737199527,0.9977439920740955
rtbpd,rtbpd028,5,2000,gsr,3,full,0.9914634683945013,0.9957134380113029,0.9978544172429678
rtbpd,rtbpd028,5,2000,gsr,5,fb,0.9928024980003449,0.9963882512156236,0.9981924920653449
rtbpd,rtbpd028,5,2000,gsr,5,full,0.9924649991808776,0.9962182518527452,0.9981073348356604
