subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf006,PDA,ridge,-0.056733648267774404,0.8241175882411759,155,500,5,contiguous,10000,1.0,-0.2571320930858884,0.1455892830844443,0.16086128368227195,-0.260546229877338,-0.07244048514236184
