subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf004,GSR_CEN,ridge,0.06122416182971668,0.46635336466353366,155,500,5,contiguous,10000,1.0,0.4368978128252876,0.22424323058532483,0.0827891367248396,0.08601646514224026,-0.5238258361291088
