epoch	train_total	val_total	val_pda	lr
5	5.287402	7.048699	0.406701	1.00e-04
10	5.041727	7.012722	0.403424	1.00e-04
15	4.894631	7.105866	0.411533	1.00e-04
20	4.701837	7.368946	0.440657	1.00e-04
25	4.500547	7.306488	0.437405	1.00e-04
30	4.387464	7.279997	0.433261	1.00e-04
35	4.233979	7.439964	0.452171	1.00e-04
40	4.173449	7.472453	0.455713	1.00e-04
45	4.076498	7.416708	0.448394	1.00e-04
50	4.026387	7.439955	0.451898	1.00e-04
55	3.961942	7.568919	0.464926	1.00e-04
60	3.877311	7.559225	0.464265	1.00e-04
65	3.855809	7.491124	0.459057	1.00e-04
70	3.797333	7.526461	0.463544	1.00e-04
75	3.763660	7.442831	0.455356	1.00e-04
80	3.744389	7.526109	0.462151	1.00e-04
85	3.683748	7.461408	0.458465	1.00e-04
90	3.657996	7.336635	0.446151	1.00e-04
95	3.641413	7.209617	0.432026	1.00e-04
100	3.575383	7.289996	0.441266	1.00e-04
105	3.589132	7.394355	0.450635	1.00e-04
110	3.538577	7.313187	0.445246	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.292300	7.038329	0.401865	1.00e-04
10	5.034176	7.174571	0.417545	1.00e-04
15	4.861138	7.171252	0.418891	1.00e-04
20	4.667748	7.205870	0.423986	1.00e-04
25	4.521741	7.297852	0.432317	1.00e-04
30	4.417910	7.359060	0.438382	1.00e-04
35	4.301165	7.477436	0.449167	1.00e-04
40	4.222446	7.379127	0.441748	1.00e-04
45	4.157601	7.372494	0.441147	1.00e-04
50	4.083960	7.320656	0.437258	1.00e-04
55	4.020818	7.352406	0.440864	1.00e-04
60	3.945378	7.324333	0.438488	1.00e-04
65	3.912076	7.278383	0.434866	1.00e-04
70	3.850334	7.164243	0.424339	1.00e-04
75	3.797643	7.155986	0.425076	1.00e-04
80	3.765761	7.161353	0.426174	1.00e-04
85	3.733466	7.107080	0.420873	1.00e-04
90	3.690664	7.106281	0.420032	1.00e-04
95	3.651630	7.215257	0.432153	1.00e-04
100	3.628812	7.213023	0.432252	1.00e-04
105	3.617083	7.137052	0.424458	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.304829	6.981744	0.399903	1.00e-04
10	5.047365	7.009195	0.402888	1.00e-04
15	4.870474	7.156044	0.418505	1.00e-04
20	4.673941	7.367715	0.436773	1.00e-04
25	4.516232	7.636392	0.467163	1.00e-04
30	4.366000	7.613820	0.462869	1.00e-04
35	4.284480	7.524562	0.458130	1.00e-04
40	4.210203	7.646644	0.469431	1.00e-04
45	4.134075	7.473586	0.451844	1.00e-04
50	4.041334	7.312672	0.437240	1.00e-04
55	3.987971	7.348977	0.441930	1.00e-04
60	3.941334	7.318442	0.440526	1.00e-04
65	3.888038	7.398134	0.447789	1.00e-04
70	3.836433	7.485405	0.453873	1.00e-04
75	3.792914	7.288553	0.436720	1.00e-04
80	3.778823	7.211784	0.429233	1.00e-04
85	3.726350	7.236926	0.431595	1.00e-04
90	3.702064	7.295849	0.438033	1.00e-04
95	3.675750	7.188475	0.427973	1.00e-04
100	3.651073	7.330322	0.442980	1.00e-04
105	3.605975	7.260404	0.433852	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.307170	7.046357	0.403480	1.00e-04
10	5.051611	7.001061	0.402017	1.00e-04
15	4.917709	7.022874	0.404789	1.00e-04
20	4.772978	7.116728	0.415986	1.00e-04
25	4.582331	7.164163	0.420448	1.00e-04
30	4.469181	7.368045	0.442533	1.00e-04
35	4.362206	7.230009	0.426827	1.00e-04
40	4.273112	7.358036	0.439590	1.00e-04
45	4.191599	7.281653	0.434410	1.00e-04
50	4.115062	7.438098	0.450822	1.00e-04
55	4.047138	7.259460	0.432373	1.00e-04
60	3.984387	7.373229	0.444211	1.00e-04
65	3.947585	7.436221	0.452065	1.00e-04
70	3.900379	7.436295	0.450611	1.00e-04
75	3.858813	7.392871	0.446561	1.00e-04
80	3.808496	7.193376	0.429803	1.00e-04
85	3.766731	7.457886	0.455270	1.00e-04
90	3.756027	7.133903	0.423717	1.00e-04
95	3.701833	7.208707	0.432592	1.00e-04
100	3.654211	7.076818	0.422028	1.00e-04
105	3.666897	7.067021	0.418988	1.00e-04
110	3.624992	7.180150	0.431655	1.00e-04
