subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf013,DMN,tr,EFP,C3,0.16734075658369318,1.109548812749987
dmnelf013,DMN,tr,HRF,F7,-0.11454283426727409,1.0313801049651485
dmnelf013,DMN,tr,TA,O1,-0.04368481448563914,1.0009671395108228
dmnelf013,CEN,tr,EFP,C3,0.2846540594194018,0.9494219217861819
dmnelf013,CEN,tr,HRF,Fp2,0.011077790138385328,1.0478547539814596
dmnelf013,CEN,tr,TA,O2,-0.0566251092657946,1.0124140093324185
dmnelf013,PDA,tr,EFP,Fp1,0.08758001620553407,1.0773446242629496
dmnelf013,PDA,tr,HRF,CP2,0.06479550544187239,1.0167138617668348
dmnelf013,PDA,tr,TA,POz,0.003660743223629412,1.0186758061628909
dmnelf013,GSR_DMN,tr,EFP,Cz,-0.19946691150823256,1.3008797312312146
dmnelf013,GSR_DMN,tr,HRF,CP2,-0.05905512578471223,1.1575201510284747
dmnelf013,GSR_DMN,tr,TA,P3,-0.11923522517262149,1.0208197312659986
dmnelf013,GSR_CEN,tr,EFP,Cz,-0.3158208473755783,1.2428473611560351
dmnelf013,GSR_CEN,tr,HRF,O1,0.01596418371718114,1.7537078677296936
dmnelf013,GSR_CEN,tr,TA,Oz,-0.1484102470677431,1.027848912514248
dmnelf013,GSR_PDA,tr,EFP,C4,0.09643392016431762,1.0461905010850179
dmnelf013,GSR_PDA,tr,HRF,T8,0.02093183713456072,1.030463258521001
dmnelf013,GSR_PDA,tr,TA,POz,0.015913879847219772,1.0119904915074105
dmnelf013,VIS,tr,EFP,CP2,-0.20507146018032077,1.126657044828458
dmnelf013,VIS,tr,HRF,T8,0.0872891106860691,1.3003649625414757
dmnelf013,VIS,tr,TA,Oz,-0.0333238809355139,1.0115843163437626
dmnelf013,DMN,hz4,EFP,C3,0.11004326001573096,1.2177109667635757
dmnelf013,DMN,hz4,HRF,CP5,-0.024084957601090314,1.4785896914601517
dmnelf013,DMN,hz4,TA,O2,0.04299819406150471,1.023971925632128
dmnelf013,CEN,hz4,EFP,FC1,0.18208195086702117,1.0653076085855253
dmnelf013,CEN,hz4,HRF,TP10,-0.12751425587109236,1.4010796239951757
dmnelf013,CEN,hz4,TA,O2,0.0197760991058887,1.0021520575900986
dmnelf013,PDA,hz4,EFP,POz,0.2624658612667254,1.0461177757733655
dmnelf013,PDA,hz4,HRF,POz,0.2191078456014437,1.0381258161147415
dmnelf013,PDA,hz4,TA,Pz,0.07321058804707989,1.02296060982995
dmnelf013,GSR_DMN,hz4,EFP,O1,-0.0077579930488975895,1.3228745129194825
dmnelf013,GSR_DMN,hz4,HRF,TP9,0.05655933767250218,1.2530976068063737
dmnelf013,GSR_DMN,hz4,TA,O2,-0.06325406044247332,1.0699360783715102
dmnelf013,GSR_CEN,hz4,EFP,O1,-0.18458178226322375,1.4444758843152778
dmnelf013,GSR_CEN,hz4,HRF,T7,-0.23240335295430542,1.3938374895830352
dmnelf013,GSR_CEN,hz4,TA,O2,-0.19961279583468874,1.057493172420073
dmnelf013,GSR_PDA,hz4,EFP,POz,0.19948916075358988,1.1938189315696284
dmnelf013,GSR_PDA,hz4,HRF,POz,0.0972700901341197,1.2568295332162112
dmnelf013,GSR_PDA,hz4,TA,Pz,0.07991715788786406,1.0211047369139854
dmnelf013,VIS,hz4,EFP,FC6,0.008996616575493388,1.1539331916702713
dmnelf013,VIS,hz4,HRF,FC2,-0.17002858161439663,1.3738600922770685
dmnelf013,VIS,hz4,TA,P3,-0.07159389194792366,1.0522369060702654
