subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf011,DMN,tr,EFP,Fz,0.09975336125530958,1.116718032526562
dmnelf011,DMN,tr,HRF,POz,0.4226172117681277,0.830820875551433
dmnelf011,DMN,tr,TA,P3,0.06518487125698681,1.0117722455817348
dmnelf011,CEN,tr,EFP,Fz,0.29212697486204275,0.9338282822612285
dmnelf011,CEN,tr,HRF,POz,0.27188485995782186,1.021537592822514
dmnelf011,CEN,tr,TA,P3,0.19923435809722753,0.963710555150533
dmnelf011,PDA,tr,EFP,Pz,-0.018983925220939824,1.0818762375238857
dmnelf011,PDA,tr,HRF,Fp2,0.079705156943278,1.1460632128149615
dmnelf011,PDA,tr,TA,P3,0.01295992708769612,1.014539205192982
dmnelf011,GSR_DMN,tr,EFP,O2,0.034758906832281715,1.0449161496684156
dmnelf011,GSR_DMN,tr,HRF,P3,-0.09020578256777581,1.2091928247318622
dmnelf011,GSR_DMN,tr,TA,P4,-0.06817098585680334,1.019083928398345
dmnelf011,GSR_CEN,tr,EFP,CP6,-0.07831560590151991,1.083759221467512
dmnelf011,GSR_CEN,tr,HRF,T8,0.10915765220966453,1.133264087710576
dmnelf011,GSR_CEN,tr,TA,O1,0.012923599480051595,1.0016311916744098
dmnelf011,GSR_PDA,tr,EFP,F7,-0.02798916134440372,1.0776444909787488
dmnelf011,GSR_PDA,tr,HRF,Fp2,0.08701293549656813,1.119818291287898
dmnelf011,GSR_PDA,tr,TA,O2,-0.060603502166373543,1.0071748332245272
dmnelf011,VIS,tr,EFP,T7,-0.08168887687404315,1.0429284687145643
dmnelf011,VIS,tr,HRF,TP10,-0.006310087278393228,1.1034611488133206
dmnelf011,VIS,tr,TA,P4,0.045231996581318705,1.006451254741006
dmnelf011,DMN,hz4,EFP,Fz,0.21551010287855824,1.004379225568228
dmnelf011,DMN,hz4,HRF,CP1,0.09410348743170294,1.017567741522168
dmnelf011,DMN,hz4,TA,Oz,-0.1037956717959354,1.0091589909909362
dmnelf011,CEN,hz4,EFP,Fz,0.23109650249317243,1.008415211266487
dmnelf011,CEN,hz4,HRF,Pz,0.06508041667129096,1.0395711373728393
dmnelf011,CEN,hz4,TA,Pz,-0.003597387442549695,1.0057168657983016
dmnelf011,PDA,hz4,EFP,Pz,-0.020386074444455293,1.1123891781413395
dmnelf011,PDA,hz4,HRF,Cz,0.10547211978059193,1.0066705336315676
dmnelf011,PDA,hz4,TA,Pz,-0.03877549179935154,1.0096569933126878
dmnelf011,GSR_DMN,hz4,EFP,O2,0.0008423078211827551,1.1155218720459066
dmnelf011,GSR_DMN,hz4,HRF,CP2,0.08879621476633749,1.019141041597633
dmnelf011,GSR_DMN,hz4,TA,O2,0.0050417310460067685,1.0083743233656624
dmnelf011,GSR_CEN,hz4,EFP,Fz,-0.09289131519890853,1.1537990956982296
dmnelf011,GSR_CEN,hz4,HRF,CP2,0.02466601448701926,1.0480461772067966
dmnelf011,GSR_CEN,hz4,TA,O2,0.03523118507682148,1.000647075694159
dmnelf011,GSR_PDA,hz4,EFP,TP9,0.0035999468619728895,1.0666345912108566
dmnelf011,GSR_PDA,hz4,HRF,Cz,0.012755678963702296,1.03713814717242
dmnelf011,GSR_PDA,hz4,TA,O2,-0.10523039620522756,1.0158140953537935
dmnelf011,VIS,hz4,EFP,T7,-0.013060507310405445,1.0315413413573025
dmnelf011,VIS,hz4,HRF,FC5,-0.047973486101461696,1.0816179468806688
dmnelf011,VIS,hz4,TA,POz,-0.028479331240831678,1.0055668271632652
