subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf015,DMN,tr,EFP,P7,0.047920838544698675,1.0545293732508283
dmnelf015,DMN,tr,HRF,O2,0.042393134339190015,1.1724461043572483
dmnelf015,DMN,tr,TA,POz,0.199006482847235,0.9617353869663464
dmnelf015,CEN,tr,EFP,O2,0.3940210194996004,0.8649646256191951
dmnelf015,CEN,tr,HRF,Pz,0.2443349254351043,1.0665292684319045
dmnelf015,CEN,tr,TA,P4,0.07899090070645584,1.0132445452154757
dmnelf015,PDA,tr,EFP,CP6,0.3734918811520177,0.9150816765311864
dmnelf015,PDA,tr,HRF,P8,0.39608552351379034,0.877114756049592
dmnelf015,PDA,tr,TA,P4,0.28442282710986677,0.925556021662044
dmnelf015,GSR_DMN,tr,EFP,P7,0.2237983984529026,1.0348830648049683
dmnelf015,GSR_DMN,tr,HRF,TP10,0.24697185344646547,1.0321495438032235
dmnelf015,GSR_DMN,tr,TA,POz,0.14167683641073425,1.0017947154837208
dmnelf015,GSR_CEN,tr,EFP,O2,0.4926089646552988,0.7645760443761115
dmnelf015,GSR_CEN,tr,HRF,P4,0.2705751337776407,1.1180257058333731
dmnelf015,GSR_CEN,tr,TA,P4,0.365333930682659,0.8679529535804796
dmnelf015,GSR_PDA,tr,EFP,P7,0.3901455696881024,0.875063558209984
dmnelf015,GSR_PDA,tr,HRF,T7,0.291965577858735,0.984020106698895
dmnelf015,GSR_PDA,tr,TA,Pz,0.26141022501915934,0.9398016537568125
dmnelf015,VIS,tr,EFP,T8,-0.2583886603176414,1.1197952111673006
dmnelf015,VIS,tr,HRF,T8,-0.05802026538994057,1.087193480882123
dmnelf015,VIS,tr,TA,Pz,-0.07342500383389906,1.0353030697752004
dmnelf015,DMN,hz4,EFP,TP10,0.13164819521419785,1.0384759686260345
dmnelf015,DMN,hz4,HRF,TP10,-0.08042838026745475,1.1669725922311416
dmnelf015,DMN,hz4,TA,P4,-0.10650928476857459,1.0186357393862226
dmnelf015,CEN,hz4,EFP,O2,0.3872620555059965,0.8672278652729916
dmnelf015,CEN,hz4,HRF,Cz,0.19790495675875844,0.9754126429640649
dmnelf015,CEN,hz4,TA,P4,0.009350784689921052,1.016377686003356
dmnelf015,PDA,hz4,EFP,P7,0.4196314521388859,0.840009044120724
dmnelf015,PDA,hz4,HRF,CP2,0.2920934036386236,0.942114377019235
dmnelf015,PDA,hz4,TA,P4,0.05591489431454812,1.0054376345930165
dmnelf015,GSR_DMN,hz4,EFP,P7,0.4115582956151387,0.8351889607290658
dmnelf015,GSR_DMN,hz4,HRF,O2,0.22230548406686843,0.975423376359407
dmnelf015,GSR_DMN,hz4,TA,P4,-0.05054881836037814,1.0157786750056879
dmnelf015,GSR_CEN,hz4,EFP,O2,0.46327036127491017,0.8035009869888006
dmnelf015,GSR_CEN,hz4,HRF,F3,0.09552434930773111,1.0521349789137984
dmnelf015,GSR_CEN,hz4,TA,P4,0.032446488587307296,1.0182554900501248
dmnelf015,GSR_PDA,hz4,EFP,P7,0.4634314993508529,0.7983323203284644
dmnelf015,GSR_PDA,hz4,HRF,CP2,0.2450162344681872,0.9719454953380443
dmnelf015,GSR_PDA,hz4,TA,P4,0.015146480406412128,1.0140657923078336
dmnelf015,VIS,hz4,EFP,T8,-0.12538498859735847,1.1573624486516003
dmnelf015,VIS,hz4,HRF,T8,-0.044163351670763566,1.0624231615061266
dmnelf015,VIS,hz4,TA,Pz,-0.07142475037334979,1.0204868073653603
