subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf012,DMN,tr,EFP,F8,-0.005472999923607883,1.1320296013094584
dmnelf012,DMN,tr,HRF,CP6,0.3904899527473833,0.8690077558676138
dmnelf012,DMN,tr,TA,P4,0.20974031393668532,0.9718352599234147
dmnelf012,CEN,tr,EFP,POz,0.25592617790871247,1.0153898214383699
dmnelf012,CEN,tr,HRF,POz,0.5200638650079003,0.7328637920534201
dmnelf012,CEN,tr,TA,Pz,0.28397073186669863,0.9202269482632239
dmnelf012,PDA,tr,EFP,POz,0.28841104946895274,0.945827704214694
dmnelf012,PDA,tr,HRF,Fp1,0.3477600524273646,0.8922465676128264
dmnelf012,PDA,tr,TA,P4,0.38054741396129654,0.8557054553100293
dmnelf012,GSR_DMN,tr,EFP,P7,0.07615483172558132,1.039456210040326
dmnelf012,GSR_DMN,tr,HRF,CP6,0.262846433582964,0.9491268325825638
dmnelf012,GSR_DMN,tr,TA,P3,-0.13239048470244819,1.0483791182794042
dmnelf012,GSR_CEN,tr,EFP,POz,0.42880113064526504,0.851952762966388
dmnelf012,GSR_CEN,tr,HRF,Fp1,0.4276995929363193,0.8259173924632649
dmnelf012,GSR_CEN,tr,TA,P4,0.38496621469165726,0.8562609353426335
dmnelf012,GSR_PDA,tr,EFP,POz,0.2909496412812636,0.9409609600731513
dmnelf012,GSR_PDA,tr,HRF,Fp1,0.3255108601314933,0.9089096004775186
dmnelf012,GSR_PDA,tr,TA,P4,0.3514660729246965,0.8769680973236111
dmnelf012,VIS,tr,EFP,Fp1,0.1695457998953263,1.000908168695721
dmnelf012,VIS,tr,HRF,P3,0.18966401578162143,0.9927492416516164
dmnelf012,VIS,tr,TA,Pz,0.008019510989620697,1.0158051583237557
dmnelf012,DMN,hz4,EFP,P7,-0.025793913636265393,1.20789109637195
dmnelf012,DMN,hz4,HRF,O2,0.07192984475372508,1.0594268250469459
dmnelf012,DMN,hz4,TA,O2,0.14562808681523437,0.9793837828735505
dmnelf012,CEN,hz4,EFP,POz,0.39362903709708624,0.8928823721934938
dmnelf012,CEN,hz4,HRF,Cz,0.20736547317494983,0.9655231732765455
dmnelf012,CEN,hz4,TA,POz,0.0018565436410382915,1.013510036580211
dmnelf012,PDA,hz4,EFP,POz,0.26972777845694196,0.9770101378980466
dmnelf012,PDA,hz4,HRF,Cz,0.09740355900679212,1.017937358125326
dmnelf012,PDA,hz4,TA,P4,0.13854041317494833,0.98281319933638
dmnelf012,GSR_DMN,hz4,EFP,FC2,0.07713874523788125,1.0676404852346237
dmnelf012,GSR_DMN,hz4,HRF,O1,0.038203085290230226,1.0398289323880938
dmnelf012,GSR_DMN,hz4,TA,O2,0.05073012167316578,1.0027228908663774
dmnelf012,GSR_CEN,hz4,EFP,POz,0.4252381208980372,0.8618250896210391
dmnelf012,GSR_CEN,hz4,HRF,Cz,0.013067871845230254,1.0707355764181699
dmnelf012,GSR_CEN,hz4,TA,P4,0.03144206820751385,1.0094221703314468
dmnelf012,GSR_PDA,hz4,EFP,Pz,0.2881464354440843,0.9536319956814139
dmnelf012,GSR_PDA,hz4,HRF,Cz,0.10501711168106023,1.0123193714533987
dmnelf012,GSR_PDA,hz4,TA,P4,0.13024688343885502,0.9851835766546995
dmnelf012,VIS,hz4,EFP,Fp1,0.17554529906268573,1.0145020921753116
dmnelf012,VIS,hz4,HRF,F8,-0.030843350253551463,1.1082420451950499
dmnelf012,VIS,hz4,TA,POz,-0.017707972041691042,1.0167127361329038
