subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf014,DMN,tr,EFP,P4,0.2230718221607155,1.0384372937931505
dmnelf014,DMN,tr,HRF,Fz,0.24884178588271746,1.052135125355973
dmnelf014,DMN,tr,TA,P3,0.02329107254275822,1.0371739734970231
dmnelf014,CEN,tr,EFP,P7,-0.10532522766080489,1.205137767557468
dmnelf014,CEN,tr,HRF,TP10,0.032714432798324936,1.1643781649801113
dmnelf014,CEN,tr,TA,O1,-0.1377054799905638,1.0246740638133194
dmnelf014,PDA,tr,EFP,Fp2,0.04581142770493403,1.0615718237698903
dmnelf014,PDA,tr,HRF,Fp1,-0.08106764740447335,1.3341227977747068
dmnelf014,PDA,tr,TA,P4,0.15024342633292959,0.9789030202672254
dmnelf014,GSR_DMN,tr,EFP,Oz,0.3598914159158471,0.8832013274431615
dmnelf014,GSR_DMN,tr,HRF,TP9,0.06041499477599897,1.1660838157687792
dmnelf014,GSR_DMN,tr,TA,P4,0.03353214214366921,1.02683652293954
dmnelf014,GSR_CEN,tr,EFP,Oz,0.15067312478270212,1.0397915251233658
dmnelf014,GSR_CEN,tr,HRF,F7,-0.07003151342706992,1.1948996459945684
dmnelf014,GSR_CEN,tr,TA,POz,-0.3811359782702876,1.1429641701244364
dmnelf014,GSR_PDA,tr,EFP,O1,-0.002310325877922293,1.0732501566144006
dmnelf014,GSR_PDA,tr,HRF,Fp1,0.09592229992672367,1.0985424282253424
dmnelf014,GSR_PDA,tr,TA,P4,0.11207424933255103,1.001924381230259
dmnelf014,VIS,tr,EFP,POz,-0.03302324114158516,1.0115198015714157
dmnelf014,VIS,tr,HRF,O1,-0.1477466883777295,1.2321043529729847
dmnelf014,VIS,tr,TA,Pz,-0.057356590679909156,1.018873396888045
dmnelf014,DMN,hz4,EFP,P4,0.22487416864514914,0.9645491356403207
dmnelf014,DMN,hz4,HRF,P4,0.1893430142512172,0.9771415189221417
dmnelf014,DMN,hz4,TA,P4,0.1530867527274536,0.978894104354928
dmnelf014,CEN,hz4,EFP,Cz,-0.11879493230105571,1.2249565029300216
dmnelf014,CEN,hz4,HRF,TP10,0.014562906119527042,1.0384456469523413
dmnelf014,CEN,hz4,TA,Oz,-0.020690062940860152,1.0179169051560906
dmnelf014,PDA,hz4,EFP,CP2,0.06465093918680322,1.0699805062633954
dmnelf014,PDA,hz4,HRF,FC5,0.0914267248361497,1.0310803852845059
dmnelf014,PDA,hz4,TA,P4,0.01771376820580775,1.0092846116952439
dmnelf014,GSR_DMN,hz4,EFP,POz,0.3833352925506562,0.8626272186695882
dmnelf014,GSR_DMN,hz4,HRF,P4,0.1695078846251459,0.9864624255530685
dmnelf014,GSR_DMN,hz4,TA,P4,0.13539320091457208,0.9888979684032251
dmnelf014,GSR_CEN,hz4,EFP,F3,0.1163564093930699,1.092752260975131
dmnelf014,GSR_CEN,hz4,HRF,P8,-0.07970288617195877,1.1129345679810436
dmnelf014,GSR_CEN,hz4,TA,Pz,-0.40775161627676676,1.130091256029768
dmnelf014,GSR_PDA,hz4,EFP,FC2,-0.03636022406197747,1.16164836473189
dmnelf014,GSR_PDA,hz4,HRF,FC5,0.06371392803282333,1.0486911466024005
dmnelf014,GSR_PDA,hz4,TA,P4,-0.0014692698204712884,1.0192169744972153
dmnelf014,VIS,hz4,EFP,POz,0.03351610997043196,1.0317362001206904
dmnelf014,VIS,hz4,HRF,FC2,-0.0527843742056978,1.0679934674954592
dmnelf014,VIS,hz4,TA,POz,-0.07239354683503353,1.0222024983319007
