subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf1001,RAW_DMN,ridge,0.3224760668512635,0.0008999100089991,155,500,5,contiguous,10000,1.0,0.27228487362575254,-0.031025711497406367,0.5605069563492975,0.46671955832814566,0.34389465745052833
