subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf005,PDA,ridge,0.4037803187735903,0.00039996000399960006,155,500,5,contiguous,10000,1.0,0.4236910694556336,0.23452700977014246,0.3948369526501698,0.4554232795587599,0.5104232824332456
