subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf013,DMN,tr,EFP,O2,0.1771551058699108,1.044038988172348
dmnelf013,DMN,tr,HRF,O2,-0.13662629908578114,1.085058263203801
dmnelf013,DMN,tr,TA,Oz,-0.06494941235742505,1.0050687782388203
dmnelf013,CEN,tr,EFP,POz,0.17956965381116718,0.9985565417590585
dmnelf013,CEN,tr,HRF,POz,0.02458084769287764,1.0767782204595726
dmnelf013,CEN,tr,TA,POz,0.12572248122035895,1.0142945580619285
dmnelf013,PDA,tr,EFP,POz,0.2350528978506882,1.023396180707049
dmnelf013,PDA,tr,HRF,POz,0.13213254769325336,1.0512257675958885
dmnelf013,PDA,tr,TA,Pz,0.1201844146495242,1.029917931597844
dmnelf013,GSR_DMN,tr,EFP,FC2,-0.032595584103109775,1.1902496439558203
dmnelf013,GSR_DMN,tr,HRF,FC2,-0.048967941339686086,1.34373506767643
dmnelf013,GSR_DMN,tr,TA,P3,-0.09530352365459209,1.0679505459699787
dmnelf013,GSR_CEN,tr,EFP,Fz,-0.19225930079305112,1.1848934742294017
dmnelf013,GSR_CEN,tr,HRF,Fz,-0.19952476492924243,1.1995362888284686
dmnelf013,GSR_CEN,tr,TA,Oz,-0.09921660279570495,1.143333381147589
dmnelf013,GSR_PDA,tr,EFP,POz,0.22393913410773156,0.9911596026892185
dmnelf013,GSR_PDA,tr,HRF,POz,0.12331536868230775,1.0403275277208852
dmnelf013,GSR_PDA,tr,TA,Pz,0.12472721157548243,1.0246221955013044
dmnelf013,DMN,hz4,EFP,POz,0.16710600679204435,1.1366099275211465
dmnelf013,DMN,hz4,HRF,POz,-0.04882793662851743,1.2383406246038453
dmnelf013,DMN,hz4,TA,O2,0.19343772163187353,1.003312381308867
dmnelf013,CEN,hz4,EFP,POz,0.06332913665383726,1.2046705446463246
dmnelf013,CEN,hz4,HRF,POz,-0.25188744030711385,1.2526448141871893
dmnelf013,CEN,hz4,TA,O2,0.08616265050867543,1.0126694959361668
dmnelf013,PDA,hz4,EFP,POz,0.21908010373570094,1.0425902778188285
dmnelf013,PDA,hz4,HRF,POz,0.26898984472025916,0.9655768392438715
dmnelf013,PDA,hz4,TA,Pz,0.1806396069095007,1.019013392673242
dmnelf013,GSR_DMN,hz4,EFP,FC2,0.11949062933638684,1.527092783689675
dmnelf013,GSR_DMN,hz4,HRF,FC2,-0.12558567557621697,1.3922804663604726
dmnelf013,GSR_DMN,hz4,TA,O2,0.19805366490215742,1.0548137589653257
dmnelf013,GSR_CEN,hz4,EFP,FC2,-0.17618144652717407,1.8813986292212228
dmnelf013,GSR_CEN,hz4,HRF,FC2,-0.11277395891593733,1.3896831755148993
dmnelf013,GSR_CEN,hz4,TA,O2,-0.12482854556460495,1.1613742996083398
dmnelf013,GSR_PDA,hz4,EFP,POz,0.2250577145423402,1.012836988671204
dmnelf013,GSR_PDA,hz4,HRF,POz,0.25844144029842087,0.9771130438912173
dmnelf013,GSR_PDA,hz4,TA,Pz,0.17440988981076472,1.0177096219924255
