subject,target,resolution,electrode,r
dmnelf011,PDA,tr,Oz,-0.0630072295881608
dmnelf011,PDA,tr,FC1,-0.1266210227076191
dmnelf011,PDA,tr,FC2,-0.04266575921838909
dmnelf011,PDA,tr,CP1,-0.11215932088005678
dmnelf011,PDA,tr,CP2,0.036764032780904975
dmnelf011,PDA,tr,FC5,-0.1569869871589818
dmnelf011,PDA,tr,FC6,-0.1263382151576748
dmnelf011,PDA,tr,CP5,-0.1550051592350424
dmnelf011,PDA,tr,CP6,-0.15032157276663133
dmnelf011,PDA,tr,TP9,-0.021682944531132713
dmnelf011,PDA,tr,TP10,-0.13878626925884227
dmnelf011,PDA,tr,POz,0.02153710323497873
dmnelf012,PDA,tr,Fp1,0.33215177759549214
dmnelf012,PDA,tr,Fp2,0.046598551669888896
dmnelf012,PDA,tr,F3,0.16916787321955448
dmnelf012,PDA,tr,F4,-0.06306697165781336
dmnelf012,PDA,tr,C3,0.11512328672127872
dmnelf012,PDA,tr,C4,0.16709156341148412
dmnelf012,PDA,tr,P3,0.22273168457237214
dmnelf012,PDA,tr,P4,0.29998608354881606
dmnelf012,PDA,tr,O1,0.2581955824548532
dmnelf012,PDA,tr,O2,0.2052444978554844
dmnelf012,PDA,tr,F7,0.2712779909657918
dmnelf012,PDA,tr,F8,0.11844481193898883
dmnelf012,PDA,tr,T7,0.0048930518282671275
dmnelf012,PDA,tr,T8,0.11423320657360729
dmnelf012,PDA,tr,P7,0.08641364807440802
dmnelf012,PDA,tr,P8,0.1801375738231426
dmnelf012,PDA,tr,Fz,0.1276106029661082
dmnelf012,PDA,tr,Cz,0.2307777498674819
dmnelf012,PDA,tr,Pz,0.41222226571322984
dmnelf012,PDA,tr,Oz,0.2709741533759317
dmnelf012,PDA,tr,FC1,0.11162950535369322
dmnelf012,PDA,tr,FC2,0.027801934940208876
dmnelf012,PDA,tr,CP1,0.18329198129969937
dmnelf012,PDA,tr,CP2,0.2045677406150329
dmnelf012,PDA,tr,FC5,0.13444219469359672
dmnelf012,PDA,tr,FC6,-0.0008886781922920334
dmnelf012,PDA,tr,CP5,0.12967275153706787
dmnelf012,PDA,tr,CP6,0.17483354844637394
dmnelf012,PDA,tr,TP9,-0.050535156403305824
dmnelf012,PDA,tr,TP10,0.15396362896078308
dmnelf012,PDA,tr,POz,0.42820473755350225
dmnelf013,PDA,tr,Fp1,0.11959519875555552
dmnelf013,PDA,tr,Fp2,0.1565701577416248
dmnelf013,PDA,tr,F3,0.1917975561342502
dmnelf013,PDA,tr,F4,0.20014071548674783
dmnelf013,PDA,tr,C3,0.1279398070335978
dmnelf013,PDA,tr,C4,0.11195291182531329
dmnelf013,PDA,tr,P3,0.1713450428350938
dmnelf013,PDA,tr,P4,0.15343039720473517
dmnelf013,PDA,tr,O1,0.22656319659716986
dmnelf013,PDA,tr,O2,0.14181619142537533
dmnelf013,PDA,tr,F7,0.21729334485296076
dmnelf013,PDA,tr,F8,0.1515725950941756
dmnelf013,PDA,tr,T7,0.24154228159604468
dmnelf013,PDA,tr,T8,0.23325460503431403
dmnelf013,PDA,tr,P7,0.25043010908010593
dmnelf013,PDA,tr,P8,0.22988299339110285
dmnelf013,PDA,tr,Fz,0.1705677251390043
dmnelf013,PDA,tr,Cz,0.21651031578256857
dmnelf013,PDA,tr,Pz,0.15436863155989397
dmnelf013,PDA,tr,Oz,0.15162397919456208
dmnelf013,PDA,tr,FC1,0.2808631949313413
dmnelf013,PDA,tr,FC2,0.04213944348223888
dmnelf013,PDA,tr,CP1,0.12739188455487938
dmnelf013,PDA,tr,CP2,0.02789128082536637
dmnelf013,PDA,tr,FC5,0.18634511749239838
dmnelf013,PDA,tr,FC6,0.187371098141631
dmnelf013,PDA,tr,CP5,0.27221175766734823
dmnelf013,PDA,tr,CP6,0.14244016438873522
dmnelf013,PDA,tr,TP9,0.2727522073018358
dmnelf013,PDA,tr,TP10,0.2446059492256532
dmnelf013,PDA,tr,POz,0.22205297116215109
dmnelf014,PDA,tr,Fp1,0.026067358191001824
dmnelf014,PDA,tr,Fp2,0.1802086128965758
dmnelf014,PDA,tr,F3,-0.0526193401231895
dmnelf014,PDA,tr,F4,0.08059553850493947
dmnelf014,PDA,tr,C3,-0.12338152635303118
dmnelf014,PDA,tr,C4,0.024677381824597402
dmnelf014,PDA,tr,P3,0.07469443962684624
dmnelf014,PDA,tr,P4,0.0076133137190259464
dmnelf014,PDA,tr,O1,0.17814711139161016
dmnelf014,PDA,tr,O2,0.143104538941508
dmnelf014,PDA,tr,F7,-0.06528148540706119
dmnelf014,PDA,tr,F8,0.1336273950003021
dmnelf014,PDA,tr,T7,-0.0933001293834009
dmnelf014,PDA,tr,T8,-0.04927015972130078
dmnelf014,PDA,tr,P7,-0.06959873529292726
dmnelf014,PDA,tr,P8,0.04397339738687156
dmnelf014,PDA,tr,Fz,0.02237683331847501
dmnelf014,PDA,tr,Cz,0.09420595539633592
dmnelf014,PDA,tr,Pz,-0.0407780033423763
dmnelf014,PDA,tr,Oz,-0.02026251332732082
dmnelf014,PDA,tr,FC1,-0.05362526811155127
dmnelf014,PDA,tr,FC2,0.10488035153789176
dmnelf014,PDA,tr,CP1,0.18198014036505938
dmnelf014,PDA,tr,CP2,0.16717955254483144
dmnelf014,PDA,tr,FC5,0.005910963198166516
dmnelf014,PDA,tr,FC6,-0.09085991071728126
dmnelf014,PDA,tr,CP5,0.11159894155302574
dmnelf014,PDA,tr,CP6,-0.16017151139765146
dmnelf014,PDA,tr,TP9,0.1419232947900181
dmnelf014,PDA,tr,TP10,-0.16915981592677962
dmnelf014,PDA,tr,POz,0.09989645626311419
dmnelf015,PDA,tr,Fp1,0.3670107298623118
dmnelf015,PDA,tr,Fp2,0.30459702485324214
dmnelf015,PDA,tr,F3,0.3185222005285223
dmnelf015,PDA,tr,F4,0.3599935532228032
dmnelf015,PDA,tr,C3,0.31384173767585066
dmnelf015,PDA,tr,C4,0.005775111305113736
dmnelf015,PDA,tr,P3,0.45340675294969435
dmnelf015,PDA,tr,P4,0.43129269061147096
dmnelf015,PDA,tr,O1,0.5588316827535128
dmnelf015,PDA,tr,O2,0.5262704335027832
dmnelf015,PDA,tr,F7,0.40541860179993017
dmnelf015,PDA,tr,F8,0.4173819239726744
dmnelf015,PDA,tr,T7,0.39794793171605886
dmnelf015,PDA,tr,T8,0.2983090204767228
dmnelf015,PDA,tr,P7,0.5044672134845882
dmnelf015,PDA,tr,P8,0.49299178721043496
dmnelf015,PDA,tr,Fz,0.3583628853478272
dmnelf015,PDA,tr,Cz,0.4734965613117604
dmnelf015,PDA,tr,Pz,0.4538352908637526
dmnelf015,PDA,tr,Oz,0.5526959251979735
dmnelf015,PDA,tr,FC1,0.49357122438766005
dmnelf015,PDA,tr,FC2,0.3791578757164654
dmnelf015,PDA,tr,CP1,0.34595210813806193
dmnelf015,PDA,tr,CP2,0.485588939450724
dmnelf015,PDA,tr,FC5,0.41539025279019826
dmnelf015,PDA,tr,FC6,0.36063823862340194
dmnelf015,PDA,tr,CP5,0.23440134036131516
dmnelf015,PDA,tr,CP6,0.5234430035719104
dmnelf015,PDA,tr,TP9,0.4188410517509786
dmnelf015,PDA,tr,TP10,0.38737109198958963
dmnelf015,PDA,tr,POz,0.4487248003664046
dmnelf1001,PDA,tr,Fp1,0.01008198434387891
dmnelf1001,PDA,tr,Fp2,-0.12711578068403281
dmnelf1001,PDA,tr,F3,0.13952002461251242
dmnelf1001,PDA,tr,F4,-0.021755981857964082
dmnelf1001,PDA,tr,C3,-0.02920983266524985
dmnelf1001,PDA,tr,C4,-0.0570615498633245
dmnelf1001,PDA,tr,P3,-0.0729869460710496
dmnelf1001,PDA,tr,P4,-0.0737063213134977
dmnelf1001,PDA,tr,O1,-0.03685802643357401
dmnelf1001,PDA,tr,O2,0.018531173949538085
dmnelf1001,PDA,tr,F7,0.053355204388607295
dmnelf1001,PDA,tr,F8,-0.02597853305596939
dmnelf1001,PDA,tr,T7,0.08563657705781993
dmnelf1001,PDA,tr,T8,-0.1692049742040574
dmnelf1001,PDA,tr,P7,-0.1077343153014928
dmnelf1001,PDA,tr,P8,-0.03668752845500728
dmnelf1001,PDA,tr,Fz,0.052909132871611066
dmnelf1001,PDA,tr,Cz,-0.06602240608854783
dmnelf1001,PDA,tr,Pz,0.2716899055558044
dmnelf1001,PDA,tr,Oz,-0.03847669298175192
dmnelf1001,PDA,tr,FC1,-0.026328276181485734
dmnelf1001,PDA,tr,FC2,0.033049641068279956
dmnelf1001,PDA,tr,CP1,-0.04284471203822733
dmnelf1001,PDA,tr,CP2,0.04020015149742767
dmnelf1001,PDA,tr,FC5,0.07649601914272657
dmnelf1001,PDA,tr,FC6,0.03925678624323631
dmnelf1001,PDA,tr,CP5,-0.01963404451269076
dmnelf1001,PDA,tr,CP6,-0.09041943822804756
dmnelf1001,PDA,tr,TP9,-0.04704455912936753
dmnelf1001,PDA,tr,TP10,-0.01910424765145387
dmnelf1001,PDA,tr,POz,-0.07839818112799068
dmnelf1002,PDA,tr,Fp1,0.025922403908751453
dmnelf1002,PDA,tr,Fp2,0.14060638903108605
dmnelf1002,PDA,tr,F3,-0.03803400617274829
dmnelf1002,PDA,tr,F4,-0.07493457992767236
dmnelf1002,PDA,tr,C3,0.14325640160935943
dmnelf1002,PDA,tr,C4,0.20740764571502715
dmnelf1002,PDA,tr,P3,0.12640585530261833
dmnelf1002,PDA,tr,P4,0.0975457172419998
dmnelf1002,PDA,tr,O1,-0.02233918520448194
dmnelf1002,PDA,tr,O2,-0.056952527291664695
dmnelf1002,PDA,tr,F7,0.1543697321528028
dmnelf1002,PDA,tr,F8,0.11222958487523742
dmnelf1002,PDA,tr,T7,0.0892004720201633
dmnelf1002,PDA,tr,T8,0.034149388116226295
dmnelf1002,PDA,tr,P7,0.041224267885623826
dmnelf1002,PDA,tr,P8,-0.020368532471301957
dmnelf1002,PDA,tr,Fz,0.09000082484480554
dmnelf1002,PDA,tr,Cz,0.03098823978176421
dmnelf1002,PDA,tr,Pz,0.01875698310336876
dmnelf1002,PDA,tr,Oz,-0.05333344882382717
dmnelf1002,PDA,tr,FC1,0.004768059039954555
dmnelf1002,PDA,tr,FC2,-0.08431214939437037
dmnelf1002,PDA,tr,CP1,0.14303591819866412
dmnelf1002,PDA,tr,CP2,0.06092537492797449
dmnelf1002,PDA,tr,FC5,0.1594297112087522
dmnelf1002,PDA,tr,FC6,0.0821341754263193
dmnelf1002,PDA,tr,CP5,0.13846456360957532
dmnelf1002,PDA,tr,CP6,0.15328466613822195
dmnelf1002,PDA,tr,TP9,-0.08356983574442108
dmnelf1002,PDA,tr,TP10,-0.03119731761420591
dmnelf1002,PDA,tr,POz,0.01111687949647901
dmnelf1003,PDA,tr,Fp1,0.006572638122261526
dmnelf1003,PDA,tr,Fp2,0.265039852674634
dmnelf1003,PDA,tr,F3,-0.058804027719659174
dmnelf1003,PDA,tr,F4,-0.032186043163788335
dmnelf1003,PDA,tr,C3,0.2750399066396578
dmnelf1003,PDA,tr,C4,-0.04849250945896057
dmnelf1003,PDA,tr,P3,0.22232390993047574
dmnelf1003,PDA,tr,P4,0.0005543465756215511
dmnelf1003,PDA,tr,O1,-0.045874378241157795
dmnelf1003,PDA,tr,O2,-0.009843526743518443
dmnelf1003,PDA,tr,F7,-0.19122739309904657
dmnelf1003,PDA,tr,F8,-0.059483623893611004
dmnelf1003,PDA,tr,T7,-0.12094900586248582
dmnelf1003,PDA,tr,T8,0.0713282456083782
dmnelf1003,PDA,tr,P7,0.12161355380619669
dmnelf1003,PDA,tr,P8,-0.04763204923303337
dmnelf1003,PDA,tr,Fz,-0.1012202594592628
dmnelf1003,PDA,tr,Cz,0.2506263599577011
dmnelf1003,PDA,tr,Pz,0.13087549817029026
dmnelf1003,PDA,tr,Oz,-0.0304676787864677
dmnelf1003,PDA,tr,FC1,0.18885020747077946
dmnelf1003,PDA,tr,FC2,-0.07729170630990012
dmnelf1003,PDA,tr,CP1,0.30049535400990846
dmnelf1003,PDA,tr,CP2,0.1354046996220746
dmnelf1003,PDA,tr,FC5,-0.04378976671438035
dmnelf1003,PDA,tr,FC6,-0.10129565965709691
dmnelf1003,PDA,tr,CP5,0.19871221338980613
dmnelf1003,PDA,tr,CP6,-0.06031760157835705
dmnelf1003,PDA,tr,TP9,-0.15660224518833082
dmnelf1003,PDA,tr,TP10,-0.18322630666531514
dmnelf1003,PDA,tr,POz,-0.09822590892168737
dmnelf001,GSR_DMN,tr,Fp1,-0.050217802866205224
dmnelf001,GSR_DMN,tr,Fp2,-0.047572420443760415
dmnelf001,GSR_DMN,tr,F3,0.0176649926860932
dmnelf001,GSR_DMN,tr,F4,-0.04862833130392537
dmnelf001,GSR_DMN,tr,C3,0.026892746488880664
dmnelf001,GSR_DMN,tr,C4,-0.053657494562819444
dmnelf001,GSR_DMN,tr,P3,0.19054248506223045
dmnelf001,GSR_DMN,tr,P4,0.03956195204940241
dmnelf001,GSR_DMN,tr,O1,0.2532384515993365
dmnelf001,GSR_DMN,tr,O2,0.24454715602485952
dmnelf001,GSR_DMN,tr,F7,0.02508731635126834
dmnelf001,GSR_DMN,tr,F8,0.012505193391229286
dmnelf001,GSR_DMN,tr,T7,-0.023127227366508574
dmnelf001,GSR_DMN,tr,T8,-0.02263090136512661
dmnelf001,GSR_DMN,tr,P7,0.11953099112132336
dmnelf001,GSR_DMN,tr,P8,-0.07205730658300691
dmnelf001,GSR_DMN,tr,Fz,0.008210832275871122
dmnelf001,GSR_DMN,tr,Cz,0.34745537791716946
dmnelf001,GSR_DMN,tr,Pz,0.372487005794265
dmnelf001,GSR_DMN,tr,Oz,0.12307078260762569
dmnelf001,GSR_DMN,tr,FC1,0.012753368017109374
dmnelf001,GSR_DMN,tr,FC2,0.1432558985056465
dmnelf001,GSR_DMN,tr,CP1,0.13166776522958226
dmnelf001,GSR_DMN,tr,CP2,0.0942031182994594
dmnelf001,GSR_DMN,tr,FC5,0.0221681594248776
dmnelf001,GSR_DMN,tr,FC6,-0.0642935474682008
dmnelf001,GSR_DMN,tr,CP5,-0.12370483742067523
dmnelf001,GSR_DMN,tr,CP6,-0.06283824197218082
dmnelf001,GSR_DMN,tr,TP9,0.02174297335855119
dmnelf001,GSR_DMN,tr,TP10,0.05591120130462761
dmnelf001,GSR_DMN,tr,POz,0.2626163713666396
dmnelf004,GSR_DMN,tr,Fp1,-0.24131308147402916
dmnelf004,GSR_DMN,tr,Fp2,-0.284668405047929
dmnelf004,GSR_DMN,tr,F3,-0.18631487354156512
dmnelf004,GSR_DMN,tr,F4,-0.1277597975291543
dmnelf004,GSR_DMN,tr,C3,-0.21263051486671994
dmnelf004,GSR_DMN,tr,C4,0.1484824172826103
dmnelf004,GSR_DMN,tr,P3,-0.2839829715800023
dmnelf004,GSR_DMN,tr,P4,-0.06383617692345218
dmnelf004,GSR_DMN,tr,O1,-0.07293397588870097
dmnelf004,GSR_DMN,tr,O2,-0.17123496380709333
dmnelf004,GSR_DMN,tr,F7,-0.1650784168029447
dmnelf004,GSR_DMN,tr,F8,-0.30413162900102003
dmnelf004,GSR_DMN,tr,T7,-0.21430970158765178
dmnelf004,GSR_DMN,tr,T8,-0.023036962985542392
dmnelf004,GSR_DMN,tr,P7,-0.1498535181540446
dmnelf004,GSR_DMN,tr,P8,0.006738761272641482
dmnelf004,GSR_DMN,tr,Fz,0.07711739897556699
dmnelf004,GSR_DMN,tr,Cz,0.44089184473520954
dmnelf004,GSR_DMN,tr,Pz,0.07142881548176284
dmnelf004,GSR_DMN,tr,Oz,0.049830928835362776
dmnelf004,GSR_DMN,tr,FC1,0.09551119179186543
dmnelf004,GSR_DMN,tr,FC2,0.12256221533126625
dmnelf004,GSR_DMN,tr,CP1,-0.048430805574526364
dmnelf004,GSR_DMN,tr,CP2,0.11354702966665994
dmnelf004,GSR_DMN,tr,FC5,0.045069441008630015
dmnelf004,GSR_DMN,tr,FC6,-0.0956492931437923
dmnelf004,GSR_DMN,tr,CP5,0.050450770666325376
dmnelf004,GSR_DMN,tr,CP6,-0.07896268526554168
dmnelf004,GSR_DMN,tr,TP9,-0.2859180438996979
dmnelf004,GSR_DMN,tr,TP10,0.11031731504233486
dmnelf004,GSR_DMN,tr,POz,-0.20685040119655868
dmnelf005,GSR_DMN,tr,Fp1,0.150113352230199
dmnelf005,GSR_DMN,tr,Fp2,0.10110679289695676
dmnelf005,GSR_DMN,tr,F3,0.1589369144984693
dmnelf005,GSR_DMN,tr,F4,0.14467336500036665
dmnelf005,GSR_DMN,tr,C3,0.19486662052875323
dmnelf005,GSR_DMN,tr,C4,0.1641080195889713
dmnelf005,GSR_DMN,tr,P3,0.17577612174417898
dmnelf005,GSR_DMN,tr,P4,0.32330400533341996
dmnelf005,GSR_DMN,tr,O1,0.23523597189924153
dmnelf005,GSR_DMN,tr,O2,0.16101162910249525
dmnelf005,GSR_DMN,tr,F7,0.20790586678727258
dmnelf005,GSR_DMN,tr,F8,0.18319747626621666
dmnelf005,GSR_DMN,tr,T7,0.12112860398116543
dmnelf005,GSR_DMN,tr,T8,0.09600465555062423
dmnelf005,GSR_DMN,tr,P7,0.24826971787450824
dmnelf005,GSR_DMN,tr,P8,0.2652011975599142
dmnelf005,GSR_DMN,tr,Fz,0.19419974560473877
dmnelf005,GSR_DMN,tr,Cz,0.11572088483562837
dmnelf005,GSR_DMN,tr,Pz,0.07008629410151289
dmnelf005,GSR_DMN,tr,Oz,0.17375458253692813
dmnelf005,GSR_DMN,tr,FC1,0.21071953713673935
dmnelf005,GSR_DMN,tr,FC2,0.20550665274070695
dmnelf005,GSR_DMN,tr,CP1,0.16627551959690937
dmnelf005,GSR_DMN,tr,CP2,0.09998495383545805
dmnelf005,GSR_DMN,tr,FC5,0.15510232262645152
dmnelf005,GSR_DMN,tr,FC6,0.14735174593108016
dmnelf005,GSR_DMN,tr,CP5,0.16735391547783302
dmnelf005,GSR_DMN,tr,CP6,0.2532100872786496
dmnelf005,GSR_DMN,tr,TP9,0.20591918254118258
dmnelf005,GSR_DMN,tr,TP10,0.20212300408705397
dmnelf005,GSR_DMN,tr,POz,0.2570872708978227
dmnelf006,GSR_DMN,tr,Fp1,-0.012875344729213742
dmnelf006,GSR_DMN,tr,Fp2,0.08787866116283596
dmnelf006,GSR_DMN,tr,F3,-0.0072625944089318994
dmnelf006,GSR_DMN,tr,F4,0.04082974198350103
dmnelf006,GSR_DMN,tr,C3,-0.05876881429801602
dmnelf006,GSR_DMN,tr,C4,-0.10408336334941812
dmnelf006,GSR_DMN,tr,P3,0.05658281100035109
dmnelf006,GSR_DMN,tr,P4,0.09519027507359878
dmnelf006,GSR_DMN,tr,O1,0.3556895655231517
dmnelf006,GSR_DMN,tr,O2,0.2733703444770039
dmnelf006,GSR_DMN,tr,F7,0.1450661981510692
dmnelf006,GSR_DMN,tr,F8,-0.04965571237092704
dmnelf006,GSR_DMN,tr,T7,0.11032403131570762
dmnelf006,GSR_DMN,tr,T8,0.051937039401776325
dmnelf006,GSR_DMN,tr,P7,0.24763593933218353
dmnelf006,GSR_DMN,tr,P8,0.008287854213973538
dmnelf006,GSR_DMN,tr,Fz,0.04226060975807245
dmnelf006,GSR_DMN,tr,Cz,0.044207496936381804
dmnelf006,GSR_DMN,tr,Pz,-0.06892527442232695
dmnelf006,GSR_DMN,tr,Oz,0.23605117966834335
dmnelf006,GSR_DMN,tr,FC1,0.01420034348375325
dmnelf006,GSR_DMN,tr,FC2,-0.0030367605061379383
dmnelf006,GSR_DMN,tr,CP1,-0.012687417846634144
dmnelf006,GSR_DMN,tr,CP2,0.01952747864068337
dmnelf006,GSR_DMN,tr,FC5,-0.0016306135377141331
dmnelf006,GSR_DMN,tr,FC6,0.020967393154261407
dmnelf006,GSR_DMN,tr,CP5,0.06893886264562042
dmnelf006,GSR_DMN,tr,CP6,-0.07955545438441128
dmnelf006,GSR_DMN,tr,TP9,0.20962073663853492
dmnelf006,GSR_DMN,tr,TP10,0.06684793478878508
dmnelf006,GSR_DMN,tr,POz,-0.0913237274923909
dmnelf007,GSR_DMN,tr,Fp1,0.1421440448820952
dmnelf007,GSR_DMN,tr,Fp2,-0.024228949341114164
dmnelf007,GSR_DMN,tr,F3,-0.15311135996566572
dmnelf007,GSR_DMN,tr,F4,-0.05783536886881368
dmnelf007,GSR_DMN,tr,C3,-0.060061750057231855
dmnelf007,GSR_DMN,tr,C4,-0.2580096086359689
dmnelf007,GSR_DMN,tr,P3,-0.025005290938618807
dmnelf007,GSR_DMN,tr,P4,0.07918680016469504
dmnelf007,GSR_DMN,tr,O1,0.03212382065234014
dmnelf007,GSR_DMN,tr,O2,-0.0014127669519777564
dmnelf007,GSR_DMN,tr,F7,-0.13567218980263884
dmnelf007,GSR_DMN,tr,F8,0.11725059515650553
dmnelf007,GSR_DMN,tr,T7,-0.1599294635969489
dmnelf007,GSR_DMN,tr,T8,-0.002331798418624572
dmnelf007,GSR_DMN,tr,P7,-0.08584028273724309
dmnelf007,GSR_DMN,tr,P8,-0.049059228679887795
dmnelf007,GSR_DMN,tr,Fz,0.12860396905192767
dmnelf007,GSR_DMN,tr,Cz,0.03297409165758131
dmnelf007,GSR_DMN,tr,Pz,-0.0737260843317861
dmnelf007,GSR_DMN,tr,Oz,0.07657617393631622
dmnelf007,GSR_DMN,tr,FC1,0.011291089866343515
dmnelf007,GSR_DMN,tr,FC2,0.026651722168551696
dmnelf007,GSR_DMN,tr,CP1,0.08963812598907747
dmnelf007,GSR_DMN,tr,CP2,-0.19947366682434686
dmnelf007,GSR_DMN,tr,FC5,-0.18747661632416485
dmnelf007,GSR_DMN,tr,FC6,-0.05357615262771495
dmnelf007,GSR_DMN,tr,CP5,-0.13276958681160664
dmnelf007,GSR_DMN,tr,CP6,-0.07172498095846183
dmnelf007,GSR_DMN,tr,TP9,-0.06925947688694531
dmnelf007,GSR_DMN,tr,TP10,-0.09750137225732311
dmnelf007,GSR_DMN,tr,POz,0.014455970845074488
dmnelf008,GSR_DMN,tr,Fp1,0.016650322665812907
dmnelf008,GSR_DMN,tr,Fp2,0.01732421941909342
dmnelf008,GSR_DMN,tr,F3,0.22687014429295738
dmnelf008,GSR_DMN,tr,F4,0.0762022919938441
dmnelf008,GSR_DMN,tr,C3,-0.11704856873816562
dmnelf008,GSR_DMN,tr,C4,-0.10512321121070001
dmnelf008,GSR_DMN,tr,P3,0.025069888197953524
dmnelf008,GSR_DMN,tr,P4,0.1561843928549107
dmnelf008,GSR_DMN,tr,O1,0.05565304500008739
dmnelf008,GSR_DMN,tr,O2,0.16272884092432294
dmnelf008,GSR_DMN,tr,F7,0.10077008388787001
dmnelf008,GSR_DMN,tr,F8,-0.16370371016283145
dmnelf008,GSR_DMN,tr,T7,-0.19787136536166605
dmnelf008,GSR_DMN,tr,T8,-0.09577263866680986
dmnelf008,GSR_DMN,tr,P7,-0.14440832681336258
dmnelf008,GSR_DMN,tr,P8,0.11347837643059451
dmnelf008,GSR_DMN,tr,Fz,-0.0004786416297988087
dmnelf008,GSR_DMN,tr,Cz,-0.01005440604795161
dmnelf008,GSR_DMN,tr,Pz,0.04512302112654168
dmnelf008,GSR_DMN,tr,Oz,0.08951208215306221
dmnelf008,GSR_DMN,tr,FC1,-0.0014338840731510996
dmnelf008,GSR_DMN,tr,FC2,0.016559518556138318
dmnelf008,GSR_DMN,tr,CP1,-0.015334502062212915
dmnelf008,GSR_DMN,tr,CP2,-0.022011480107717557
dmnelf008,GSR_DMN,tr,FC5,0.16002524893621
dmnelf008,GSR_DMN,tr,FC6,-0.015370602139784896
dmnelf008,GSR_DMN,tr,CP5,0.00962180463041188
dmnelf008,GSR_DMN,tr,CP6,0.02678693164136971
dmnelf008,GSR_DMN,tr,TP9,0.039050390963984105
dmnelf008,GSR_DMN,tr,TP10,0.041190059836700245
dmnelf008,GSR_DMN,tr,POz,0.06115465542156588
dmnelf009,GSR_DMN,tr,Fp1,-0.04822111125083782
dmnelf009,GSR_DMN,tr,Fp2,-0.20947590945823383
dmnelf009,GSR_DMN,tr,F3,0.0351750086469674
dmnelf009,GSR_DMN,tr,F4,-0.14440409441294438
dmnelf009,GSR_DMN,tr,C3,0.05057267607948506
dmnelf009,GSR_DMN,tr,C4,0.02431283091190272
dmnelf009,GSR_DMN,tr,P3,0.008102939340906501
dmnelf009,GSR_DMN,tr,P4,0.08648168238772587
dmnelf009,GSR_DMN,tr,O1,-0.07384211611245815
dmnelf009,GSR_DMN,tr,O2,0.06649581670990129
dmnelf009,GSR_DMN,tr,F7,0.1370428598791484
dmnelf009,GSR_DMN,tr,F8,5.61734171596745e-05
dmnelf009,GSR_DMN,tr,T7,0.07492032904052318
dmnelf009,GSR_DMN,tr,T8,0.07261286746651083
dmnelf009,GSR_DMN,tr,P7,-0.005019021051645686
dmnelf009,GSR_DMN,tr,P8,0.10070951673415657
dmnelf009,GSR_DMN,tr,Fz,-0.12196808443094154
dmnelf009,GSR_DMN,tr,Cz,0.25760672575149496
dmnelf009,GSR_DMN,tr,Pz,0.05512917348434197
dmnelf009,GSR_DMN,tr,Oz,-0.11081276661880823
dmnelf009,GSR_DMN,tr,FC1,-0.02571172234486241
dmnelf009,GSR_DMN,tr,FC2,-0.06317987262914876
dmnelf009,GSR_DMN,tr,CP1,0.08599449776789223
dmnelf009,GSR_DMN,tr,CP2,0.1487382556117055
dmnelf009,GSR_DMN,tr,FC5,0.1239188561670807
dmnelf009,GSR_DMN,tr,FC6,-0.06372808105572265
dmnelf009,GSR_DMN,tr,CP5,0.06877505699079708
dmnelf009,GSR_DMN,tr,CP6,0.19221800379288764
dmnelf009,GSR_DMN,tr,TP9,0.03732603562308631
dmnelf009,GSR_DMN,tr,TP10,0.10446232334551973
dmnelf009,GSR_DMN,tr,POz,0.023200919801905927
dmnelf010,GSR_DMN,tr,Fp1,0.2185629809367532
dmnelf010,GSR_DMN,tr,Fp2,0.001095381811325992
dmnelf010,GSR_DMN,tr,F3,0.20206520532248337
dmnelf010,GSR_DMN,tr,F4,0.2507317257397691
dmnelf010,GSR_DMN,tr,C3,0.2672015886845256
dmnelf010,GSR_DMN,tr,C4,0.12069422884274462
dmnelf010,GSR_DMN,tr,P3,0.29722319545075654
dmnelf010,GSR_DMN,tr,P4,0.31386096087704796
dmnelf010,GSR_DMN,tr,O1,0.10142733361862355
dmnelf010,GSR_DMN,tr,O2,0.1180939570758407
dmnelf010,GSR_DMN,tr,F7,0.24383826031844513
dmnelf010,GSR_DMN,tr,F8,0.24124668046728676
dmnelf010,GSR_DMN,tr,T7,0.1945739506409329
dmnelf010,GSR_DMN,tr,T8,-0.0483924866335755
dmnelf010,GSR_DMN,tr,P7,0.11938603117860566
dmnelf010,GSR_DMN,tr,P8,0.24798915009289207
dmnelf010,GSR_DMN,tr,Fz,0.18116836924135743
dmnelf010,GSR_DMN,tr,Cz,0.2864582927410665
dmnelf010,GSR_DMN,tr,Pz,0.24068989081040779
dmnelf010,GSR_DMN,tr,Oz,0.15658556696352874
dmnelf010,GSR_DMN,tr,FC1,0.37339705133995155
dmnelf010,GSR_DMN,tr,FC2,0.2062796651409577
dmnelf010,GSR_DMN,tr,CP1,0.3367840462627679
dmnelf010,GSR_DMN,tr,CP2,0.07374142459920982
dmnelf010,GSR_DMN,tr,FC5,0.27235817499869286
dmnelf010,GSR_DMN,tr,FC6,0.12126971837481158
dmnelf010,GSR_DMN,tr,CP5,0.29119702888803645
dmnelf010,GSR_DMN,tr,CP6,0.2770876120825859
dmnelf010,GSR_DMN,tr,TP9,0.20407297689511447
dmnelf010,GSR_DMN,tr,TP10,0.24408956247858649
dmnelf010,GSR_DMN,tr,POz,0.10653396859916958
dmnelf011,GSR_DMN,tr,Fp1,0.12688499135282372
