subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf010,DMN,tr,EFP,TP10,0.21427922081469344,1.0271940572771603
dmnelf010,DMN,tr,HRF,TP10,-0.08945401385745091,1.2054699420311406
dmnelf010,DMN,tr,TA,Oz,0.20782592962183113,0.9827927699828631
dmnelf010,CEN,tr,EFP,T7,0.1857239217427213,1.0100350586687887
dmnelf010,CEN,tr,HRF,T7,-0.04834223548113542,1.2295302771580896
dmnelf010,CEN,tr,TA,P3,0.17035883423426332,1.0095667339129575
dmnelf010,PDA,tr,EFP,TP10,0.13448732847939432,0.9991351094385909
dmnelf010,PDA,tr,HRF,TP10,0.0241568877110438,1.2222772090956961
dmnelf010,PDA,tr,TA,O1,0.35194241228249307,0.9006288016766153
dmnelf010,GSR_DMN,tr,EFP,T7,0.1659317481476385,1.0700822880720626
dmnelf010,GSR_DMN,tr,HRF,T7,0.04244864785275415,1.158959519359832
dmnelf010,GSR_DMN,tr,TA,P4,0.1650913835668118,1.0748314773796361
dmnelf010,GSR_CEN,tr,EFP,Cz,-0.10208629391339408,1.0759938392700206
dmnelf010,GSR_CEN,tr,HRF,Cz,0.06408953780483329,1.1851774795887624
dmnelf010,GSR_CEN,tr,TA,P3,0.28656180851009594,0.9977689957089224
dmnelf010,GSR_PDA,tr,EFP,T7,0.16722957414784412,0.9644757968501254
dmnelf010,GSR_PDA,tr,HRF,T7,0.19093012209165267,1.1122504068798473
dmnelf010,GSR_PDA,tr,TA,P4,0.3140029480689439,0.9084015733550354
dmnelf010,DMN,hz4,EFP,Oz,0.2944909997420383,1.0516584302420091
dmnelf010,DMN,hz4,HRF,Oz,0.13151942836784453,1.0255078060813407
dmnelf010,DMN,hz4,TA,POz,-0.0018226123558659109,1.016221479652475
dmnelf010,CEN,hz4,EFP,Cz,0.08925918483770925,1.0677052220792946
dmnelf010,CEN,hz4,HRF,Cz,-0.06655376290072525,1.06388020855555
dmnelf010,CEN,hz4,TA,P3,-0.04783123165097879,1.0167658434568956
dmnelf010,PDA,hz4,EFP,Oz,0.2757418556553846,1.0054756939007525
dmnelf010,PDA,hz4,HRF,Oz,0.08803287395064788,1.018589835182963
dmnelf010,PDA,hz4,TA,Pz,0.03206982931328136,1.0104850894926058
dmnelf010,GSR_DMN,hz4,EFP,Oz,0.22230075619768536,1.1258521049867931
dmnelf010,GSR_DMN,hz4,HRF,Oz,0.00477506852426954,1.140828049024429
dmnelf010,GSR_DMN,hz4,TA,P4,0.12257245045444039,1.0786518415028314
dmnelf010,GSR_CEN,hz4,EFP,O2,0.004262400653509253,1.255972597734323
dmnelf010,GSR_CEN,hz4,HRF,O2,-0.06405565769426974,1.0917002487178389
dmnelf010,GSR_CEN,hz4,TA,POz,0.10417645434725906,1.027086576213618
dmnelf010,GSR_PDA,hz4,EFP,Oz,0.228499004052503,1.0261730760767032
dmnelf010,GSR_PDA,hz4,HRF,Oz,0.055513607403359186,1.0361721456365232
dmnelf010,GSR_PDA,hz4,TA,Pz,-0.011980880177161259,1.0195752849781736
