subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf006,DMN,tr,EFP,FC1,0.27603785533205344,1.0352183137188349
dmnelf006,DMN,tr,HRF,FC1,-0.04306723370759568,1.189101800459793
dmnelf006,DMN,tr,TA,P3,0.29585899474089894,1.0176504692005583
dmnelf006,CEN,tr,EFP,TP10,-0.03689774481777246,1.0914343079680209
dmnelf006,CEN,tr,HRF,TP10,0.265833975615517,1.0405821663886035
dmnelf006,CEN,tr,TA,Pz,-0.2167186823050729,1.045996287850059
dmnelf006,PDA,tr,EFP,Pz,0.3257260357562303,0.9638105818797076
dmnelf006,PDA,tr,HRF,Pz,0.21759662861423928,1.1148076668130482
dmnelf006,PDA,tr,TA,P3,0.3338721570872055,0.9297587548472255
dmnelf006,GSR_DMN,tr,EFP,FC1,0.07104585731623264,1.0598658797441456
dmnelf006,GSR_DMN,tr,HRF,FC1,-0.10745475519534638,1.2507924622970568
dmnelf006,GSR_DMN,tr,TA,P3,0.2390323959517781,1.0087921315358503
dmnelf006,GSR_CEN,tr,EFP,P4,0.16314894612306113,1.023831074236972
dmnelf006,GSR_CEN,tr,HRF,P4,0.2200666250731785,1.0280238265150028
dmnelf006,GSR_CEN,tr,TA,O2,-0.11894282837224476,1.0110721679939223
dmnelf006,GSR_PDA,tr,EFP,P4,0.21271939460446668,0.9938775516127041
dmnelf006,GSR_PDA,tr,HRF,P4,0.14335483687935993,1.050405549336032
dmnelf006,GSR_PDA,tr,TA,P3,0.29863440159749866,0.9365738620163027
dmnelf006,DMN,hz4,EFP,FC1,0.26195844330036777,1.0569892738023041
dmnelf006,DMN,hz4,HRF,FC1,0.20396695208991752,1.0136439304616105
dmnelf006,DMN,hz4,TA,P3,0.18282694645515013,1.0070573670280762
dmnelf006,CEN,hz4,EFP,FC1,0.11466748248253944,1.1210149042024926
dmnelf006,CEN,hz4,HRF,FC1,0.137386933620031,1.0134120202103145
dmnelf006,CEN,hz4,TA,O2,0.1438621089921837,1.0133847218534038
dmnelf006,PDA,hz4,EFP,Pz,0.2944153285729177,1.025427291735481
dmnelf006,PDA,hz4,HRF,Pz,0.1321383217571538,1.0157936650660324
dmnelf006,PDA,hz4,TA,P3,0.16569891304109036,0.9943550671794498
dmnelf006,GSR_DMN,hz4,EFP,FC1,0.03383944075731977,1.0991220563998927
dmnelf006,GSR_DMN,hz4,HRF,FC1,-0.05638484936115133,1.0801632022547998
dmnelf006,GSR_DMN,hz4,TA,O1,-0.031155170441502244,1.0284652657502324
dmnelf006,GSR_CEN,hz4,EFP,P4,0.11001959179247053,1.0988213992884792
dmnelf006,GSR_CEN,hz4,HRF,P4,0.0741325424321969,1.0286494982391745
dmnelf006,GSR_CEN,hz4,TA,Pz,0.050699494338091955,1.0124359566241572
dmnelf006,GSR_PDA,hz4,EFP,FC1,0.10064682299534573,1.0327596647826285
dmnelf006,GSR_PDA,hz4,HRF,FC1,0.03862065273258225,1.0294928267510006
dmnelf006,GSR_PDA,hz4,TA,P3,0.12197212635946006,1.0005123544825278
