subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf1002,DMN,tr,EFP,Pz,0.12985854311525546,1.043409306100398
dmnelf1002,DMN,tr,HRF,Pz,0.003523523622973089,1.1650910002184187
dmnelf1002,DMN,tr,TA,O1,0.26436195061716666,0.9759269505849248
dmnelf1002,CEN,tr,EFP,CP1,0.21386972061918766,0.9969659951162713
dmnelf1002,CEN,tr,HRF,CP1,0.11771603180751433,1.088285415339787
dmnelf1002,CEN,tr,TA,P4,-0.050513866323168476,1.0281345907391777
dmnelf1002,PDA,tr,EFP,Fp2,0.19748191177631397,1.020356252596435
dmnelf1002,PDA,tr,HRF,Fp2,0.09700570776098139,1.0860506327480866
dmnelf1002,PDA,tr,TA,P3,0.19743295855723814,1.0128727559745507
dmnelf1002,GSR_DMN,tr,EFP,P3,0.09653861887046564,1.0948555006308305
dmnelf1002,GSR_DMN,tr,HRF,P3,0.07077293997606057,1.0712744036520263
dmnelf1002,GSR_DMN,tr,TA,P4,-0.12402505114262286,1.0522618588589328
dmnelf1002,GSR_CEN,tr,EFP,C3,0.20468747628923914,1.0720603557661197
dmnelf1002,GSR_CEN,tr,HRF,C3,0.07154701477089409,1.2259447178147043
dmnelf1002,GSR_CEN,tr,TA,O2,0.3814216352481621,1.0227720688568964
dmnelf1002,GSR_PDA,tr,EFP,Fp2,0.15097286611743876,1.0147214584146032
dmnelf1002,GSR_PDA,tr,HRF,Fp2,0.07537398751900656,1.0703881952110854
dmnelf1002,GSR_PDA,tr,TA,P3,0.2651408746927605,0.9987405311634336
dmnelf1002,DMN,hz4,EFP,P3,0.2218168370839678,1.129715482794798
dmnelf1002,DMN,hz4,HRF,P3,0.13500714631571498,1.0252821839855268
dmnelf1002,DMN,hz4,TA,Oz,0.04004390038432613,1.0213878943549601
dmnelf1002,CEN,hz4,EFP,F3,0.0907208916692133,1.0599399841015025
dmnelf1002,CEN,hz4,HRF,F3,0.04143086637702002,1.0718609728169264
dmnelf1002,CEN,hz4,TA,P4,0.06773575197595197,1.0308242449910319
dmnelf1002,PDA,hz4,EFP,P7,0.12148896422112317,1.0817574950015527
dmnelf1002,PDA,hz4,HRF,P7,0.1448602126898949,1.0214422563304184
dmnelf1002,PDA,hz4,TA,P4,0.13323973593508875,1.0248507414623647
dmnelf1002,GSR_DMN,hz4,EFP,CP2,0.2413301912343226,1.1299179315514754
dmnelf1002,GSR_DMN,hz4,HRF,CP2,0.021269180596769143,1.0754439826031423
dmnelf1002,GSR_DMN,hz4,TA,Pz,0.023236267228308,1.0490123509717157
dmnelf1002,GSR_CEN,hz4,EFP,FC2,0.28493132474425875,1.230692229321817
dmnelf1002,GSR_CEN,hz4,HRF,FC2,0.11642339663247239,1.0909222370436438
dmnelf1002,GSR_CEN,hz4,TA,P4,0.12857290773807095,1.069703234217783
dmnelf1002,GSR_PDA,hz4,EFP,TP9,0.021320756086758375,1.1738752687351983
dmnelf1002,GSR_PDA,hz4,HRF,TP9,0.14203929684619343,1.020313521079853
dmnelf1002,GSR_PDA,hz4,TA,P4,0.1487656591978978,1.022973820723967
