subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf016,DMN,tr,EFP,P7,0.25758508271226827,0.9911182815869856
dmnelf016,DMN,tr,HRF,P7,0.3491942451770958,0.956063036404396
dmnelf016,DMN,tr,TA,P3,0.26007013228848613,0.9566102149654752
dmnelf016,CEN,tr,EFP,P7,0.3076790124259964,0.9619108569051162
dmnelf016,CEN,tr,HRF,P7,0.38120668673219826,0.9130981273197009
dmnelf016,CEN,tr,TA,P3,0.25705432238236814,0.9647561919599845
dmnelf016,PDA,tr,EFP,F8,0.1969518437564978,1.0052691464261327
dmnelf016,PDA,tr,HRF,F8,0.10504204097472183,1.0787470970649329
dmnelf016,PDA,tr,TA,P4,-0.014689433517467146,1.018915529046403
dmnelf016,GSR_DMN,tr,EFP,F7,-0.06412247869727355,1.0747577062686293
dmnelf016,GSR_DMN,tr,HRF,F7,0.030532766891170193,1.1060507124424528
dmnelf016,GSR_DMN,tr,TA,O2,0.13808911904293728,1.0369328857597335
dmnelf016,GSR_CEN,tr,EFP,P7,0.23770757738627304,1.0428826505885334
dmnelf016,GSR_CEN,tr,HRF,P7,0.29824632659731665,0.9785026359550834
dmnelf016,GSR_CEN,tr,TA,P4,0.12435714714374005,1.023920186667692
dmnelf016,GSR_PDA,tr,EFP,F8,0.18438782795020137,1.0158842716179672
dmnelf016,GSR_PDA,tr,HRF,F8,0.09276757069101531,1.0769840003638103
dmnelf016,GSR_PDA,tr,TA,O2,-0.0733198942530934,1.0223014515333748
dmnelf016,DMN,hz4,EFP,P7,0.257735021940343,0.9953433953327497
dmnelf016,DMN,hz4,HRF,P7,0.11434578054235771,1.0203545782566283
dmnelf016,DMN,hz4,TA,POz,0.09435093590455255,1.01434376999519
dmnelf016,CEN,hz4,EFP,P7,0.30666956504548476,0.9658067718840744
dmnelf016,CEN,hz4,HRF,P7,0.0642741235957368,1.0276131356394158
dmnelf016,CEN,hz4,TA,POz,0.12462417571891796,1.0030054116381626
dmnelf016,PDA,hz4,EFP,F8,0.23308903560651478,0.9910926629656334
dmnelf016,PDA,hz4,HRF,F8,0.09161991196475452,1.0538453406969959
dmnelf016,PDA,hz4,TA,POz,0.02141032849585747,1.0171648906860884
dmnelf016,GSR_DMN,hz4,EFP,P8,0.12682616323353682,1.0993964467097659
dmnelf016,GSR_DMN,hz4,HRF,P8,0.03787442460565266,1.077209408718923
dmnelf016,GSR_DMN,hz4,TA,O2,-0.0759008006448577,1.059513532138008
dmnelf016,GSR_CEN,hz4,EFP,P7,0.22832514369153828,1.0665065560688367
dmnelf016,GSR_CEN,hz4,HRF,P7,0.07918554259532833,1.0464103225664476
dmnelf016,GSR_CEN,hz4,TA,O2,-0.02700035475203481,1.0308371150902338
dmnelf016,GSR_PDA,hz4,EFP,F8,0.21906209655117675,1.0043083923211016
dmnelf016,GSR_PDA,hz4,HRF,F8,0.07874055526954704,1.0503152568140919
dmnelf016,GSR_PDA,hz4,TA,POz,0.0365220642415734,1.0196132687895558
