subject,target,resolution,method,best_ch,mean_r,mean_nmse
dmnelf015,DMN,tr,EFP,TP10,0.22767702725039501,0.9871762939055438
dmnelf015,DMN,tr,HRF,TP10,0.10848517615958767,1.1492536559147175
dmnelf015,DMN,tr,TA,POz,0.23511268072349414,0.9783849222693416
dmnelf015,CEN,tr,EFP,O2,0.5328361321613576,0.7775149862320904
dmnelf015,CEN,tr,HRF,O2,0.49341923370906404,0.8753910574049032
dmnelf015,CEN,tr,TA,P4,0.24756772606865535,0.9585949393642856
dmnelf015,PDA,tr,EFP,Cz,0.45481334401943274,0.8632431889767112
dmnelf015,PDA,tr,HRF,Cz,0.42043918311146183,0.8862880192218199
dmnelf015,PDA,tr,TA,POz,0.37011678427360206,0.9266889908329468
dmnelf015,GSR_DMN,tr,EFP,T8,0.2991063115501399,0.9854509156189692
dmnelf015,GSR_DMN,tr,HRF,T8,0.221644149672573,1.0675363888223282
dmnelf015,GSR_DMN,tr,TA,POz,0.3038809669227417,0.9871768210463288
dmnelf015,GSR_CEN,tr,EFP,Cz,0.4396273404783629,0.9046601331204703
dmnelf015,GSR_CEN,tr,HRF,Cz,0.2966248591778768,1.0613284373674365
dmnelf015,GSR_CEN,tr,TA,P4,0.4086711333784673,0.9125614413146519
dmnelf015,GSR_PDA,tr,EFP,Cz,0.42847960898691734,0.8956879443674968
dmnelf015,GSR_PDA,tr,HRF,Cz,0.3720592343188367,0.931117825975892
dmnelf015,GSR_PDA,tr,TA,POz,0.3575859775990723,0.9444212799014027
dmnelf015,DMN,hz4,EFP,TP10,0.24073285292643107,0.9976295274073239
dmnelf015,DMN,hz4,HRF,TP10,0.04348199057762444,1.0582105333659144
dmnelf015,DMN,hz4,TA,Oz,0.07811436092844468,1.0331034702716153
dmnelf015,CEN,hz4,EFP,O2,0.5137303021495228,0.809671831165953
dmnelf015,CEN,hz4,HRF,O2,0.15751518271151793,1.0455202232356835
dmnelf015,CEN,hz4,TA,P4,0.13486421409453864,1.00444187819577
dmnelf015,PDA,hz4,EFP,Cz,0.4676082929025546,0.8604852039671442
dmnelf015,PDA,hz4,HRF,Cz,0.24763543704075053,0.9960248328143575
dmnelf015,PDA,hz4,TA,P4,0.1386715166919592,1.042949639230668
dmnelf015,GSR_DMN,hz4,EFP,T8,0.292304112622353,0.9978740867871416
dmnelf015,GSR_DMN,hz4,HRF,T8,0.1272086097418489,1.0921433830666865
dmnelf015,GSR_DMN,hz4,TA,P3,0.0786079328717158,1.0619253678203133
dmnelf015,GSR_CEN,hz4,EFP,Cz,0.44646524890566147,0.9052502905348871
dmnelf015,GSR_CEN,hz4,HRF,Cz,0.19695828181645653,1.0446692379548266
dmnelf015,GSR_CEN,hz4,TA,P4,0.15940980950152242,1.055449220610733
dmnelf015,GSR_PDA,hz4,EFP,Cz,0.4325122014604871,0.896709214382118
dmnelf015,GSR_PDA,hz4,HRF,Cz,0.211922213998246,1.0241713320793477
dmnelf015,GSR_PDA,hz4,TA,Pz,0.11272023633139035,1.0570111259261818
