cohort,subject,run,nvox,denoise,smooth_tr,window,r_halfhalf,reliability,ceiling
rtbpd,rtbpd022,1,2000,raw,1,fb,0.9907602061252736,0.9953586605527391,0.9976766312552074
rtbpd,rtbpd022,1,2000,raw,1,full,0.9907024217791716,0.9953294987140675,0.99766201627308
rtbpd,rtbpd022,1,2000,raw,3,fb,0.9947911852040857,0.9973887919524863,0.9986935425607228
rtbpd,rtbpd022,1,2000,raw,3,full,0.9948506078220679,0.9974186577392109,0.9987084948768639
rtbpd,rtbpd022,1,2000,raw,5,fb,0.9952371091961487,0.9976128697777829,0.9988057217386086
rtbpd,rtbpd022,1,2000,raw,5,full,0.9951302103394519,0.9975591619858638,0.9987788353714069
rtbpd,rtbpd022,1,2000,gsr,1,fb,0.9894775444340981,0.9947109452954921,0.9973519666073217
rtbpd,rtbpd022,1,2000,gsr,1,full,0.9892201150701545,0.9945808486209354,0.99728674342986
rtbpd,rtbpd022,1,2000,gsr,3,fb,0.9935745288640395,0.996776909494514,0.9983871541113267
rtbpd,rtbpd022,1,2000,gsr,3,full,0.9941320727647737,0.9970574029095822,0.9985276174996774
rtbpd,rtbpd022,1,2000,gsr,5,fb,0.9944531124559524,0.9972188428449856,0.9986084532212741
rtbpd,rtbpd022,1,2000,gsr,5,full,0.9949257448245566,0.9974564190228096,0.9987273997557139
rtbpd,rtbpd022,2,2000,raw,1,fb,0.990194482097141,0.9950730855747693,0.9975335009786735
rtbpd,rtbpd022,2,2000,raw,1,full,0.9907736459844623,0.9953654429602542,0.9976800303505399
rtbpd,rtbpd022,2,2000,raw,3,fb,0.9945411883455172,0.9972631241278045,0.9986306244692301
rtbpd,rtbpd022,2,2000,raw,3,full,0.9940716440064858,0.9970270095303081,0.9985123982857239
rtbpd,rtbpd022,2,2000,raw,5,fb,0.9949101821537174,0.9974485979911197,0.998723484249329
rtbpd,rtbpd022,2,2000,raw,5,full,0.9949244123506521,0.9974557493918443,0.9987270645135459
rtbpd,rtbpd022,2,2000,gsr,1,fb,0.9890253055767952,0.9944823756679042,0.9972373717766018
rtbpd,rtbpd022,2,2000,gsr,1,full,0.9904350796308233,0.995194557980283,0.9975943854995791
rtbpd,rtbpd022,2,2000,gsr,3,fb,0.9933243064280525,0.9966509746806278,0.9983240829914041
rtbpd,rtbpd022,2,2000,gsr,3,full,0.9937035318920696,0.996841823266494,0.998419662900573
rtbpd,rtbpd022,2,2000,gsr,5,fb,0.9937407862762103,0.9968605679500191,0.9984290500331103
rtbpd,rtbpd022,2,2000,gsr,5,full,0.9942013881361588,0.9970922636508338,0.99854507341974
rtbpd,rtbpd022,3,2000,raw,1,fb,0.9918277666872427,0.9958971184911488,0.9979464507132378
rtbpd,rtbpd022,3,2000,raw,1,full,0.9914218520761711,0.9956924506402871,0.9978439009385622
rtbpd,rtbpd022,3,2000,raw,3,fb,0.9956342578912727,0.997812353595623,0.9989055779179647
rtbpd,rtbpd022,3,2000,raw,3,full,0.9952036134174926,0.9975960415517232,0.9987972975292451
rtbpd,rtbpd022,3,2000,raw,5,fb,0.9958890359664088,0.997940284274571,0.9989696112868354
rtbpd,rtbpd022,3,2000,raw,5,full,0.9960291763044947,0.9980106384502571,0.9990048240375304
rtbpd,rtbpd022,3,2000,gsr,1,fb,0.989523866488555,0.9947343514255322,0.9973637006757025
rtbpd,rtbpd022,3,2000,gsr,1,full,0.9908460994416576,0.9954020049259912,0.9976983536750931
rtbpd,rtbpd022,3,2000,gsr,3,fb,0.9943612521399626,0.9971726547264258,0.9985853267129584
rtbpd,rtbpd022,3,2000,gsr,3,full,0.9950421235218795,0.9975149013548804,0.9987566777523345
rtbpd,rtbpd022,3,2000,gsr,5,fb,0.9944227559851303,0.9972035798337475,0.9986008110520177
rtbpd,rtbpd022,3,2000,gsr,5,full,0.9952230789241255,0.9976058210601441,0.9988021931594584
rtbpd,rtbpd022,4,2000,raw,1,fb,0.9917732684350254,0.9958696445547547,0.9979326853825135
rtbpd,rtbpd022,4,2000,raw,1,full,0.9921535946590905,0.9960613451884707,0.9980287296408209
rtbpd,rtbpd022,4,2000,raw,3,fb,0.9957791186719332,0.9978850959564726,0.9989419882838405
rtbpd,rtbpd022,4,2000,raw,3,full,0.9954616997112865,0.9977256891027425,0.9988621972538266
rtbpd,rtbpd022,4,2000,raw,5,fb,0.9966314146959,0.9983128657200793,0.9991560767568194
rtbpd,rtbpd022,4,2000,raw,5,full,0.9962684003834206,0.9981307124754053,0.9990649190495107
rtbpd,rtbpd022,4,2000,gsr,1,fb,0.9905956015888212,0.9952755856570402,0.9976349962070498
rtbpd,rtbpd022,4,2000,gsr,1,full,0.9917786649266983,0.9958723651286805,0.9979340484865122
rtbpd,rtbpd022,4,2000,gsr,3,fb,0.9951800907494185,0.9975842234628699,0.9987913813519167
rtbpd,rtbpd022,4,2000,gsr,3,full,0.994691450480028,0.9973386613159172,0.998668444137451
rtbpd,rtbpd022,4,2000,gsr,5,fb,0.9959512314392289,0.9979715092748777,0.9989852397682749
rtbpd,rtbpd022,4,2000,gsr,5,full,0.9957010701042646,0.997845904900221,0.9989223718088514
rtbpd,rtbpd022,5,2000,raw,1,fb,0.9940326748761444,0.9970074085550146,0.9985025831488943
rtbpd,rtbpd022,5,2000,raw,1,full,0.9940426538402751,0.9970124279196075,0.9985050965917037
rtbpd,rtbpd022,5,2000,raw,3,fb,0.9970495234663346,0.9985225821898777,0.999261018047776
rtbpd,rtbpd022,5,2000,raw,3,full,0.9969291677510189,0.9984622227475201,0.999230815551402
rtbpd,rtbpd022,5,2000,raw,5,fb,0.9976132261824536,0.9988051872172935,0.9994024150547633
rtbpd,rtbpd022,5,2000,raw,5,full,0.9978254157785933,0.9989115243983623,0.9994556140211341
rtbpd,rtbpd022,5,2000,gsr,1,fb,0.9925088439753558,0.9962403398874264,0.9981183997339326
rtbpd,rtbpd022,5,2000,gsr,1,full,0.9925441388003291,0.9962581199309543,0.9981273064749577
rtbpd,rtbpd022,5,2000,gsr,3,fb,0.996052402716055,0.9980222977720559,0.9990106594887043
rtbpd,rtbpd022,5,2000,gsr,3,full,0.996130157753512,0.9980613276987693,0.9990301935871454
rtbpd,rtbpd022,5,2000,gsr,5,fb,0.9970542563189596,0.9985249556081315,0.9992622056338023
rtbpd,rtbpd022,5,2000,gsr,5,full,0.9966654640343421,0.9983299475922619,0.9991646248703273
