cohort,subject,run,nvox,denoise,smooth_tr,window,r_halfhalf,reliability,ceiling
rtbpd_nf2,rtbpd003,1,2000,raw,1,fb,0.9819245578575588,0.9908798535893917,0.9954294819771975
rtbpd_nf2,rtbpd003,1,2000,raw,1,full,0.9813398556612591,0.9905820577497477,0.9952798891516635
rtbpd_nf2,rtbpd003,1,2000,raw,3,fb,0.989829638716737,0.9948888281260992,0.9974411401812636
rtbpd_nf2,rtbpd003,1,2000,raw,3,full,0.989855928825422,0.9949021077216551,0.9974477969907273
rtbpd_nf2,rtbpd003,1,2000,raw,5,fb,0.9920409999546834,0.9960046002840818,0.9980003007434827
rtbpd_nf2,rtbpd003,1,2000,raw,5,full,0.9913266365335528,0.9956444295439418,0.9978198382192759
rtbpd_nf2,rtbpd003,1,2000,gsr,1,fb,0.9781465005492014,0.9889525374158429,0.9944609280488816
rtbpd_nf2,rtbpd003,1,2000,gsr,1,full,0.97926210840251,0.9895224126660881,0.9947474114900164
rtbpd_nf2,rtbpd003,1,2000,gsr,3,fb,0.9876197054438876,0.9937712961276224,0.9968807833074236
rtbpd_nf2,rtbpd003,1,2000,gsr,3,full,0.987857458089354,0.9938916435576236,0.9969411434771983
rtbpd_nf2,rtbpd003,1,2000,gsr,5,fb,0.9903075523089432,0.9951301758967791,0.9975621163099464
rtbpd_nf2,rtbpd003,1,2000,gsr,5,full,0.9905529336802823,0.9952540491840871,0.9976242023848896
rtbpd_nf2,rtbpd003,2,2000,raw,1,fb,0.8157612608097279,0.8985336105760336,0.9479101279003372
rtbpd_nf2,rtbpd003,2,2000,raw,1,full,0.8155691417336567,0.8984170561027307,0.9478486461997668
rtbpd_nf2,rtbpd003,2,2000,raw,3,fb,0.8912214386311819,0.9424823771839488,0.9708153156929225
rtbpd_nf2,rtbpd003,2,2000,raw,3,full,0.8943178118724624,0.9442109515809943,0.9717051772945302
rtbpd_nf2,rtbpd003,2,2000,raw,5,fb,0.9118824236429167,0.9539105672674247,0.9766834529505579
rtbpd_nf2,rtbpd003,2,2000,raw,5,full,0.9146384478964582,0.9554163595757071,0.977454019161877
rtbpd_nf2,rtbpd003,2,2000,gsr,1,fb,0.8142160113433816,0.8975954420559601,0.9474151371262548
rtbpd_nf2,rtbpd003,2,2000,gsr,1,full,0.8152827927058057,0.8982432885738644,0.9477569775917581
rtbpd_nf2,rtbpd003,2,2000,gsr,3,fb,0.8892940666208555,0.9414035457290403,0.9702595249360041
