target,arm,loso_mean_r,sign_flip_p,n
CEN,leakfree_electrode,0.12079803125893426,0.0005999400059994001,16
CEN,epoc12_montage,0.0796358024312663,0.015398460153984602,16
DMN,leakfree_electrode,0.08749890025569391,0.0187981201879812,16
DMN,epoc12_montage,0.057997280146849226,0.022397760223977603,16
PDA,leakfree_electrode,0.17157098408643873,0.006199380061993801,16
PDA,epoc12_montage,-0.03475602745375714,0.37496250374962503,16
