subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf010,RAW_DMN,ridge,-0.02135416401180726,,155,500,4,loro,0,1.0,0.006947142475672358,-0.19469801345545157,-0.1726283645824651,0.2749625795150153
