target,model,mean_subject_r,t_stat,n_subjects,p_right_tailed,p_two_tailed
PDA,ridge,0.05898156198797181,1.2523910096564215,16,0.11778822117788221,0.23557644235576441
GSR_DMN,ridge,0.07251920692650114,1.8261131870130989,16,0.0438956104389561,0.0877912208779122
GSR_CEN,ridge,0.0944094204572078,2.637283261267118,16,0.0100989901009899,0.0201979802019798
RAW_DMN,ridge,0.09225137391624966,2.4466937062725647,16,0.008899110088991101,0.017798220177982202
