subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf014,GSR_CEN,ridge,-0.10182790082455395,,155,500,4,loro,0,1.0,0.02861387730050097,-0.09869961153892082,-0.16175670710376627,-0.17546916195602968
