subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf004,PDA,ridge,0.045433302387928295,,155,500,4,loro,0,1.0,0.2635507226306668,0.057995123098785475,-0.23858756974023185,0.09877493356249277
