subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf006,GSR_CEN,ridge,-0.13540929220818182,,155,500,4,loro,0,1.0,-0.14961742180968982,0.12691202700029414,-0.12671773121170485,-0.39221404281162675
