epoch	train_total	val_total	val_pda	lr
5	5.426811	5.729616	0.268025	1.00e-04
10	5.146577	5.656478	0.267937	1.00e-04
15	4.986397	5.695200	0.276380	1.00e-04
20	4.804913	5.749235	0.285466	1.00e-04
25	4.614741	5.753537	0.286469	1.00e-04
30	4.433593	5.771584	0.287536	1.00e-04
35	4.366684	5.802248	0.293406	1.00e-04
40	4.255175	5.849065	0.297493	1.00e-04
45	4.165792	5.877027	0.301260	1.00e-04
50	4.091792	5.764069	0.293228	1.00e-04
55	4.039485	5.781447	0.294369	1.00e-04
60	3.961661	5.802330	0.299741	1.00e-04
65	3.918271	5.839706	0.303029	1.00e-04
70	3.888084	5.830222	0.301236	1.00e-04
75	3.841584	5.773879	0.297289	1.00e-04
80	3.767458	5.709114	0.291236	1.00e-04
85	3.739626	5.789359	0.300269	1.00e-04
90	3.727454	5.743622	0.294615	1.00e-04
95	3.683336	5.774278	0.298976	1.00e-04
100	3.622566	5.829602	0.304797	1.00e-04
105	3.597566	5.718047	0.293745	1.00e-04
110	3.587352	5.729907	0.296390	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.368223	5.676764	0.265570	1.00e-04
10	5.128104	5.594457	0.266954	1.00e-04
15	4.975972	5.567199	0.267558	1.00e-04
20	4.751186	5.737991	0.287735	1.00e-04
25	4.570295	5.733127	0.288335	1.00e-04
30	4.432119	5.779594	0.293656	1.00e-04
35	4.334823	5.867609	0.303382	1.00e-04
40	4.228758	5.843653	0.301483	1.00e-04
45	4.156837	5.944353	0.312399	1.00e-04
50	4.084688	5.904193	0.309062	1.00e-04
55	3.992827	5.817618	0.301067	1.00e-04
60	3.949762	5.878635	0.308170	1.00e-04
65	3.898857	5.866424	0.307294	1.00e-04
70	3.875583	5.934647	0.314641	1.00e-04
75	3.816188	5.966189	0.317603	1.00e-04
80	3.779947	5.949669	0.316583	1.00e-04
85	3.737389	5.868880	0.309837	1.00e-04
90	3.708230	5.916300	0.315223	1.00e-04
95	3.657773	5.860890	0.309710	1.00e-04
100	3.641084	5.947268	0.317121	1.00e-04
105	3.608869	5.895968	0.313105	1.00e-04
110	3.576591	5.821498	0.308009	1.00e-04
115	3.553054	5.855778	0.309977	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.374882	5.657457	0.263769	1.00e-04
10	5.120569	5.540360	0.260873	1.00e-04
15	4.926535	5.638098	0.273413	1.00e-04
20	4.751558	5.670201	0.275789	1.00e-04
25	4.565493	5.770163	0.289222	1.00e-04
30	4.433029	5.728153	0.285677	1.00e-04
35	4.329519	5.804372	0.293231	1.00e-04
40	4.284481	5.822512	0.296189	1.00e-04
45	4.211963	5.752925	0.290786	1.00e-04
50	4.092836	5.806024	0.295893	1.00e-04
55	4.043043	5.783339	0.293667	1.00e-04
60	4.011852	5.715242	0.289574	1.00e-04
65	3.942956	5.781138	0.296852	1.00e-04
70	3.899752	5.833036	0.301816	1.00e-04
75	3.861238	5.735263	0.293321	1.00e-04
80	3.820516	5.771070	0.297813	1.00e-04
85	3.774290	5.764112	0.299203	1.00e-04
90	3.732037	5.836925	0.305975	1.00e-04
95	3.717829	5.795462	0.301203	1.00e-04
100	3.687987	5.749700	0.299461	1.00e-04
105	3.629757	5.749609	0.297759	1.00e-04
110	3.624542	5.699672	0.294167	1.00e-04
