epoch	train_total	val_total	val_pda	lr
5	5.396516	5.283751	0.172551	1.00e-04
10	5.150597	5.195207	0.172133	1.00e-04
15	5.004240	5.239110	0.180113	1.00e-04
20	4.793008	5.316820	0.184696	1.00e-04
25	4.620187	5.335970	0.186949	1.00e-04
30	4.490089	5.411331	0.198590	1.00e-04
35	4.376579	5.380375	0.198980	1.00e-04
40	4.260315	5.412524	0.201113	1.00e-04
45	4.176499	5.312263	0.194127	1.00e-04
50	4.095093	5.334907	0.198850	1.00e-04
55	4.067086	5.279480	0.194537	1.00e-04
60	3.994654	5.306159	0.197721	1.00e-04
65	3.947700	5.302238	0.195832	1.00e-04
70	3.888087	5.261327	0.195723	1.00e-04
75	3.824780	5.282724	0.194178	1.00e-04
80	3.786839	5.306161	0.199178	1.00e-04
85	3.781294	5.340368	0.203438	1.00e-04
90	3.760478	5.232815	0.193564	1.00e-04
95	3.690876	5.321257	0.199666	1.00e-04
100	3.668495	5.204187	0.191522	1.00e-04
105	3.660204	5.268668	0.198043	1.00e-04
110	3.619085	5.245958	0.194834	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.420311	5.262599	0.172448	1.00e-04
10	5.149449	5.140311	0.170241	1.00e-04
15	4.998848	5.145544	0.173857	1.00e-04
20	4.806094	5.221877	0.179818	1.00e-04
25	4.632267	5.273555	0.185040	1.00e-04
30	4.486754	5.235922	0.185095	1.00e-04
35	4.376504	5.325687	0.193825	1.00e-04
40	4.299690	5.323574	0.196257	1.00e-04
45	4.190548	5.241255	0.186417	1.00e-04
50	4.154202	5.234320	0.190608	1.00e-04
55	4.067933	5.199769	0.188455	1.00e-04
60	4.016666	5.201293	0.188447	1.00e-04
65	3.947589	5.220470	0.190861	1.00e-04
70	3.925491	5.164746	0.185646	1.00e-04
75	3.883418	5.239909	0.192773	1.00e-04
80	3.832097	5.179659	0.187105	1.00e-04
85	3.811115	5.185849	0.189027	1.00e-04
90	3.753835	5.157428	0.187839	1.00e-04
95	3.707474	5.190033	0.189735	1.00e-04
100	3.687649	5.149189	0.188335	1.00e-04
105	3.684362	5.199779	0.191145	1.00e-04
110	3.644730	5.173057	0.190651	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.399020	5.340647	0.174742	1.00e-04
10	5.160535	5.169442	0.172081	1.00e-04
15	4.980099	5.221459	0.177725	1.00e-04
20	4.773304	5.277444	0.183609	1.00e-04
25	4.575810	5.197220	0.180167	1.00e-04
30	4.439107	5.328780	0.193104	1.00e-04
35	4.339822	5.349679	0.194667	1.00e-04
40	4.281831	5.315161	0.193657	1.00e-04
45	4.193937	5.348644	0.196259	1.00e-04
50	4.106536	5.381600	0.199249	1.00e-04
55	4.044532	5.442343	0.207929	1.00e-04
60	3.988172	5.364947	0.200347	1.00e-04
65	3.940176	5.353451	0.200963	1.00e-04
70	3.879705	5.456024	0.212507	1.00e-04
75	3.866131	5.328582	0.198500	1.00e-04
80	3.821561	5.399815	0.206330	1.00e-04
85	3.754509	5.367318	0.206613	1.00e-04
90	3.725212	5.426662	0.212184	1.00e-04
95	3.694742	5.274042	0.196623	1.00e-04
100	3.668808	5.384024	0.207813	1.00e-04
105	3.628479	5.396298	0.209529	1.00e-04
110	3.609817	5.376931	0.207472	1.00e-04
