epoch	train_total	val_total	val_pda	lr
5	5.380441	5.406230	0.185186	1.00e-04
10	5.125947	5.381714	0.186066	1.00e-04
15	4.929784	5.389445	0.191477	1.00e-04
20	4.732038	5.347803	0.190340	1.00e-04
25	4.537507	5.212375	0.180526	1.00e-04
30	4.433594	5.068523	0.168506	1.00e-04
35	4.320917	5.156048	0.176145	1.00e-04
40	4.232063	5.050083	0.169511	1.00e-04
45	4.148931	5.160303	0.181540	1.00e-04
50	4.058411	5.121111	0.178388	1.00e-04
55	4.015107	5.184888	0.187482	1.00e-04
60	3.945404	5.080692	0.176539	1.00e-04
65	3.905081	5.087278	0.178738	1.00e-04
70	3.853766	5.113028	0.180847	1.00e-04
75	3.777860	5.148225	0.186711	1.00e-04
80	3.758527	5.157197	0.186599	1.00e-04
85	3.724620	5.221845	0.195109	1.00e-04
90	3.700972	5.176429	0.191814	1.00e-04
95	3.682370	5.249128	0.198510	1.00e-04
100	3.640496	5.178030	0.192632	1.00e-04
105	3.606811	5.143192	0.189231	1.00e-04
110	3.571572	5.184637	0.192981	1.00e-04
115	3.540430	5.199431	0.195278	1.00e-04
120	3.520700	5.144461	0.190189	1.00e-04
125	3.479664	5.140552	0.190683	1.00e-04
130	3.492684	5.104606	0.186819	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.409851	5.429648	0.183655	1.00e-04
10	5.150428	5.335477	0.180112	1.00e-04
15	4.976026	5.333933	0.185452	1.00e-04
20	4.764766	5.541575	0.206690	1.00e-04
25	4.566680	5.504099	0.205558	1.00e-04
30	4.449537	5.359935	0.194495	1.00e-04
35	4.338432	5.480493	0.207500	1.00e-04
40	4.217451	5.338408	0.195188	1.00e-04
45	4.147110	5.317803	0.194579	1.00e-04
50	4.084536	5.317672	0.194732	1.00e-04
55	3.992633	5.330614	0.199239	1.00e-04
60	3.966892	5.288418	0.195177	1.00e-04
65	3.914770	5.415309	0.207309	1.00e-04
70	3.834759	5.231225	0.190968	1.00e-04
75	3.807858	5.302607	0.197334	1.00e-04
80	3.761915	5.250204	0.193034	1.00e-04
85	3.717112	5.214633	0.190354	1.00e-04
90	3.694461	5.223803	0.191967	1.00e-04
95	3.645954	5.233013	0.193809	1.00e-04
100	3.634449	5.246184	0.194893	1.00e-04
105	3.608458	5.209982	0.193366	1.00e-04
110	3.577692	5.201828	0.191478	1.00e-04
115	3.546349	5.302231	0.202096	1.00e-04
120	3.524026	5.262366	0.199522	1.00e-04
125	3.479966	5.228950	0.196109	1.00e-04
130	3.477622	5.212357	0.194709	1.00e-04
135	3.467986	5.251215	0.198109	1.00e-04
140	3.435072	5.209340	0.195604	1.00e-04
145	3.418273	5.274035	0.202625	1.00e-04
150	3.372745	5.235282	0.197457	1.00e-04
155	3.398920	5.253984	0.200316	1.00e-04
160	3.374614	5.261761	0.201389	1.00e-04
165	3.354796	5.318254	0.206177	1.00e-04
170	3.332269	5.266503	0.202184	1.00e-04
175	3.321698	5.236156	0.200293	1.00e-04
180	3.329095	5.190596	0.194849	1.00e-04
185	3.270588	5.233270	0.200851	1.00e-04
190	3.271077	5.256580	0.202782	1.00e-04
195	3.255216	5.219736	0.198669	1.00e-04
200	3.254416	5.314477	0.208319	1.00e-04
205	3.243422	5.282306	0.205830	1.00e-04
210	3.211714	5.299085	0.208981	1.00e-04
215	3.208120	5.242977	0.202173	1.00e-04
220	3.206655	5.238670	0.202692	1.00e-04
225	3.201037	5.268589	0.206292	1.00e-04
230	3.150050	5.408837	0.218935	1.00e-04
235	3.164637	5.300146	0.209712	1.00e-04
240	3.168092	5.254857	0.204751	1.00e-04
245	3.154626	5.350467	0.214576	1.00e-04
250	3.133258	5.335819	0.213971	1.00e-04
255	3.141027	5.343719	0.214514	1.00e-04
260	3.109800	5.299368	0.210348	1.00e-04
265	3.105882	5.282423	0.208626	1.00e-04
270	3.108811	5.390225	0.220090	1.00e-04
275	3.101960	5.349849	0.215512	1.00e-04
280	3.080249	5.194788	0.200289	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.398381	5.404473	0.181312	1.00e-04
10	5.151450	5.301438	0.182632	1.00e-04
15	4.968214	5.256303	0.180437	1.00e-04
20	4.755941	5.272988	0.183043	1.00e-04
25	4.534224	5.318912	0.191602	1.00e-04
30	4.410907	5.284732	0.187132	1.00e-04
35	4.308028	5.223082	0.184129	1.00e-04
40	4.230803	5.404612	0.205436	1.00e-04
45	4.135966	5.535703	0.217828	1.00e-04
50	4.055312	5.499486	0.216475	1.00e-04
55	3.978029	5.525213	0.219556	1.00e-04
60	3.940368	5.417031	0.209390	1.00e-04
65	3.893042	5.485333	0.215601	1.00e-04
70	3.850169	5.335558	0.202943	1.00e-04
75	3.802257	5.485637	0.218178	1.00e-04
80	3.753050	5.440067	0.215156	1.00e-04
85	3.720531	5.341210	0.206436	1.00e-04
90	3.690133	5.462990	0.219183	1.00e-04
95	3.658692	5.478247	0.220919	1.00e-04
100	3.620181	5.261106	0.199918	1.00e-04
105	3.576248	5.384087	0.213644	1.00e-04
110	3.575066	5.378211	0.211131	1.00e-04
115	3.547289	5.349606	0.210181	1.00e-04
120	3.531696	5.453255	0.220470	1.00e-04
125	3.496548	5.303110	0.205719	1.00e-04
130	3.483717	5.233959	0.199878	1.00e-04
135	3.446818	5.330145	0.209379	1.00e-04
