epoch	train_total	val_total	val_pda	lr
5	5.398454	5.204476	0.211232	1.00e-04
10	5.171003	5.138294	0.209651	1.00e-04
15	5.024866	5.114699	0.214043	1.00e-04
20	4.873833	5.198750	0.223598	1.00e-04
25	4.715737	5.164432	0.223418	1.00e-04
30	4.575887	5.454692	0.250913	1.00e-04
35	4.472220	5.237946	0.230356	1.00e-04
40	4.362526	5.219527	0.230399	1.00e-04
45	4.315477	5.228844	0.230883	1.00e-04
50	4.199210	5.209081	0.229232	1.00e-04
55	4.120848	5.326574	0.243039	1.00e-04
60	4.076624	5.287747	0.237207	1.00e-04
65	3.981184	5.161400	0.224519	1.00e-04
70	3.966582	5.186597	0.228151	1.00e-04
75	3.871258	5.205612	0.231542	1.00e-04
80	3.855936	5.206763	0.230632	1.00e-04
85	3.804937	5.201115	0.231107	1.00e-04
90	3.795528	5.256850	0.237408	1.00e-04
95	3.753467	5.221726	0.233476	1.00e-04
100	3.716348	5.242743	0.235335	1.00e-04
105	3.673224	5.212545	0.233172	1.00e-04
110	3.619690	5.170682	0.229975	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.377916	5.175088	0.209476	1.00e-04
10	5.142308	5.051089	0.206639	1.00e-04
15	4.971089	5.080056	0.210672	1.00e-04
20	4.750609	5.046437	0.209171	1.00e-04
25	4.572879	5.151322	0.219780	1.00e-04
30	4.445123	4.979528	0.206075	1.00e-04
35	4.322889	5.014112	0.209566	1.00e-04
40	4.243056	5.183618	0.226217	1.00e-04
45	4.145867	5.074003	0.216443	1.00e-04
50	4.109333	5.083898	0.218229	1.00e-04
55	4.023269	5.106864	0.221020	1.00e-04
60	4.003826	5.005794	0.210946	1.00e-04
65	3.943681	5.092137	0.219932	1.00e-04
70	3.874527	5.132838	0.225102	1.00e-04
75	3.876300	5.101300	0.222315	1.00e-04
80	3.792139	5.093462	0.221544	1.00e-04
85	3.771475	5.078817	0.219952	1.00e-04
90	3.754464	5.049856	0.218818	1.00e-04
95	3.704142	5.074243	0.220796	1.00e-04
100	3.675917	5.109909	0.224452	1.00e-04
105	3.662778	5.054356	0.217991	1.00e-04
110	3.637335	5.119624	0.227369	1.00e-04
115	3.618490	4.999600	0.214197	1.00e-04
120	3.589359	4.979980	0.212753	1.00e-04
125	3.529640	5.073582	0.221812	1.00e-04
130	3.532813	5.048647	0.221438	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.407718	5.193710	0.210537	1.00e-04
10	5.154777	5.114531	0.210883	1.00e-04
15	4.979625	5.074680	0.210654	1.00e-04
20	4.758879	5.140702	0.219273	1.00e-04
25	4.542102	5.207615	0.228050	1.00e-04
30	4.424755	5.205397	0.227093	1.00e-04
35	4.318433	5.151464	0.224091	1.00e-04
40	4.227794	5.157598	0.224336	1.00e-04
45	4.154335	5.273167	0.237447	1.00e-04
50	4.064649	5.299363	0.239957	1.00e-04
55	3.988145	5.251523	0.236415	1.00e-04
60	3.950957	5.330418	0.244783	1.00e-04
65	3.909117	5.243299	0.235886	1.00e-04
70	3.868989	5.251946	0.236713	1.00e-04
75	3.819465	5.206661	0.233525	1.00e-04
80	3.770366	5.228870	0.236331	1.00e-04
85	3.737328	5.260591	0.240227	1.00e-04
90	3.695783	5.271559	0.240714	1.00e-04
95	3.693688	5.323657	0.246112	1.00e-04
100	3.641274	5.331835	0.247163	1.00e-04
105	3.614937	5.273355	0.241887	1.00e-04
110	3.607587	5.340223	0.248697	1.00e-04
115	3.557805	5.289902	0.243726	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.407718	5.193710	0.210537	1.00e-04
10	5.154777	5.114532	0.210883	1.00e-04
15	4.979624	5.074678	0.210654	1.00e-04
20	4.758879	5.140705	0.219273	1.00e-04
25	4.542102	5.207616	0.228051	1.00e-04
30	4.424755	5.205405	0.227094	1.00e-04
35	4.318432	5.151470	0.224091	1.00e-04
40	4.227794	5.157603	0.224336	1.00e-04
45	4.154335	5.273174	0.237448	1.00e-04
50	4.064650	5.299368	0.239958	1.00e-04
55	3.988144	5.251525	0.236415	1.00e-04
60	3.950958	5.330436	0.244785	1.00e-04
65	3.909118	5.243311	0.235888	1.00e-04
70	3.868989	5.251961	0.236715	1.00e-04
75	3.819465	5.206675	0.233527	1.00e-04
80	3.770367	5.228884	0.236332	1.00e-04
85	3.737329	5.260604	0.240229	1.00e-04
90	3.695784	5.271579	0.240716	1.00e-04
95	3.693688	5.323676	0.246114	1.00e-04
100	3.641274	5.331854	0.247165	1.00e-04
105	3.614936	5.273369	0.241888	1.00e-04
110	3.607589	5.340229	0.248698	1.00e-04
115	3.557804	5.289918	0.243728	1.00e-04
