subject,target,ttype,mode,window,r
rtbpd011,CEN,orig,best,fb,0.4498483190648817
rtbpd011,CEN,orig,frontal,fb,0.4739802733431674
rtbpd011,CEN,orig,all,fb,0.5248119430706072
rtbpd011,CEN,orig,epoc,fb,0.5055971285073694
rtbpd011,CEN,orig,epoc_afproxy,fb,0.49524115681538716
rtbpd011,DMN,orig,best,fb,0.2975445217549269
rtbpd011,DMN,orig,frontal,fb,0.3596167655467122
rtbpd011,DMN,orig,all,fb,0.38780341204220287
rtbpd011,DMN,orig,epoc,fb,0.430403554427881
rtbpd011,DMN,orig,epoc_afproxy,fb,0.4069960802307657
rtbpd011,PDA,orig,best,fb,0.24898578000259822
rtbpd011,PDA,orig,frontal,fb,0.27079553457391886
rtbpd011,PDA,orig,all,fb,0.2230300966818349
rtbpd011,PDA,orig,epoc,fb,0.1945518485285231
rtbpd011,PDA,orig,epoc_afproxy,fb,0.20219058289192468
rtbpd011,CEN,clean,best,fb,0.10772970986006829
rtbpd011,CEN,clean,frontal,fb,0.08822709377292325
rtbpd011,CEN,clean,all,fb,0.14770965163806687
rtbpd011,CEN,clean,epoc,fb,0.1213403052720903
rtbpd011,CEN,clean,epoc_afproxy,fb,0.1276386475011315
rtbpd011,DMN,clean,best,fb,0.07001845165212352
rtbpd011,DMN,clean,frontal,fb,0.10976653248800698
rtbpd011,DMN,clean,all,fb,0.1628158916028147
rtbpd011,DMN,clean,epoc,fb,0.1818655515536143
rtbpd011,DMN,clean,epoc_afproxy,fb,0.1869170414325083
rtbpd011,PDA,clean,best,fb,0.032404024341966424
rtbpd011,PDA,clean,frontal,fb,0.07718632446900449
rtbpd011,PDA,clean,all,fb,0.061724884214657
rtbpd011,PDA,clean,epoc,fb,0.01980021326004385
rtbpd011,PDA,clean,epoc_afproxy,fb,0.006615829159906114
