subject,target,ttype,mode,window,r
rtbpd012,CEN,orig,best,fb,0.38449813436417657
rtbpd012,CEN,orig,frontal,fb,0.2279883477015061
rtbpd012,CEN,orig,all,fb,0.30868698241301507
rtbpd012,CEN,orig,epoc,fb,0.31062067851942116
rtbpd012,CEN,orig,epoc_afproxy,fb,0.29233317011507787
rtbpd012,DMN,orig,best,fb,0.33553281267562673
rtbpd012,DMN,orig,frontal,fb,0.29650802383462205
rtbpd012,DMN,orig,all,fb,0.3568073693346744
rtbpd012,DMN,orig,epoc,fb,0.3687578824268074
rtbpd012,DMN,orig,epoc_afproxy,fb,0.34996062879425
rtbpd012,PDA,orig,best,fb,0.1402438703456255
rtbpd012,PDA,orig,frontal,fb,0.14380787408693504
rtbpd012,PDA,orig,all,fb,0.2025686364388302
rtbpd012,PDA,orig,epoc,fb,0.16385276566280182
rtbpd012,PDA,orig,epoc_afproxy,fb,0.16412163910230526
rtbpd012,CEN,clean,best,fb,0.24223769566286124
rtbpd012,CEN,clean,frontal,fb,0.11846551912240906
rtbpd012,CEN,clean,all,fb,0.1409547062524138
rtbpd012,CEN,clean,epoc,fb,0.15467338918049559
rtbpd012,CEN,clean,epoc_afproxy,fb,0.1634789743072043
rtbpd012,DMN,clean,best,fb,0.24822387608846996
rtbpd012,DMN,clean,frontal,fb,0.18084900121570002
rtbpd012,DMN,clean,all,fb,0.1997354873626652
rtbpd012,DMN,clean,epoc,fb,0.18597062249005494
rtbpd012,DMN,clean,epoc_afproxy,fb,0.19441847412323976
rtbpd012,PDA,clean,best,fb,0.14451445370866534
rtbpd012,PDA,clean,frontal,fb,0.04097436381920003
rtbpd012,PDA,clean,all,fb,0.06333631829290963
rtbpd012,PDA,clean,epoc,fb,0.04848435331714243
rtbpd012,PDA,clean,epoc_afproxy,fb,0.04697589615339552
