subject,target,ttype,mode,window,r
rtbpd009,CEN,orig,best,fb,-0.0769811537155593
rtbpd009,CEN,orig,frontal,fb,-0.01312048836878961
rtbpd009,CEN,orig,all,fb,0.026062355482855157
rtbpd009,CEN,orig,epoc,fb,0.054171457500401615
rtbpd009,CEN,orig,epoc_afproxy,fb,0.06641744402776498
rtbpd009,DMN,orig,best,fb,-0.030419061573406833
rtbpd009,DMN,orig,frontal,fb,-0.03463147563639226
rtbpd009,DMN,orig,all,fb,-0.02115237996632309
rtbpd009,DMN,orig,epoc,fb,-0.0450202915963366
rtbpd009,DMN,orig,epoc_afproxy,fb,-0.053633174548108675
rtbpd009,PDA,orig,best,fb,0.004347320718019444
rtbpd009,PDA,orig,frontal,fb,-0.1256080978969319
rtbpd009,PDA,orig,all,fb,-0.07850953171796497
rtbpd009,PDA,orig,epoc,fb,-0.08114892281989362
rtbpd009,PDA,orig,epoc_afproxy,fb,-0.05741171986914102
rtbpd009,CEN,clean,best,fb,0.04033872237515828
rtbpd009,CEN,clean,frontal,fb,-0.027020346960093995
rtbpd009,CEN,clean,all,fb,-0.016327913101874324
rtbpd009,CEN,clean,epoc,fb,-0.049146640115302086
rtbpd009,CEN,clean,epoc_afproxy,fb,-0.018898964598134962
rtbpd009,DMN,clean,best,fb,0.005014713934554944
rtbpd009,DMN,clean,frontal,fb,-0.06788231424297235
rtbpd009,DMN,clean,all,fb,-0.04665952290479463
rtbpd009,DMN,clean,epoc,fb,-0.07067632008509861
rtbpd009,DMN,clean,epoc_afproxy,fb,-0.07687440675729872
rtbpd009,PDA,clean,best,fb,0.04505993017755373
rtbpd009,PDA,clean,frontal,fb,0.04359292710205657
rtbpd009,PDA,clean,all,fb,0.038047602561692206
rtbpd009,PDA,clean,epoc,fb,0.037736734381839034
rtbpd009,PDA,clean,epoc_afproxy,fb,0.036864612344236325
