subject,target,ttype,mode,window,r
rtbpd015,CEN,orig,best,fb,-0.04807951179839429
rtbpd015,CEN,orig,frontal,fb,-0.206442293041639
rtbpd015,CEN,orig,all,fb,-0.21770321903580955
rtbpd015,CEN,orig,epoc,fb,-0.15678404170057664
rtbpd015,CEN,orig,epoc_afproxy,fb,-0.17969546652409987
rtbpd015,DMN,orig,best,fb,-0.08900309786345272
rtbpd015,DMN,orig,frontal,fb,-0.2231043239306705
rtbpd015,DMN,orig,all,fb,-0.22292854788121794
rtbpd015,DMN,orig,epoc,fb,-0.1903183505114922
rtbpd015,DMN,orig,epoc_afproxy,fb,-0.20880222341499036
rtbpd015,PDA,orig,best,fb,-0.013931893573311236
rtbpd015,PDA,orig,frontal,fb,0.047842716934781045
rtbpd015,PDA,orig,all,fb,-0.025964462826262188
rtbpd015,PDA,orig,epoc,fb,-0.06600582304598655
rtbpd015,PDA,orig,epoc_afproxy,fb,-0.017240527707536205
rtbpd015,CEN,clean,best,fb,-0.0515057063982446
rtbpd015,CEN,clean,frontal,fb,0.0027133939240365336
rtbpd015,CEN,clean,all,fb,0.04400661415157232
rtbpd015,CEN,clean,epoc,fb,-0.0040017462774407184
rtbpd015,CEN,clean,epoc_afproxy,fb,0.012819392853455867
rtbpd015,DMN,clean,best,fb,-0.06553348590734219
rtbpd015,DMN,clean,frontal,fb,-0.09041845825846419
rtbpd015,DMN,clean,all,fb,-0.057770666160482376
rtbpd015,DMN,clean,epoc,fb,-0.10248888188768175
rtbpd015,DMN,clean,epoc_afproxy,fb,-0.09647367832943074
rtbpd015,PDA,clean,best,fb,0.008875544557844303
rtbpd015,PDA,clean,frontal,fb,0.023911227989030347
rtbpd015,PDA,clean,all,fb,-0.020243448003764552
rtbpd015,PDA,clean,epoc,fb,-0.05399213034238172
rtbpd015,PDA,clean,epoc_afproxy,fb,-0.01813422088459349
