subject,target,ttype,mode,window,r
rtbpd021,CEN,orig,best,fb,0.08975498165214825
rtbpd021,CEN,orig,frontal,fb,0.16876004100371553
rtbpd021,CEN,orig,all,fb,0.14449550040666978
rtbpd021,CEN,orig,epoc,fb,0.123069595945091
rtbpd021,CEN,orig,epoc_afproxy,fb,0.13406533108348873
rtbpd021,DMN,orig,best,fb,0.1628590408472167
rtbpd021,DMN,orig,frontal,fb,0.07506349573314025
rtbpd021,DMN,orig,all,fb,0.06052484527497429
rtbpd021,DMN,orig,epoc,fb,0.1334000698345023
rtbpd021,DMN,orig,epoc_afproxy,fb,0.13891045937434957
rtbpd021,PDA,orig,best,fb,0.027820962058921258
rtbpd021,PDA,orig,frontal,fb,-0.0060848231878478515
rtbpd021,PDA,orig,all,fb,-0.049034061469543457
rtbpd021,PDA,orig,epoc,fb,-0.03350485727260307
rtbpd021,PDA,orig,epoc_afproxy,fb,-0.014903390510037128
rtbpd021,CEN,clean,best,fb,-0.0733668961723665
rtbpd021,CEN,clean,frontal,fb,-0.04998502913168711
rtbpd021,CEN,clean,all,fb,-0.05434710204444238
rtbpd021,CEN,clean,epoc,fb,-0.050006937638852965
rtbpd021,CEN,clean,epoc_afproxy,fb,-0.03485777969478331
rtbpd021,DMN,clean,best,fb,0.1309176458005607
rtbpd021,DMN,clean,frontal,fb,0.09338614461659957
rtbpd021,DMN,clean,all,fb,0.08511521111600853
rtbpd021,DMN,clean,epoc,fb,0.0849402671538674
rtbpd021,DMN,clean,epoc_afproxy,fb,0.09256860817966311
rtbpd021,PDA,clean,best,fb,-0.022910514878197504
rtbpd021,PDA,clean,frontal,fb,-0.05827449726904326
rtbpd021,PDA,clean,all,fb,-0.07995964051205393
rtbpd021,PDA,clean,epoc,fb,-0.05783521993715114
rtbpd021,PDA,clean,epoc_afproxy,fb,-0.05151407726267068
