subject,target,ttype,mode,window,r
rtbpd040,CEN,orig,best,fb,0.0055657122514661825
rtbpd040,CEN,orig,frontal,fb,0.08867326818215257
rtbpd040,CEN,orig,all,fb,0.11785885208348362
rtbpd040,CEN,orig,epoc,fb,0.18100767480099708
rtbpd040,CEN,orig,epoc_afproxy,fb,0.1955446204349033
rtbpd040,DMN,orig,best,fb,0.23763411940953302
rtbpd040,DMN,orig,frontal,fb,0.04634296615966787
rtbpd040,DMN,orig,all,fb,0.017878748902805167
rtbpd040,DMN,orig,epoc,fb,0.06624971381524722
rtbpd040,DMN,orig,epoc_afproxy,fb,0.06700869333507371
rtbpd040,PDA,orig,best,fb,-0.011412054292178135
rtbpd040,PDA,orig,frontal,fb,-0.08632397299988737
rtbpd040,PDA,orig,all,fb,-0.009233734896379627
rtbpd040,PDA,orig,epoc,fb,-0.12416596658367872
rtbpd040,PDA,orig,epoc_afproxy,fb,-0.10819988236177265
rtbpd040,CEN,clean,best,fb,-0.0002600613864188351
rtbpd040,CEN,clean,frontal,fb,0.036143345088067234
rtbpd040,CEN,clean,all,fb,0.10510873941064437
rtbpd040,CEN,clean,epoc,fb,0.11319134456686682
rtbpd040,CEN,clean,epoc_afproxy,fb,0.12130374583127826
rtbpd040,DMN,clean,best,fb,-0.01207630897792784
rtbpd040,DMN,clean,frontal,fb,-0.054075067403705886
rtbpd040,DMN,clean,all,fb,-0.013977178134935951
rtbpd040,DMN,clean,epoc,fb,-0.05418353990534908
rtbpd040,DMN,clean,epoc_afproxy,fb,-0.05409698600731138
rtbpd040,PDA,clean,best,fb,-0.05812362104858373
rtbpd040,PDA,clean,frontal,fb,-0.030515161821006477
rtbpd040,PDA,clean,all,fb,-0.06063135447178997
rtbpd040,PDA,clean,epoc,fb,-0.08892645319113465
rtbpd040,PDA,clean,epoc_afproxy,fb,-0.07930106055487711
