subject,target,ttype,mode,window,r
rtbpd010,CEN,orig,best,fb,0.28761715441686636
rtbpd010,CEN,orig,frontal,fb,0.3017958476884074
rtbpd010,CEN,orig,all,fb,0.37228793209755023
rtbpd010,CEN,orig,epoc,fb,0.3494548838913095
rtbpd010,CEN,orig,epoc_afproxy,fb,0.35086873666418084
rtbpd010,DMN,orig,best,fb,0.11814737610171115
rtbpd010,DMN,orig,frontal,fb,0.20274149150892531
rtbpd010,DMN,orig,all,fb,0.22267925915146405
rtbpd010,DMN,orig,epoc,fb,0.2626639000360097
rtbpd010,DMN,orig,epoc_afproxy,fb,0.2636272521676678
rtbpd010,PDA,orig,best,fb,0.4346296829921628
rtbpd010,PDA,orig,frontal,fb,0.29771230109695057
rtbpd010,PDA,orig,all,fb,0.4542795196690476
rtbpd010,PDA,orig,epoc,fb,0.3921588094503357
rtbpd010,PDA,orig,epoc_afproxy,fb,0.4123234331297788
rtbpd010,CEN,clean,best,fb,0.21613059253838907
rtbpd010,CEN,clean,frontal,fb,0.23893312146557372
rtbpd010,CEN,clean,all,fb,0.38152197863135195
rtbpd010,CEN,clean,epoc,fb,0.36534686218867746
rtbpd010,CEN,clean,epoc_afproxy,fb,0.3385515746719299
rtbpd010,DMN,clean,best,fb,0.18378838033929515
rtbpd010,DMN,clean,frontal,fb,0.08230354411261077
rtbpd010,DMN,clean,all,fb,0.1555017871153174
rtbpd010,DMN,clean,epoc,fb,0.14876397638796948
rtbpd010,DMN,clean,epoc_afproxy,fb,0.13888097656941595
rtbpd010,PDA,clean,best,fb,0.28253207326071195
rtbpd010,PDA,clean,frontal,fb,0.19093189123874427
rtbpd010,PDA,clean,all,fb,0.2931999314267181
rtbpd010,PDA,clean,epoc,fb,0.2578332857144961
rtbpd010,PDA,clean,epoc_afproxy,fb,0.2500307851623326
