roi,mean_z
Fox_PCC,0.09056756473645301
Fox_lDLPFC,-0.01278527866436759
Fox_rDLPFC,0.007052257737697474
Fox_MPFC(seed),0.2480776967422571
HO:Precuneous Cortex,0.060722812117105486
