subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf001,GSR_DMN,elasticnet,0.06969417971310808,0.47352647352647353,155,500,5,1000,1.0,0.1520315509190453,0.11630860397253272,0.3083797869894591,-0.09610698597794629,-0.1321420573375504
