subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf001,RAW_DMN,elasticnet,0.019443044555954813,0.5264735264735265,155,500,5,1000,1.0,0.14303897040079963,0.15556868443879218,0.05907485470627398,-0.006759365388063951,-0.25370792137802783
