target,model,mean_subject_r,t_stat,n_subjects,p_right_tailed,p_two_tailed
PDA,ridge,0.11194830449731354,2.2282508852126752,16,0.021097890210978902,0.042195780421957804
GSR_DMN,ridge,0.1239091782453682,3.4638542728667168,16,0.0027997200279972004,0.005599440055994401
GSR_CEN,ridge,0.16537529399670342,3.9802778615442582,16,0.0008999100089991,0.0017998200179982
RAW_DMN,ridge,0.1320621872030875,3.916645667087866,16,0.000999900009999,0.001999800019998
