subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf010,GSR_DMN,ridge,0.15126077585305775,,155,500,5,0,1.0,0.08353958274437566,-0.02999650229372864,0.16591176153022116,0.2665590771312252,0.27028996015319534
