subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf004,GSR_CEN,ridge,0.06122416182972894,,155,500,5,0,1.0,0.43689781282522844,0.22424323058532425,0.08278913672484164,0.08601646514224508,-0.5238258361289947
