subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf007,GSR_DMN,ridge,0.16691212767488015,,155,500,5,0,1.0,-0.10556563746944723,0.14885911366727964,0.2034763035161453,0.1857806729908165,0.40201018566960656
