subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf014,RAW_DMN,ridge,0.12321234014144022,,155,500,5,0,1.0,-0.36662305069667245,0.34210867109349496,0.16499346543320337,0.14520289835226383,0.33037971652491144
