subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf1001,GSR_CEN,ridge,0.3240735149122692,,155,500,5,0,1.0,0.3986794578025824,0.35136632223607595,0.24044800771704142,0.2981582580005039,0.3317155288051423
