subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf004,PDA,elasticnet,0.09216020847366414,0.38961038961038963,155,500,5,1000,1.0,0.22894081937348842,0.35472959088429756,0.008322960561992512,0.1754595117090189,-0.3066518401604767
