subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf010,RAW_DMN,ridge,0.09262338202114159,,155,500,5,0,1.0,0.06561290625093877,0.023518163910193117,-0.06951793940867589,0.22422783633345425,0.21927594301979772
