subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r,fold4_r
dmnelf1002,PDA,ridge,0.24267856852627906,,155,500,5,0,1.0,0.3240420354934293,0.021357743203313545,0.4054713321328378,0.13246302673731533,0.33005870506449936
