subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf1002,0,DMN,-10.0,-8,0.04236027370310526,1,342
dmnelf1002,0,DMN,-8.0,-7,0.031420025000911275,1,343
dmnelf1002,0,DMN,-6.0,-5,0.017234859448074277,1,345
dmnelf1002,0,DMN,-4.0,-3,0.009959723682011446,1,347
dmnelf1002,0,DMN,-2.0,-2,0.03324849790212803,1,348
dmnelf1002,0,DMN,0.0,0,0.08258640427503341,1,350
dmnelf1002,0,DMN,2.0,2,0.05341674574685253,1,348
dmnelf1002,0,DMN,4.0,3,0.01812557803896505,1,347
dmnelf1002,0,DMN,6.0,5,-0.03673727817571758,1,345
dmnelf1002,0,DMN,8.0,7,-0.061137333401808124,1,343
dmnelf1002,0,DMN,10.0,8,-0.08746900548994975,1,342
dmnelf1002,0,CEN,-10.0,-8,0.0012107334596552465,1,342
dmnelf1002,0,CEN,-8.0,-7,-0.02712508378966423,1,343
dmnelf1002,0,CEN,-6.0,-5,-0.011449453725962566,1,345
dmnelf1002,0,CEN,-4.0,-3,-0.00571077097973542,1,347
dmnelf1002,0,CEN,-2.0,-2,-0.0027114063440972004,1,348
dmnelf1002,0,CEN,0.0,0,0.02031060240543823,1,350
dmnelf1002,0,CEN,2.0,2,0.045513760602121554,1,348
dmnelf1002,0,CEN,4.0,3,0.04998649807091641,1,347
dmnelf1002,0,CEN,6.0,5,0.042132505317963774,1,345
dmnelf1002,0,CEN,8.0,7,0.04329195556455458,1,343
dmnelf1002,0,CEN,10.0,8,0.01650694559096534,1,342
dmnelf1002,1,DMN,-10.0,-8,-0.12372566483980915,1,342
dmnelf1002,1,DMN,-8.0,-7,-0.09490971823588623,1,343
dmnelf1002,1,DMN,-6.0,-5,-0.06522607697052749,1,345
dmnelf1002,1,DMN,-4.0,-3,-0.01565241561756782,1,347
dmnelf1002,1,DMN,-2.0,-2,0.02045344896593131,1,348
dmnelf1002,1,DMN,0.0,0,0.08882107529248152,1,350
dmnelf1002,1,DMN,2.0,2,0.0975436084462725,1,348
dmnelf1002,1,DMN,4.0,3,0.12261424657454481,1,347
dmnelf1002,1,DMN,6.0,5,0.17548007054299622,1,345
dmnelf1002,1,DMN,8.0,7,0.22571105053676774,1,343
dmnelf1002,1,DMN,10.0,8,0.20773136558674338,1,342
dmnelf1002,1,CEN,-10.0,-8,-0.22256944374382814,1,342
dmnelf1002,1,CEN,-8.0,-7,-0.21182365600672046,1,343
dmnelf1002,1,CEN,-6.0,-5,-0.17842314981838261,1,345
dmnelf1002,1,CEN,-4.0,-3,-0.08942240963324598,1,347
dmnelf1002,1,CEN,-2.0,-2,-0.04181203504082632,1,348
dmnelf1002,1,CEN,0.0,0,0.04061277905370301,1,350
dmnelf1002,1,CEN,2.0,2,0.09592145036241441,1,348
dmnelf1002,1,CEN,4.0,3,0.1443356017833206,1,347
dmnelf1002,1,CEN,6.0,5,0.22951943061611474,1,345
dmnelf1002,1,CEN,8.0,7,0.27635684821273154,1,343
dmnelf1002,1,CEN,10.0,8,0.2688733761823093,1,342
dmnelf1002,2,DMN,-10.0,-8,-0.14731957863689954,1,342
dmnelf1002,2,DMN,-8.0,-7,-0.1265477016644057,1,343
dmnelf1002,2,DMN,-6.0,-5,-0.055485970776125604,1,345
dmnelf1002,2,DMN,-4.0,-3,0.013765536408488975,1,347
dmnelf1002,2,DMN,-2.0,-2,0.04469869693800311,1,348
dmnelf1002,2,DMN,0.0,0,0.11574838394868306,1,350
dmnelf1002,2,DMN,2.0,2,0.10589380554063586,1,348
dmnelf1002,2,DMN,4.0,3,0.1137321510993871,1,347
dmnelf1002,2,DMN,6.0,5,0.10837310611441957,1,345
dmnelf1002,2,DMN,8.0,7,0.09584328728029112,1,343
dmnelf1002,2,DMN,10.0,8,0.06295273883101069,1,342
dmnelf1002,2,CEN,-10.0,-8,-0.21588885493134788,1,342
dmnelf1002,2,CEN,-8.0,-7,-0.21381738206303527,1,343
dmnelf1002,2,CEN,-6.0,-5,-0.16605193893310874,1,345
dmnelf1002,2,CEN,-4.0,-3,-0.11062466472504565,1,347
dmnelf1002,2,CEN,-2.0,-2,-0.07521931470405815,1,348
dmnelf1002,2,CEN,0.0,0,0.0026830962869136216,1,350
dmnelf1002,2,CEN,2.0,2,0.05209903405257907,1,348
dmnelf1002,2,CEN,4.0,3,0.10815650443856177,1,347
dmnelf1002,2,CEN,6.0,5,0.21713103056566627,1,345
dmnelf1002,2,CEN,8.0,7,0.24000157541215847,1,343
dmnelf1002,2,CEN,10.0,8,0.2043578162291853,1,342
dmnelf1002,3,DMN,-10.0,-8,-0.18078279912428716,1,342
dmnelf1002,3,DMN,-8.0,-7,-0.17433364838846538,1,343
dmnelf1002,3,DMN,-6.0,-5,-0.12619328534740312,1,345
dmnelf1002,3,DMN,-4.0,-3,-0.08135638656503574,1,347
dmnelf1002,3,DMN,-2.0,-2,-0.056038323023565165,1,348
dmnelf1002,3,DMN,0.0,0,0.04499674090283184,1,350
dmnelf1002,3,DMN,2.0,2,0.05246229490104078,1,348
dmnelf1002,3,DMN,4.0,3,0.03916117740208005,1,347
dmnelf1002,3,DMN,6.0,5,-0.01957934996228338,1,345
dmnelf1002,3,DMN,8.0,7,-0.0005627726816863664,1,343
dmnelf1002,3,DMN,10.0,8,0.008635245578349444,1,342
dmnelf1002,3,CEN,-10.0,-8,-0.1850331970040006,1,342
dmnelf1002,3,CEN,-8.0,-7,-0.2040403459739354,1,343
dmnelf1002,3,CEN,-6.0,-5,-0.22820636278732076,1,345
dmnelf1002,3,CEN,-4.0,-3,-0.1746687015407481,1,347
dmnelf1002,3,CEN,-2.0,-2,-0.12584188400819254,1,348
dmnelf1002,3,CEN,0.0,0,-0.017262731148517736,1,350
dmnelf1002,3,CEN,2.0,2,0.011579239214834941,1,348
dmnelf1002,3,CEN,4.0,3,0.02829176384533645,1,347
dmnelf1002,3,CEN,6.0,5,0.03115995055662351,1,345
dmnelf1002,3,CEN,8.0,7,0.005635454193580778,1,343
dmnelf1002,3,CEN,10.0,8,-0.023262821582349828,1,342
dmnelf1002,4,DMN,-10.0,-8,-0.14283168124097487,1,342
