subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf1003,0,DMN,-10.0,-8,-0.0681537206835557,2,684
dmnelf1003,0,DMN,-8.0,-7,-0.05979846335812471,2,686
dmnelf1003,0,DMN,-6.0,-5,-0.048113108888042475,2,690
dmnelf1003,0,DMN,-4.0,-3,-0.062494522842064006,2,694
dmnelf1003,0,DMN,-2.0,-2,-0.049116246271165655,2,696
dmnelf1003,0,DMN,0.0,0,0.0387444688999663,2,700
dmnelf1003,0,DMN,2.0,2,0.07783626653625338,2,696
dmnelf1003,0,DMN,4.0,3,-0.02641280422657166,2,694
dmnelf1003,0,DMN,6.0,5,-0.07888838696204627,2,690
dmnelf1003,0,DMN,8.0,7,0.07245534332130349,2,686
dmnelf1003,0,DMN,10.0,8,0.09787263151341526,2,684
dmnelf1003,0,CEN,-10.0,-8,0.08326905261603253,2,684
dmnelf1003,0,CEN,-8.0,-7,0.08128377508384202,2,686
dmnelf1003,0,CEN,-6.0,-5,0.05261905498137118,2,690
dmnelf1003,0,CEN,-4.0,-3,0.060149573831238395,2,694
dmnelf1003,0,CEN,-2.0,-2,0.030841619228931406,2,696
dmnelf1003,0,CEN,0.0,0,-0.10961102619718437,2,700
dmnelf1003,0,CEN,2.0,2,0.13390724980017596,2,696
dmnelf1003,0,CEN,4.0,3,0.039578850150267596,2,694
dmnelf1003,0,CEN,6.0,5,-0.056821215352909,2,690
dmnelf1003,0,CEN,8.0,7,0.08413743860236189,2,686
dmnelf1003,0,CEN,10.0,8,0.09994307513866818,2,684
dmnelf1003,1,DMN,-10.0,-8,-0.05669198111155644,2,684
dmnelf1003,1,DMN,-8.0,-7,-0.04710987503571265,2,686
dmnelf1003,1,DMN,-6.0,-5,-0.030655214972351356,2,690
dmnelf1003,1,DMN,-4.0,-3,-0.054675488134782915,2,694
dmnelf1003,1,DMN,-2.0,-2,-0.046465683948216006,2,696
dmnelf1003,1,DMN,0.0,0,0.030297226312682946,2,700
dmnelf1003,1,DMN,2.0,2,0.08272074258760335,2,696
dmnelf1003,1,DMN,4.0,3,-0.010231566397279932,2,694
dmnelf1003,1,DMN,6.0,5,-0.08769097786596781,2,690
dmnelf1003,1,DMN,8.0,7,0.05285404128239566,2,686
dmnelf1003,1,DMN,10.0,8,0.07090049957668461,2,684
dmnelf1003,1,CEN,-10.0,-8,0.04286124141039094,2,684
dmnelf1003,1,CEN,-8.0,-7,0.05163745351773536,2,686
dmnelf1003,1,CEN,-6.0,-5,0.018158853347154922,2,690
dmnelf1003,1,CEN,-4.0,-3,0.02145934395946551,2,694
dmnelf1003,1,CEN,-2.0,-2,-0.0138101634057197,2,696
dmnelf1003,1,CEN,0.0,0,-0.12770064243991464,2,700
dmnelf1003,1,CEN,2.0,2,0.10585381329478159,2,696
dmnelf1003,1,CEN,4.0,3,0.007306573521965068,2,694
dmnelf1003,1,CEN,6.0,5,-0.07515043581449109,2,690
dmnelf1003,1,CEN,8.0,7,0.05963481044512546,2,686
dmnelf1003,1,CEN,10.0,8,0.06673876230511348,2,684
dmnelf1003,2,DMN,-10.0,-8,-0.022923599748156925,2,684
dmnelf1003,2,DMN,-8.0,-7,-0.012016245460043427,2,686
dmnelf1003,2,DMN,-6.0,-5,-0.00876511062152934,2,690
dmnelf1003,2,DMN,-4.0,-3,-0.05210852240432773,2,694
dmnelf1003,2,DMN,-2.0,-2,-0.07552638879848093,2,696
dmnelf1003,2,DMN,0.0,0,-0.053428436837273094,2,700
dmnelf1003,2,DMN,2.0,2,0.04794725750046211,2,696
