subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf014,0,DMN,-10.0,-8,-0.004273182409576375,2,684
dmnelf014,0,DMN,-8.0,-7,-0.0019288254886906842,2,686
dmnelf014,0,DMN,-6.0,-5,-0.005435498675840685,2,690
dmnelf014,0,DMN,-4.0,-3,0.05637481617694794,2,694
dmnelf014,0,DMN,-2.0,-2,0.03751806888266695,2,696
dmnelf014,0,DMN,0.0,0,0.05071858715476668,2,700
dmnelf014,0,DMN,2.0,2,-0.028512896321071998,2,696
dmnelf014,0,DMN,4.0,3,-0.0016753708391023183,2,694
dmnelf014,0,DMN,6.0,5,-0.0627133809843402,2,690
dmnelf014,0,DMN,8.0,7,-0.13647526394035223,2,686
dmnelf014,0,DMN,10.0,8,-0.12266434528800847,2,684
dmnelf014,0,CEN,-10.0,-8,0.048739415929845514,2,684
dmnelf014,0,CEN,-8.0,-7,0.064501893648364,2,686
dmnelf014,0,CEN,-6.0,-5,0.07835144300857125,2,690
dmnelf014,0,CEN,-4.0,-3,0.11644151646311589,2,694
dmnelf014,0,CEN,-2.0,-2,0.07865478477549638,2,696
dmnelf014,0,CEN,0.0,0,0.06153440697621547,2,700
dmnelf014,0,CEN,2.0,2,-0.010807424327920317,2,696
dmnelf014,0,CEN,4.0,3,0.034104523113993396,2,694
dmnelf014,0,CEN,6.0,5,0.009169321850122661,2,690
dmnelf014,0,CEN,8.0,7,-0.06756159122524605,2,686
dmnelf014,0,CEN,10.0,8,-0.07483689070337739,2,684
dmnelf014,1,DMN,-10.0,-8,0.0006571693307682205,2,684
dmnelf014,1,DMN,-8.0,-7,0.005521242327898184,2,686
dmnelf014,1,DMN,-6.0,-5,0.015155958108226217,2,690
dmnelf014,1,DMN,-4.0,-3,0.0072060955992017065,2,694
dmnelf014,1,DMN,-2.0,-2,0.010068004525448725,2,696
dmnelf014,1,DMN,0.0,0,0.030183897625830205,2,700
dmnelf014,1,DMN,2.0,2,0.05923824102872727,2,696
dmnelf014,1,DMN,4.0,3,0.049793278071594976,2,694
dmnelf014,1,DMN,6.0,5,-0.051328824377766535,2,690
dmnelf014,1,DMN,8.0,7,-0.05174921018158674,2,686
dmnelf014,1,DMN,10.0,8,-0.0646834639795051,2,684
dmnelf014,1,CEN,-10.0,-8,0.06813213382917889,2,684
dmnelf014,1,CEN,-8.0,-7,0.07189368300819259,2,686
dmnelf014,1,CEN,-6.0,-5,0.069748347203442,2,690
dmnelf014,1,CEN,-4.0,-3,0.035735237717924064,2,694
dmnelf014,1,CEN,-2.0,-2,0.03831388796486151,2,696
dmnelf014,1,CEN,0.0,0,0.05428222439597417,2,700
dmnelf014,1,CEN,2.0,2,0.07100954036461812,2,696
dmnelf014,1,CEN,4.0,3,0.07876333305819026,2,694
dmnelf014,1,CEN,6.0,5,-0.04370598075601425,2,690
dmnelf014,1,CEN,8.0,7,-0.03627489637030511,2,686
dmnelf014,1,CEN,10.0,8,-0.05381645838642488,2,684
dmnelf014,2,DMN,-10.0,-8,-0.012881337724032601,2,684
dmnelf014,2,DMN,-8.0,-7,-0.024289707564017427,2,686
dmnelf014,2,DMN,-6.0,-5,-0.003082974641308174,2,690
dmnelf014,2,DMN,-4.0,-3,-0.020445704065211113,2,694
dmnelf014,2,DMN,-2.0,-2,-0.025648928724179454,2,696
dmnelf014,2,DMN,0.0,0,0.015778732650472495,2,700
dmnelf014,2,DMN,2.0,2,0.01732599250028692,2,696
dmnelf014,2,DMN,4.0,3,0.018577284657991758,2,694
dmnelf014,2,DMN,6.0,5,-0.038037936776008044,2,690
dmnelf014,2,DMN,8.0,7,0.0018162590342074682,2,686
dmnelf014,2,DMN,10.0,8,-0.013559482817405282,2,684
dmnelf014,2,CEN,-10.0,-8,0.08349629000318357,2,684
dmnelf014,2,CEN,-8.0,-7,0.07505896443887843,2,686
dmnelf014,2,CEN,-6.0,-5,0.08219816785206696,2,690
dmnelf014,2,CEN,-4.0,-3,0.025447886419031788,2,694
dmnelf014,2,CEN,-2.0,-2,0.010919463627662638,2,696
