subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf1001,0,DMN,-10.0,-8,-0.011497257190418596,2,684
dmnelf1001,0,DMN,-8.0,-7,-0.014057287941787872,2,686
dmnelf1001,0,DMN,-6.0,-5,0.020357769006600482,2,690
dmnelf1001,0,DMN,-4.0,-3,0.03899657069554944,2,694
dmnelf1001,0,DMN,-2.0,-2,0.03877246573897906,2,696
dmnelf1001,0,DMN,0.0,0,0.04877405059185156,2,700
dmnelf1001,0,DMN,2.0,2,0.02695295831794956,2,696
dmnelf1001,0,DMN,4.0,3,0.015999708518254295,2,694
dmnelf1001,0,DMN,6.0,5,0.03487918013185445,2,690
dmnelf1001,0,DMN,8.0,7,-0.0020749183705536687,2,686
dmnelf1001,0,DMN,10.0,8,-0.02032992971471364,2,684
dmnelf1001,0,CEN,-10.0,-8,-0.05181420381087308,2,684
dmnelf1001,0,CEN,-8.0,-7,-0.044583718641786334,2,686
dmnelf1001,0,CEN,-6.0,-5,0.038776843928287806,2,690
dmnelf1001,0,CEN,-4.0,-3,0.050738632785514826,2,694
dmnelf1001,0,CEN,-2.0,-2,0.04479900062619753,2,696
dmnelf1001,0,CEN,0.0,0,0.05770258770008592,2,700
dmnelf1001,0,CEN,2.0,2,0.07299941685362178,2,696
dmnelf1001,0,CEN,4.0,3,0.07923256323065002,2,694
dmnelf1001,0,CEN,6.0,5,0.07435562521869003,2,690
dmnelf1001,0,CEN,8.0,7,0.007918801362973418,2,686
dmnelf1001,0,CEN,10.0,8,-0.015182455111511627,2,684
dmnelf1001,1,DMN,-10.0,-8,-0.007203166818093259,2,684
dmnelf1001,1,DMN,-8.0,-7,0.0021940131407267812,2,686
dmnelf1001,1,DMN,-6.0,-5,0.032011105373842434,2,690
dmnelf1001,1,DMN,-4.0,-3,0.05232880449539145,2,694
dmnelf1001,1,DMN,-2.0,-2,0.05529648201584135,2,696
dmnelf1001,1,DMN,0.0,0,0.05605953008186823,2,700
dmnelf1001,1,DMN,2.0,2,-0.008720013715694407,2,696
dmnelf1001,1,DMN,4.0,3,-0.021078917268788307,2,694
dmnelf1001,1,DMN,6.0,5,0.037462122627656184,2,690
dmnelf1001,1,DMN,8.0,7,-0.01599809180615175,2,686
dmnelf1001,1,DMN,10.0,8,-0.03430303898386431,2,684
dmnelf1001,1,CEN,-10.0,-8,-0.05645214474079767,2,684
dmnelf1001,1,CEN,-8.0,-7,-0.04311099306530459,2,686
dmnelf1001,1,CEN,-6.0,-5,0.027528633350181728,2,690
dmnelf1001,1,CEN,-4.0,-3,0.051614870797363446,2,694
dmnelf1001,1,CEN,-2.0,-2,0.04845307622382912,2,696
dmnelf1001,1,CEN,0.0,0,0.04493049340740809,2,700
dmnelf1001,1,CEN,2.0,2,0.02945343856651643,2,696
dmnelf1001,1,CEN,4.0,3,0.03305925136684762,2,694
dmnelf1001,1,CEN,6.0,5,0.046078204238174165,2,690
dmnelf1001,1,CEN,8.0,7,-0.02008683373690103,2,686
dmnelf1001,1,CEN,10.0,8,-0.04052799161432806,2,684
dmnelf1001,2,DMN,-10.0,-8,0.053808485157022405,2,684
dmnelf1001,2,DMN,-8.0,-7,0.06500137624676018,2,686
dmnelf1001,2,DMN,-6.0,-5,0.05263237544159359,2,690
dmnelf1001,2,DMN,-4.0,-3,0.07421594896719408,2,694
dmnelf1001,2,DMN,-2.0,-2,0.06276388601217979,2,696
dmnelf1001,2,DMN,0.0,0,0.03444046459234792,2,700
dmnelf1001,2,DMN,2.0,2,0.011261664399008236,2,696
dmnelf1001,2,DMN,4.0,3,-0.005985820080554545,2,694
dmnelf1001,2,DMN,6.0,5,0.057890702031602626,2,690
dmnelf1001,2,DMN,8.0,7,0.023032136909622386,2,686
dmnelf1001,2,DMN,10.0,8,0.015220125161454282,2,684
dmnelf1001,2,CEN,-10.0,-8,-0.04861808394729792,2,684
dmnelf1001,2,CEN,-8.0,-7,-0.02560795416873617,2,686
dmnelf1001,2,CEN,-6.0,-5,0.03178805492529105,2,690
dmnelf1001,2,CEN,-4.0,-3,0.07428227924126977,2,694
dmnelf1001,2,CEN,-2.0,-2,0.06214181469652683,2,696
dmnelf1001,2,CEN,0.0,0,0.055138544466396135,2,700
dmnelf1001,2,CEN,2.0,2,0.10363278532838839,2,696
dmnelf1001,2,CEN,4.0,3,0.1148489693317568,2,694
dmnelf1001,2,CEN,6.0,5,0.12097710516619549,2,690
dmnelf1001,2,CEN,8.0,7,0.04053047286457323,2,686
dmnelf1001,2,CEN,10.0,8,0.009302693410500612,2,684
dmnelf1001,3,DMN,-10.0,-8,0.06786970916945996,2,684
dmnelf1001,3,DMN,-8.0,-7,0.08648932180050789,2,686
dmnelf1001,3,DMN,-6.0,-5,0.06480527861535272,2,690
dmnelf1001,3,DMN,-4.0,-3,0.0774779879730223,2,694
dmnelf1001,3,DMN,-2.0,-2,0.06793036562136898,2,696
dmnelf1001,3,DMN,0.0,0,0.026999525176737423,2,700
dmnelf1001,3,DMN,2.0,2,0.017044798011097886,2,696
dmnelf1001,3,DMN,4.0,3,0.006887239264371243,2,694
dmnelf1001,3,DMN,6.0,5,0.06672152152121862,2,690
dmnelf1001,3,DMN,8.0,7,0.06938757604402089,2,686
dmnelf1001,3,DMN,10.0,8,0.06040487503583964,2,684
dmnelf1001,3,CEN,-10.0,-8,-0.009565050504366727,2,684
