subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf001,0,DMN,-10.0,-8,0.018892971930084487,2,684
dmnelf001,0,DMN,-8.0,-7,-0.0033931466793104626,2,686
dmnelf001,0,DMN,-6.0,-5,0.00708349077815298,2,690
dmnelf001,0,DMN,-4.0,-3,0.009567706555267763,2,694
dmnelf001,0,DMN,-2.0,-2,-0.030120760061514217,2,696
dmnelf001,0,DMN,0.0,0,-0.045865847147519706,2,700
dmnelf001,0,DMN,2.0,2,-0.12042170558663544,2,696
dmnelf001,0,DMN,4.0,3,-0.13857974884064048,2,694
dmnelf001,0,DMN,6.0,5,-0.020472189181611252,2,690
dmnelf001,0,DMN,8.0,7,-0.009374001959907025,2,686
dmnelf001,0,DMN,10.0,8,0.004974285201974515,2,684
dmnelf001,0,CEN,-10.0,-8,-0.0043642676657844395,2,684
dmnelf001,0,CEN,-8.0,-7,-0.03758542020681492,2,686
dmnelf001,0,CEN,-6.0,-5,-0.013127505966683942,2,690
dmnelf001,0,CEN,-4.0,-3,0.03878696738657454,2,694
dmnelf001,0,CEN,-2.0,-2,0.015537997822818084,2,696
dmnelf001,0,CEN,0.0,0,0.09332832382361494,2,700
dmnelf001,0,CEN,2.0,2,0.02189912350516905,2,696
dmnelf001,0,CEN,4.0,3,0.017243783578694473,2,694
dmnelf001,0,CEN,6.0,5,0.12362994605538513,2,690
dmnelf001,0,CEN,8.0,7,0.08272861199863377,2,686
dmnelf001,0,CEN,10.0,8,0.07258448349676712,2,684
dmnelf001,1,DMN,-10.0,-8,0.052201960620030345,2,684
dmnelf001,1,DMN,-8.0,-7,0.028691885831832763,2,686
dmnelf001,1,DMN,-6.0,-5,0.0282820345179741,2,690
dmnelf001,1,DMN,-4.0,-3,0.040014734776247826,2,694
dmnelf001,1,DMN,-2.0,-2,0.017541105653937263,2,696
dmnelf001,1,DMN,0.0,0,0.00496376834210623,2,700
dmnelf001,1,DMN,2.0,2,-0.023438768571367653,2,696
dmnelf001,1,DMN,4.0,3,-0.07103809895132696,2,694
dmnelf001,1,DMN,6.0,5,-0.024199514210388115,2,690
dmnelf001,1,DMN,8.0,7,-0.004244480640112292,2,686
dmnelf001,1,DMN,10.0,8,0.012554757444445157,2,684
dmnelf001,1,CEN,-10.0,-8,-0.03022868879155775,2,684
dmnelf001,1,CEN,-8.0,-7,-0.05088071805021734,2,686
dmnelf001,1,CEN,-6.0,-5,-0.03411243263390147,2,690
dmnelf001,1,CEN,-4.0,-3,-0.026310031190486423,2,694
dmnelf001,1,CEN,-2.0,-2,-0.05614424573383899,2,696
dmnelf001,1,CEN,0.0,0,0.007964634636396215,2,700
dmnelf001,1,CEN,2.0,2,-0.030849450230579934,2,696
dmnelf001,1,CEN,4.0,3,-0.06187692642216742,2,694
dmnelf001,1,CEN,6.0,5,0.03596453003253186,2,690
dmnelf001,1,CEN,8.0,7,0.048656435862660836,2,686
dmnelf001,1,CEN,10.0,8,0.04587899520539811,2,684
dmnelf001,2,DMN,-10.0,-8,0.04363818930358362,2,684
dmnelf001,2,DMN,-8.0,-7,0.028773682217597366,2,686
dmnelf001,2,DMN,-6.0,-5,0.07276800127612372,2,690
dmnelf001,2,DMN,-4.0,-3,0.09104502008323193,2,694
dmnelf001,2,DMN,-2.0,-2,0.12801140539416228,2,696
dmnelf001,2,DMN,0.0,0,0.12796130951676998,2,700
dmnelf001,2,DMN,2.0,2,0.10146038641647476,2,696
dmnelf001,2,DMN,4.0,3,0.05643345948679026,2,694
dmnelf001,2,DMN,6.0,5,0.05546212395482998,2,690
dmnelf001,2,DMN,8.0,7,-0.01430396799413973,2,686
dmnelf001,2,DMN,10.0,8,-0.021975453841415218,2,684
dmnelf001,2,CEN,-10.0,-8,0.0017802845355487202,2,684
dmnelf001,2,CEN,-8.0,-7,-0.0057984804685574974,2,686
dmnelf001,2,CEN,-6.0,-5,0.013774279119108682,2,690
dmnelf001,2,CEN,-4.0,-3,0.016579898407185704,2,694
dmnelf001,2,CEN,-2.0,-2,0.03627641619521887,2,696
dmnelf001,2,CEN,0.0,0,0.06291449879540356,2,700
dmnelf001,2,CEN,2.0,2,0.032665045259956664,2,696
dmnelf001,2,CEN,4.0,3,-0.0060883168057873464,2,694
dmnelf001,2,CEN,6.0,5,0.006736921835242814,2,690
dmnelf001,2,CEN,8.0,7,-0.03181970297237837,2,686
dmnelf001,2,CEN,10.0,8,-0.018348500244800912,2,684
dmnelf001,3,DMN,-10.0,-8,0.00205617744807894,2,684
dmnelf001,3,DMN,-8.0,-7,0.009541402112651129,2,686
dmnelf001,3,DMN,-6.0,-5,0.07592039721916642,2,690
dmnelf001,3,DMN,-4.0,-3,0.132475854154045,2,694
dmnelf001,3,DMN,-2.0,-2,0.14820272866011,2,696
dmnelf001,3,DMN,0.0,0,0.12807828315089,2,700
dmnelf001,3,DMN,2.0,2,0.0928193016004357,2,696
dmnelf001,3,DMN,4.0,3,0.041169241681680555,2,694
dmnelf001,3,DMN,6.0,5,-0.014904734053650235,2,690
dmnelf001,3,DMN,8.0,7,-0.027770895064049415,2,686
dmnelf001,3,DMN,10.0,8,-0.008568416858752542,2,684
dmnelf001,3,CEN,-10.0,-8,0.003816331942698451,2,684
dmnelf001,3,CEN,-8.0,-7,0.008966554449303825,2,686
dmnelf001,3,CEN,-6.0,-5,0.04079822269871627,2,690
dmnelf001,3,CEN,-4.0,-3,0.06850666598771563,2,694
dmnelf001,3,CEN,-2.0,-2,0.0682373291278902,2,696
dmnelf001,3,CEN,0.0,0,0.07880999337837316,2,700
dmnelf001,3,CEN,2.0,2,0.07079611583751418,2,696
dmnelf001,3,CEN,4.0,3,0.021487425666520853,2,694
dmnelf001,3,CEN,6.0,5,-0.028164458412288002,2,690
dmnelf001,3,CEN,8.0,7,-0.05082521388511504,2,686
dmnelf001,3,CEN,10.0,8,-0.016185904253633053,2,684
dmnelf001,4,DMN,-10.0,-8,0.004567489355175109,2,684
dmnelf001,4,DMN,-8.0,-7,0.007240882814238603,2,686
dmnelf001,4,DMN,-6.0,-5,0.05846932202397145,2,690
dmnelf001,4,DMN,-4.0,-3,0.11617582249275299,2,694
dmnelf001,4,DMN,-2.0,-2,0.11494550646047752,2,696
dmnelf001,4,DMN,0.0,0,0.08199624659630432,2,700
dmnelf001,4,DMN,2.0,2,0.03360336157458884,2,696
dmnelf001,4,DMN,4.0,3,-0.017670170046221494,2,694
dmnelf001,4,DMN,6.0,5,-0.06534179803619546,2,690
dmnelf001,4,DMN,8.0,7,-0.07128511051747526,2,686
dmnelf001,4,DMN,10.0,8,-0.04640662463064879,2,684
dmnelf001,4,CEN,-10.0,-8,0.006835522101748017,2,684
dmnelf001,4,CEN,-8.0,-7,-0.00010267920839415458,2,686
dmnelf001,4,CEN,-6.0,-5,0.025373470945835364,2,690
dmnelf001,4,CEN,-4.0,-3,0.06434441994743,2,694
dmnelf001,4,CEN,-2.0,-2,0.0478607887606648,2,696
dmnelf001,4,CEN,0.0,0,0.06925189556126018,2,700
dmnelf001,4,CEN,2.0,2,0.03531563273948173,2,696
dmnelf001,4,CEN,4.0,3,-0.010042508958672787,2,694
dmnelf001,4,CEN,6.0,5,-0.057154982781993165,2,690
dmnelf001,4,CEN,8.0,7,-0.07140236198481482,2,686
dmnelf001,4,CEN,10.0,8,-0.03491658825600973,2,684
dmnelf001,5,DMN,-10.0,-8,0.04389908354357572,2,684
dmnelf001,5,DMN,-8.0,-7,0.027402834598261358,2,686
dmnelf001,5,DMN,-6.0,-5,0.03652983154949653,2,690
dmnelf001,5,DMN,-4.0,-3,0.057292148442249426,2,694
dmnelf001,5,DMN,-2.0,-2,0.026115024047244025,2,696
dmnelf001,5,DMN,0.0,0,0.04950048511927392,2,700
dmnelf001,5,DMN,2.0,2,-0.0047083405072714255,2,696
dmnelf001,5,DMN,4.0,3,-0.04912293126232025,2,694
dmnelf001,5,DMN,6.0,5,-0.0639507796432245,2,690
dmnelf001,5,DMN,8.0,7,-0.06783966637648815,2,686
dmnelf001,5,DMN,10.0,8,-0.062412282847609295,2,684
dmnelf001,5,CEN,-10.0,-8,0.018879676886721382,2,684
dmnelf001,5,CEN,-8.0,-7,-0.0071327085211082735,2,686
dmnelf001,5,CEN,-6.0,-5,0.016687898420496183,2,690
dmnelf001,5,CEN,-4.0,-3,0.03814063896775929,2,694
dmnelf001,5,CEN,-2.0,-2,-0.012311001147591117,2,696
dmnelf001,5,CEN,0.0,0,0.08565479171354817,2,700
dmnelf001,5,CEN,2.0,2,-0.001732738416790772,2,696
dmnelf001,5,CEN,4.0,3,-0.04712624652393348,2,694
dmnelf001,5,CEN,6.0,5,-0.07410978302188236,2,690
dmnelf001,5,CEN,8.0,7,-0.10966044877816236,2,686
dmnelf001,5,CEN,10.0,8,-0.1099135044783849,2,684
dmnelf001,6,DMN,-10.0,-8,0.09492746534256385,2,684
dmnelf001,6,DMN,-8.0,-7,0.08268706600800493,2,686
dmnelf001,6,DMN,-6.0,-5,0.057750457903531414,2,690
dmnelf001,6,DMN,-4.0,-3,0.02630276706012505,2,694
dmnelf001,6,DMN,-2.0,-2,-0.0061070492805347055,2,696
dmnelf001,6,DMN,0.0,0,0.05594853067409319,2,700
dmnelf001,6,DMN,2.0,2,0.008441634216534804,2,696
dmnelf001,6,DMN,4.0,3,-0.021616812834852183,2,694
dmnelf001,6,DMN,6.0,5,-0.01953018074226074,2,690
dmnelf001,6,DMN,8.0,7,-0.020451494869064835,2,686
dmnelf001,6,DMN,10.0,8,-0.04515126331268656,2,684
dmnelf001,6,CEN,-10.0,-8,0.03677418207661086,2,684
dmnelf001,6,CEN,-8.0,-7,0.021144395808426326,2,686
dmnelf001,6,CEN,-6.0,-5,0.011353287088339539,2,690
dmnelf001,6,CEN,-4.0,-3,0.007934287092537025,2,694
dmnelf001,6,CEN,-2.0,-2,-0.03078979168358486,2,696
dmnelf001,6,CEN,0.0,0,0.09625421344060175,2,700
dmnelf001,6,CEN,2.0,2,0.023166021771587036,2,696
dmnelf001,6,CEN,4.0,3,-0.01577895683410287,2,694
dmnelf001,6,CEN,6.0,5,-0.03171340384048858,2,690
dmnelf001,6,CEN,8.0,7,-0.06609292031698934,2,686
dmnelf001,6,CEN,10.0,8,-0.09726748850489729,2,684
dmnelf001,7,DMN,-10.0,-8,0.06503979197474732,2,684
dmnelf001,7,DMN,-8.0,-7,0.05516122762590039,2,686
dmnelf001,7,DMN,-6.0,-5,0.012349000403885911,2,690
dmnelf001,7,DMN,-4.0,-3,0.016772303241168126,2,694
dmnelf001,7,DMN,-2.0,-2,0.006422333967634703,2,696
dmnelf001,7,DMN,0.0,0,0.024396729920504942,2,700
dmnelf001,7,DMN,2.0,2,-0.02441180864486509,2,696
dmnelf001,7,DMN,4.0,3,-0.024535424552786813,2,694
dmnelf001,7,DMN,6.0,5,-0.049664679967862994,2,690
dmnelf001,7,DMN,8.0,7,-0.04667996502663715,2,686
dmnelf001,7,DMN,10.0,8,-0.0858881776444148,2,684
dmnelf001,7,CEN,-10.0,-8,0.01934597898873061,2,684
dmnelf001,7,CEN,-8.0,-7,0.003802779448026702,2,686
dmnelf001,7,CEN,-6.0,-5,-0.018583933616139445,2,690
dmnelf001,7,CEN,-4.0,-3,0.02662457881049021,2,694
dmnelf001,7,CEN,-2.0,-2,0.019510512797010295,2,696
dmnelf001,7,CEN,0.0,0,0.05250419146408033,2,700
dmnelf001,7,CEN,2.0,2,0.012940017341092683,2,696
dmnelf001,7,CEN,4.0,3,-0.013429675704818825,2,694
dmnelf001,7,CEN,6.0,5,-0.05876033920975436,2,690
dmnelf001,7,CEN,8.0,7,-0.06925038403388731,2,686
