subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf009,0,DMN,-10.0,-8,-0.04766132080946328,2,684
dmnelf009,0,DMN,-8.0,-7,-0.05005569169885547,2,686
dmnelf009,0,DMN,-6.0,-5,-0.04211861665948741,2,690
dmnelf009,0,DMN,-4.0,-3,-0.04730421527658392,2,694
dmnelf009,0,DMN,-2.0,-2,-0.04072550873847672,2,696
dmnelf009,0,DMN,0.0,0,-0.03390118384466639,2,700
dmnelf009,0,DMN,2.0,2,-0.04440089420740782,2,696
dmnelf009,0,DMN,4.0,3,-0.08449265494356645,2,694
dmnelf009,0,DMN,6.0,5,-0.1347862016213976,2,690
dmnelf009,0,DMN,8.0,7,-0.13376190287657486,2,686
dmnelf009,0,DMN,10.0,8,-0.134127629353175,2,684
dmnelf009,0,CEN,-10.0,-8,-0.004803361611936506,2,684
dmnelf009,0,CEN,-8.0,-7,-0.01220310490498562,2,686
dmnelf009,0,CEN,-6.0,-5,0.022852181064526474,2,690
dmnelf009,0,CEN,-4.0,-3,0.04914982576804439,2,694
dmnelf009,0,CEN,-2.0,-2,0.05869728406898443,2,696
dmnelf009,0,CEN,0.0,0,0.0454852272642158,2,700
dmnelf009,0,CEN,2.0,2,0.012587287922845755,2,696
dmnelf009,0,CEN,4.0,3,-0.02234181075182362,2,694
dmnelf009,0,CEN,6.0,5,-0.07721309060985121,2,690
dmnelf009,0,CEN,8.0,7,-0.055320917122209504,2,686
dmnelf009,0,CEN,10.0,8,-0.046907096723773044,2,684
dmnelf009,1,DMN,-10.0,-8,0.03404108210557951,2,684
dmnelf009,1,DMN,-8.0,-7,0.06366125103879995,2,686
dmnelf009,1,DMN,-6.0,-5,-0.01543076033648548,2,690
dmnelf009,1,DMN,-4.0,-3,0.045665772754945266,2,694
dmnelf009,1,DMN,-2.0,-2,0.011178548047632277,2,696
dmnelf009,1,DMN,0.0,0,0.02463372735843959,2,700
dmnelf009,1,DMN,2.0,2,0.037180952811985295,2,696
dmnelf009,1,DMN,4.0,3,-0.013367872315969618,2,694
dmnelf009,1,DMN,6.0,5,0.027593571320409044,2,690
dmnelf009,1,DMN,8.0,7,-0.016134437067987163,2,686
dmnelf009,1,DMN,10.0,8,0.0034808378613003003,2,684
dmnelf009,1,CEN,-10.0,-8,0.0051347501988740695,2,684
dmnelf009,1,CEN,-8.0,-7,0.026963445782191963,2,686
dmnelf009,1,CEN,-6.0,-5,-0.05059663288091677,2,690
dmnelf009,1,CEN,-4.0,-3,0.005508529841628346,2,694
dmnelf009,1,CEN,-2.0,-2,-0.043280903026074034,2,696
dmnelf009,1,CEN,0.0,0,-0.044170448408949715,2,700
dmnelf009,1,CEN,2.0,2,-0.09723941774390182,2,696
dmnelf009,1,CEN,4.0,3,-0.14238451961754756,2,694
dmnelf009,1,CEN,6.0,5,-0.12101305143479325,2,690
dmnelf009,1,CEN,8.0,7,-0.15373869154219266,2,686
dmnelf009,1,CEN,10.0,8,-0.1194089268472713,2,684
dmnelf009,2,DMN,-10.0,-8,0.08184988119155809,2,684
dmnelf009,2,DMN,-8.0,-7,0.07317556797922217,2,686
dmnelf009,2,DMN,-6.0,-5,0.05573801977276563,2,690
dmnelf009,2,DMN,-4.0,-3,0.06777925029060022,2,694
dmnelf009,2,DMN,-2.0,-2,0.0828750465123874,2,696
dmnelf009,2,DMN,0.0,0,0.10631440764989945,2,700
dmnelf009,2,DMN,2.0,2,0.15506988762108195,2,696
dmnelf009,2,DMN,4.0,3,0.15186187582875968,2,694
dmnelf009,2,DMN,6.0,5,0.15288805393693383,2,690
dmnelf009,2,DMN,8.0,7,0.1798590330069776,2,686
dmnelf009,2,DMN,10.0,8,0.17470922225618798,2,684
dmnelf009,2,CEN,-10.0,-8,-0.11575288716218432,2,684
dmnelf009,2,CEN,-8.0,-7,-0.13500931831310467,2,686
dmnelf009,2,CEN,-6.0,-5,-0.14558458547977016,2,690
dmnelf009,2,CEN,-4.0,-3,-0.1176068143702762,2,694
dmnelf009,2,CEN,-2.0,-2,-0.10570243849100402,2,696
dmnelf009,2,CEN,0.0,0,-0.1281249881702264,2,700
dmnelf009,2,CEN,2.0,2,-0.1451453549347066,2,696
dmnelf009,2,CEN,4.0,3,-0.17098635107834692,2,694
dmnelf009,2,CEN,6.0,5,-0.17181257424924412,2,690
dmnelf009,2,CEN,8.0,7,-0.1452407322123857,2,686
dmnelf009,2,CEN,10.0,8,-0.13823588674738313,2,684
dmnelf009,3,DMN,-10.0,-8,0.07564181900216828,2,684
dmnelf009,3,DMN,-8.0,-7,0.06940267633521571,2,686
dmnelf009,3,DMN,-6.0,-5,0.05095336653472914,2,690
dmnelf009,3,DMN,-4.0,-3,0.059051617638034716,2,694
dmnelf009,3,DMN,-2.0,-2,0.07008149314781459,2,696
dmnelf009,3,DMN,0.0,0,0.09687458807701604,2,700
dmnelf009,3,DMN,2.0,2,0.153403903900018,2,696
dmnelf009,3,DMN,4.0,3,0.12460276426681345,2,694
dmnelf009,3,DMN,6.0,5,0.10215861681840498,2,690
dmnelf009,3,DMN,8.0,7,0.11167571395317075,2,686
dmnelf009,3,DMN,10.0,8,0.115161299166332,2,684
